zipcode,office,official,phones,emails,website
74133,OK State Treasurer,Randy McDaniel,['(405) 521-3191'],,
74133,OK Attorney General,Mike Hunter,['(405) 521-3921'],,
74133,OK Corporation Commissioner,Todd Hiett,['(405) 521-2211'],['ContactToddHiett@occ.ok.gov'],
74133,OK Superintendent of Public Instruction,Bob Anthony,['(405) 521-2211'],['Bob.Anthony@occ.ok.gov'],
74133,OK Commissioner of Insurance,Dana Murphy,['(405) 521-2211'],['ContactDanaMurphy@occ.ok.gov'],
73120,Governor of Oklahoma,Kevin Stitt,['(405) 521-2342'],,
73120,Lieutenant Governor of Oklahoma,Matt Pinnell,['(405) 521-2161'],,
73120,OK Commissioner of Labor,Leslie Osborn,['(405) 521-6100'],['labor.info@labor.ok.gov'],
73120,OK State Auditor and Inspector,Cindy Byrd,['(405) 521-3495'],['auditor@sai.ok.gov'],
73120,OK State Treasurer,Randy McDaniel,['(405) 521-3191'],,
73120,OK Attorney General,Mike Hunter,['(405) 521-3921'],,
73120,OK Corporation Commissioner,Todd Hiett,['(405) 521-2211'],['ContactToddHiett@occ.ok.gov'],
73120,OK Superintendent of Public Instruction,Bob Anthony,['(405) 521-2211'],['Bob.Anthony@occ.ok.gov'],
73120,OK Commissioner of Insurance,Dana Murphy,['(405) 521-2211'],['ContactDanaMurphy@occ.ok.gov'],
74136,Governor of Oklahoma,Kevin Stitt,['(405) 521-2342'],,
74136,Lieutenant Governor of Oklahoma,Matt Pinnell,['(405) 521-2161'],,
74136,OK Commissioner of Labor,Leslie Osborn,['(405) 521-6100'],['labor.info@labor.ok.gov'],
74136,OK State Auditor and Inspector,Cindy Byrd,['(405) 521-3495'],['auditor@sai.ok.gov'],
74136,OK State Treasurer,Randy McDaniel,['(405) 521-3191'],,
74136,OK Attorney General,Mike Hunter,['(405) 521-3921'],,
74136,OK Corporation Commissioner,Todd Hiett,['(405) 521-2211'],['ContactToddHiett@occ.ok.gov'],
74136,OK Superintendent of Public Instruction,Bob Anthony,['(405) 521-2211'],['Bob.Anthony@occ.ok.gov'],
74136,OK Commissioner of Insurance,Dana Murphy,['(405) 521-2211'],['ContactDanaMurphy@occ.ok.gov'],
74136,Tulsa City Auditor,Joy Hofmeister,['(405) 521-3301'],,
74136,Tulsa Mayor,Glen Mulready,['(405) 521-2828'],,
73034,Governor of Oklahoma,Kevin Stitt,['(405) 521-2342'],,
73034,Lieutenant Governor of Oklahoma,Matt Pinnell,['(405) 521-2161'],,
73034,OK Commissioner of Labor,Leslie Osborn,['(405) 521-6100'],['labor.info@labor.ok.gov'],
73034,OK State Auditor and Inspector,Cindy Byrd,['(405) 521-3495'],['auditor@sai.ok.gov'],
73034,OK State Treasurer,Randy McDaniel,['(405) 521-3191'],,
73034,OK Attorney General,Mike Hunter,['(405) 521-3921'],,
73034,OK Corporation Commissioner,Todd Hiett,['(405) 521-2211'],['ContactToddHiett@occ.ok.gov'],
73034,OK Superintendent of Public Instruction,Bob Anthony,['(405) 521-2211'],['Bob.Anthony@occ.ok.gov'],
73034,OK Commissioner of Insurance,Dana Murphy,['(405) 521-2211'],['ContactDanaMurphy@occ.ok.gov'],
73119,Governor of Oklahoma,Kevin Stitt,['(405) 521-2342'],,
73119,Lieutenant Governor of Oklahoma,Matt Pinnell,['(405) 521-2161'],,
73119,OK Commissioner of Labor,Leslie Osborn,['(405) 521-6100'],['labor.info@labor.ok.gov'],
73119,OK State Auditor and Inspector,Cindy Byrd,['(405) 521-3495'],['auditor@sai.ok.gov'],
73119,OK State Treasurer,Randy McDaniel,['(405) 521-3191'],,
73119,OK Attorney General,Mike Hunter,['(405) 521-3921'],,
73119,OK Corporation Commissioner,Todd Hiett,['(405) 521-2211'],['ContactToddHiett@occ.ok.gov'],
73119,OK Superintendent of Public Instruction,Bob Anthony,['(405) 521-2211'],['Bob.Anthony@occ.ok.gov'],
73119,OK Commissioner of Insurance,Dana Murphy,['(405) 521-2211'],['ContactDanaMurphy@occ.ok.gov'],
73119,Oklahoma City Mayor,Joy Hofmeister,['(405) 521-3301'],,
74820,Governor of Oklahoma,Kevin Stitt,['(405) 521-2342'],,
74820,Lieutenant Governor of Oklahoma,Matt Pinnell,['(405) 521-2161'],,
74820,OK Commissioner of Labor,Leslie Osborn,['(405) 521-6100'],['labor.info@labor.ok.gov'],
74820,OK State Auditor and Inspector,Cindy Byrd,['(405) 521-3495'],['auditor@sai.ok.gov'],
74820,OK State Treasurer,Randy McDaniel,['(405) 521-3191'],,
74820,OK Attorney General,Mike Hunter,['(405) 521-3921'],,
74820,OK Corporation Commissioner,Todd Hiett,['(405) 521-2211'],['ContactToddHiett@occ.ok.gov'],
74820,OK Superintendent of Public Instruction,Bob Anthony,['(405) 521-2211'],['Bob.Anthony@occ.ok.gov'],
74820,OK Commissioner of Insurance,Dana Murphy,['(405) 521-2211'],['ContactDanaMurphy@occ.ok.gov'],
73533,Governor of Oklahoma,Kevin Stitt,['(405) 521-2342'],,
73533,Lieutenant Governor of Oklahoma,Matt Pinnell,['(405) 521-2161'],,
73533,OK Commissioner of Labor,Leslie Osborn,['(405) 521-6100'],['labor.info@labor.ok.gov'],
73533,OK State Auditor and Inspector,Cindy Byrd,['(405) 521-3495'],['auditor@sai.ok.gov'],
73533,OK State Treasurer,Randy McDaniel,['(405) 521-3191'],,
73533,OK Attorney General,Mike Hunter,['(405) 521-3921'],,
73533,OK Corporation Commissioner,Todd Hiett,['(405) 521-2211'],['ContactToddHiett@occ.ok.gov'],
73533,OK Superintendent of Public Instruction,Bob Anthony,['(405) 521-2211'],['Bob.Anthony@occ.ok.gov'],
73533,OK Commissioner of Insurance,Dana Murphy,['(405) 521-2211'],['ContactDanaMurphy@occ.ok.gov'],
