zipcode,office,official,phones,emails,website
88101,NM State Land Commissioner,David K. Thomson,['(505) 827-4860'],['nmsupremecourtclerk@nmcourts.gov'],
88101,NM State Auditor,C. Shannon Bacon,['(505) 827-4860'],['nmsupremecourtclerk@nmcourts.gov'],
88101,NM Secretary of State,Barbara J. Vigil,['(505) 827-4860'],['nmsupremecourtclerk@nmcourts.gov'],
88101,NM State Treasurer,Hector Balderas,['(844) 255-9210'],,
88310,Governor of New Mexico,Michelle Lujan Grisham,['(505) 476-2200'],,
88310,Lieutenant Governor of New Mexico,Howie Morales,['(505) 476-2250'],,
88310,NM Supreme Court Justice,Michael E. Vigil,['(505) 827-4860'],['nmsupremecourtclerk@nmcourts.gov'],
88310,NM Attorney General,Judith Nakamura,['(505) 827-4860'],['nmsupremecourtclerk@nmcourts.gov'],
88310,NM State Land Commissioner,David K. Thomson,['(505) 827-4860'],['nmsupremecourtclerk@nmcourts.gov'],
88310,NM State Auditor,C. Shannon Bacon,['(505) 827-4860'],['nmsupremecourtclerk@nmcourts.gov'],
88310,NM Secretary of State,Barbara J. Vigil,['(505) 827-4860'],['nmsupremecourtclerk@nmcourts.gov'],
88310,NM State Treasurer,Hector Balderas,['(844) 255-9210'],,
87109,Governor of New Mexico,Michelle Lujan Grisham,['(505) 476-2200'],,
87109,Lieutenant Governor of New Mexico,Howie Morales,['(505) 476-2250'],,
87109,NM Supreme Court Justice,Michael E. Vigil,['(505) 827-4860'],['nmsupremecourtclerk@nmcourts.gov'],
87109,NM Attorney General,Judith Nakamura,['(505) 827-4860'],['nmsupremecourtclerk@nmcourts.gov'],
87109,NM State Land Commissioner,David K. Thomson,['(505) 827-4860'],['nmsupremecourtclerk@nmcourts.gov'],
87109,NM State Auditor,C. Shannon Bacon,['(505) 827-4860'],['nmsupremecourtclerk@nmcourts.gov'],
87109,NM Secretary of State,Barbara J. Vigil,['(505) 827-4860'],['nmsupremecourtclerk@nmcourts.gov'],
87109,NM State Treasurer,Hector Balderas,['(844) 255-9210'],,
87109,Albuquerque Mayor,Stephanie Garcia Richard,['(505) 827-5760'],['slo-info@slo.state.nm.us'],
87110,Governor of New Mexico,Michelle Lujan Grisham,['(505) 476-2200'],,
87110,Lieutenant Governor of New Mexico,Howie Morales,['(505) 476-2250'],,
87110,NM Supreme Court Justice,Michael E. Vigil,['(505) 827-4860'],['nmsupremecourtclerk@nmcourts.gov'],
87110,NM Attorney General,Judith Nakamura,['(505) 827-4860'],['nmsupremecourtclerk@nmcourts.gov'],
87110,NM State Land Commissioner,David K. Thomson,['(505) 827-4860'],['nmsupremecourtclerk@nmcourts.gov'],
87110,NM State Auditor,C. Shannon Bacon,['(505) 827-4860'],['nmsupremecourtclerk@nmcourts.gov'],
87110,NM Secretary of State,Barbara J. Vigil,['(505) 827-4860'],['nmsupremecourtclerk@nmcourts.gov'],
87110,NM State Treasurer,Hector Balderas,['(844) 255-9210'],,
87110,Albuquerque Mayor,Stephanie Garcia Richard,['(505) 827-5760'],['slo-info@slo.state.nm.us'],
88001,Governor of New Mexico,Michelle Lujan Grisham,['(505) 476-2200'],,
88001,Lieutenant Governor of New Mexico,Howie Morales,['(505) 476-2250'],,
88001,NM Supreme Court Justice,Michael E. Vigil,['(505) 827-4860'],['nmsupremecourtclerk@nmcourts.gov'],
88001,NM Attorney General,Judith Nakamura,['(505) 827-4860'],['nmsupremecourtclerk@nmcourts.gov'],
88001,NM State Land Commissioner,David K. Thomson,['(505) 827-4860'],['nmsupremecourtclerk@nmcourts.gov'],
88001,NM State Auditor,C. Shannon Bacon,['(505) 827-4860'],['nmsupremecourtclerk@nmcourts.gov'],
88001,NM Secretary of State,Barbara J. Vigil,['(505) 827-4860'],['nmsupremecourtclerk@nmcourts.gov'],
88001,NM State Treasurer,Hector Balderas,['(844) 255-9210'],,
87107,Governor of New Mexico,Michelle Lujan Grisham,['(505) 476-2200'],,
87107,Lieutenant Governor of New Mexico,Howie Morales,['(505) 476-2250'],,
87107,NM Supreme Court Justice,Michael E. Vigil,['(505) 827-4860'],['nmsupremecourtclerk@nmcourts.gov'],
87107,NM Attorney General,Judith Nakamura,['(505) 827-4860'],['nmsupremecourtclerk@nmcourts.gov'],
87107,NM State Land Commissioner,David K. Thomson,['(505) 827-4860'],['nmsupremecourtclerk@nmcourts.gov'],
87107,NM State Auditor,C. Shannon Bacon,['(505) 827-4860'],['nmsupremecourtclerk@nmcourts.gov'],
87107,NM Secretary of State,Barbara J. Vigil,['(505) 827-4860'],['nmsupremecourtclerk@nmcourts.gov'],
87107,NM State Treasurer,Hector Balderas,['(844) 255-9210'],,
