zipcode,office,official,phones,emails,website
54880,WI State Treasurer,Daniel Kelly,['(608) 266-1882'],,
53154,Governor of Wisconsin,Tony Evers,['(608) 266-1212'],['eversinfo@wisconsin.gov'],
53154,Lieutenant Governor of Wisconsin,Mandela Barnes,['(608) 266-3516'],,
53154,WI Superintendent of Public Instruction,Carolyn Stanford Taylor,['(800) 441-4563'],['dpistatesuperintendent@dpi.wi.gov'],
53154,WI Attorney General,Josh Kaul,['(608) 266-1221'],,
53154,WI Supreme Court Justice,Brian Hagedorn,['(608) 266-1885'],,
53154,WI Secretary of State,Annette Kingsland Ziegler,['(608) 266-1881'],,
53154,WI State Treasurer,Daniel Kelly,['(608) 266-1882'],,
53140,Governor of Wisconsin,Tony Evers,['(608) 266-1212'],['eversinfo@wisconsin.gov'],
53140,Lieutenant Governor of Wisconsin,Mandela Barnes,['(608) 266-3516'],,
53140,WI Superintendent of Public Instruction,Carolyn Stanford Taylor,['(800) 441-4563'],['dpistatesuperintendent@dpi.wi.gov'],
53140,WI Attorney General,Josh Kaul,['(608) 266-1221'],,
53140,WI Supreme Court Justice,Brian Hagedorn,['(608) 266-1885'],,
53140,WI Secretary of State,Annette Kingsland Ziegler,['(608) 266-1881'],,
53140,WI State Treasurer,Daniel Kelly,['(608) 266-1882'],,
