zipcode,office,official,phones,emails,website
92054,Governor of California,Gavin Newsom,['(916) 445-2841'],,
92054,Lieutenant Governor of California,Eleni Kounalakis,['(916) 445-8994'],,
92054,CA Supreme Court Justice,Mariano-Florentino Cuéllar,['(415) 865-7000'],,
92054,CA State Superintendent of Public Instruction,Goodwin H. Liu,['(415) 865-7000'],,
92054,CA State Treasurer,Carol A. Corrigan,['(415) 865-7000'],,
92054,CA Attorney General,Tani G. Cantil-Sakauye,['(415) 865-7000'],,
92054,CA State Controller,Joshua P. Groban,['(415) 865-7000'],,
92054,CA Insurance Commissioner,Ming W. Chin,['(415) 865-7000'],,
92054,CA Secretary of State,Leondra R. Kruger,['(415) 865-7000'],,
91331,Governor of California,Gavin Newsom,['(916) 445-2841'],,
91331,Lieutenant Governor of California,Eleni Kounalakis,['(916) 445-8994'],,
91331,CA Supreme Court Justice,Mariano-Florentino Cuéllar,['(415) 865-7000'],,
91331,CA State Superintendent of Public Instruction,Goodwin H. Liu,['(415) 865-7000'],,
91331,CA State Treasurer,Carol A. Corrigan,['(415) 865-7000'],,
91331,CA Attorney General,Tani G. Cantil-Sakauye,['(415) 865-7000'],,
91331,CA State Controller,Joshua P. Groban,['(415) 865-7000'],,
91331,CA Insurance Commissioner,Ming W. Chin,['(415) 865-7000'],,
91331,CA Secretary of State,Leondra R. Kruger,['(415) 865-7000'],,
91331,Los Angeles City Attorney,Tony Thurmond,['(916) 319-0800'],,
91331,Los Angeles City Controller,Fiona Ma,['(916) 653-2995'],,
91331,Los Angeles Mayor,Xavier Becerra,['(916) 445-9555'],,
90280,Governor of California,Gavin Newsom,['(916) 445-2841'],,
90280,Lieutenant Governor of California,Eleni Kounalakis,['(916) 445-8994'],,
90280,CA Supreme Court Justice,Mariano-Florentino Cuéllar,['(415) 865-7000'],,
90280,CA State Superintendent of Public Instruction,Goodwin H. Liu,['(415) 865-7000'],,
90280,CA State Treasurer,Carol A. Corrigan,['(415) 865-7000'],,
90280,CA Attorney General,Tani G. Cantil-Sakauye,['(415) 865-7000'],,
90280,CA State Controller,Joshua P. Groban,['(415) 865-7000'],,
90280,CA Insurance Commissioner,Ming W. Chin,['(415) 865-7000'],,
90280,CA Secretary of State,Leondra R. Kruger,['(415) 865-7000'],,
90250,Governor of California,Gavin Newsom,['(916) 445-2841'],,
90250,Lieutenant Governor of California,Eleni Kounalakis,['(916) 445-8994'],,
90250,CA Supreme Court Justice,Mariano-Florentino Cuéllar,['(415) 865-7000'],,
90250,CA State Superintendent of Public Instruction,Goodwin H. Liu,['(415) 865-7000'],,
90250,CA State Treasurer,Carol A. Corrigan,['(415) 865-7000'],,
90250,CA Attorney General,Tani G. Cantil-Sakauye,['(415) 865-7000'],,
90250,CA State Controller,Joshua P. Groban,['(415) 865-7000'],,
90250,CA Insurance Commissioner,Ming W. Chin,['(415) 865-7000'],,
90250,CA Secretary of State,Leondra R. Kruger,['(415) 865-7000'],,
90805,Governor of California,Gavin Newsom,['(916) 445-2841'],,
90805,Lieutenant Governor of California,Eleni Kounalakis,['(916) 445-8994'],,
90805,CA Supreme Court Justice,Mariano-Florentino Cuéllar,['(415) 865-7000'],,
90805,CA State Superintendent of Public Instruction,Goodwin H. Liu,['(415) 865-7000'],,
90805,CA State Treasurer,Carol A. Corrigan,['(415) 865-7000'],,
90805,CA Attorney General,Tani G. Cantil-Sakauye,['(415) 865-7000'],,
90805,CA State Controller,Joshua P. Groban,['(415) 865-7000'],,
90805,CA Insurance Commissioner,Ming W. Chin,['(415) 865-7000'],,
90805,CA Secretary of State,Leondra R. Kruger,['(415) 865-7000'],,
90805,Long Beach Mayor,Tony Thurmond,['(916) 319-0800'],,
90805,Long Beach City Prosecutor,Fiona Ma,['(916) 653-2995'],,
90805,Long Beach City Attorney,Xavier Becerra,['(916) 445-9555'],,
90805,Long Beach City Auditor,Betty T. Yee,['(916) 445-2636'],,
92704,Governor of California,Gavin Newsom,['(916) 445-2841'],,
92704,Lieutenant Governor of California,Eleni Kounalakis,['(916) 445-8994'],,
92704,CA Supreme Court Justice,Mariano-Florentino Cuéllar,['(415) 865-7000'],,
92704,CA State Superintendent of Public Instruction,Goodwin H. Liu,['(415) 865-7000'],,
92704,CA State Treasurer,Carol A. Corrigan,['(415) 865-7000'],,
92704,CA Attorney General,Tani G. Cantil-Sakauye,['(415) 865-7000'],,
92704,CA State Controller,Joshua P. Groban,['(415) 865-7000'],,
92704,CA Insurance Commissioner,Ming W. Chin,['(415) 865-7000'],,
92704,CA Secretary of State,Leondra R. Kruger,['(415) 865-7000'],,
94509,Governor of California,Gavin Newsom,['(916) 445-2841'],,
94509,Lieutenant Governor of California,Eleni Kounalakis,['(916) 445-8994'],,
94509,CA Supreme Court Justice,Mariano-Florentino Cuéllar,['(415) 865-7000'],,
94509,CA State Superintendent of Public Instruction,Goodwin H. Liu,['(415) 865-7000'],,
94509,CA State Treasurer,Carol A. Corrigan,['(415) 865-7000'],,
94509,CA Attorney General,Tani G. Cantil-Sakauye,['(415) 865-7000'],,
94509,CA State Controller,Joshua P. Groban,['(415) 865-7000'],,
94509,CA Insurance Commissioner,Ming W. Chin,['(415) 865-7000'],,
94509,CA Secretary of State,Leondra R. Kruger,['(415) 865-7000'],,
92683,Governor of California,Gavin Newsom,['(916) 445-2841'],,
92683,Lieutenant Governor of California,Eleni Kounalakis,['(916) 445-8994'],,
92683,CA Supreme Court Justice,Mariano-Florentino Cuéllar,['(415) 865-7000'],,
92683,CA State Superintendent of Public Instruction,Goodwin H. Liu,['(415) 865-7000'],,
92683,CA State Treasurer,Carol A. Corrigan,['(415) 865-7000'],,
92683,CA Attorney General,Tani G. Cantil-Sakauye,['(415) 865-7000'],,
92683,CA State Controller,Joshua P. Groban,['(415) 865-7000'],,
92683,CA Insurance Commissioner,Ming W. Chin,['(415) 865-7000'],,
92683,CA Secretary of State,Leondra R. Kruger,['(415) 865-7000'],,
90044,Governor of California,Gavin Newsom,['(916) 445-2841'],,
90044,Lieutenant Governor of California,Eleni Kounalakis,['(916) 445-8994'],,
90044,CA Supreme Court Justice,Mariano-Florentino Cuéllar,['(415) 865-7000'],,
90044,CA State Superintendent of Public Instruction,Goodwin H. Liu,['(415) 865-7000'],,
90044,CA State Treasurer,Carol A. Corrigan,['(415) 865-7000'],,
90044,CA Attorney General,Tani G. Cantil-Sakauye,['(415) 865-7000'],,
90044,CA State Controller,Joshua P. Groban,['(415) 865-7000'],,
90044,CA Insurance Commissioner,Ming W. Chin,['(415) 865-7000'],,
90044,CA Secretary of State,Leondra R. Kruger,['(415) 865-7000'],,
91744,Governor of California,Gavin Newsom,['(916) 445-2841'],,
91744,Lieutenant Governor of California,Eleni Kounalakis,['(916) 445-8994'],,
91744,CA Supreme Court Justice,Mariano-Florentino Cuéllar,['(415) 865-7000'],,
91744,CA State Superintendent of Public Instruction,Goodwin H. Liu,['(415) 865-7000'],,
91744,CA State Treasurer,Carol A. Corrigan,['(415) 865-7000'],,
91744,CA Attorney General,Tani G. Cantil-Sakauye,['(415) 865-7000'],,
91744,CA State Controller,Joshua P. Groban,['(415) 865-7000'],,
91744,CA Insurance Commissioner,Ming W. Chin,['(415) 865-7000'],,
91744,CA Secretary of State,Leondra R. Kruger,['(415) 865-7000'],,
92335,Governor of California,Gavin Newsom,['(916) 445-2841'],,
92335,Lieutenant Governor of California,Eleni Kounalakis,['(916) 445-8994'],,
92335,CA Supreme Court Justice,Mariano-Florentino Cuéllar,['(415) 865-7000'],,
92335,CA State Superintendent of Public Instruction,Goodwin H. Liu,['(415) 865-7000'],,
92335,CA State Treasurer,Carol A. Corrigan,['(415) 865-7000'],,
92335,CA Attorney General,Tani G. Cantil-Sakauye,['(415) 865-7000'],,
92335,CA State Controller,Joshua P. Groban,['(415) 865-7000'],,
92335,CA Insurance Commissioner,Ming W. Chin,['(415) 865-7000'],,
92335,CA Secretary of State,Leondra R. Kruger,['(415) 865-7000'],,
91342,Governor of California,Gavin Newsom,['(916) 445-2841'],,
91342,Lieutenant Governor of California,Eleni Kounalakis,['(916) 445-8994'],,
91342,CA Supreme Court Justice,Mariano-Florentino Cuéllar,['(415) 865-7000'],,
91342,CA State Superintendent of Public Instruction,Goodwin H. Liu,['(415) 865-7000'],,
91342,CA State Treasurer,Carol A. Corrigan,['(415) 865-7000'],,
91342,CA Attorney General,Tani G. Cantil-Sakauye,['(415) 865-7000'],,
91342,CA State Controller,Joshua P. Groban,['(415) 865-7000'],,
91342,CA Insurance Commissioner,Ming W. Chin,['(415) 865-7000'],,
91342,CA Secretary of State,Leondra R. Kruger,['(415) 865-7000'],,
92804,Governor of California,Gavin Newsom,['(916) 445-2841'],,
92804,Lieutenant Governor of California,Eleni Kounalakis,['(916) 445-8994'],,
92804,CA Supreme Court Justice,Mariano-Florentino Cuéllar,['(415) 865-7000'],,
92804,CA State Superintendent of Public Instruction,Goodwin H. Liu,['(415) 865-7000'],,
92804,CA State Treasurer,Carol A. Corrigan,['(415) 865-7000'],,
92804,CA Attorney General,Tani G. Cantil-Sakauye,['(415) 865-7000'],,
92804,CA State Controller,Joshua P. Groban,['(415) 865-7000'],,
92804,CA Insurance Commissioner,Ming W. Chin,['(415) 865-7000'],,
92804,CA Secretary of State,Leondra R. Kruger,['(415) 865-7000'],,
95076,Governor of California,Gavin Newsom,['(916) 445-2841'],,
95076,Lieutenant Governor of California,Eleni Kounalakis,['(916) 445-8994'],,
95076,CA Supreme Court Justice,Mariano-Florentino Cuéllar,['(415) 865-7000'],,
95076,CA State Superintendent of Public Instruction,Goodwin H. Liu,['(415) 865-7000'],,
95076,CA State Treasurer,Carol A. Corrigan,['(415) 865-7000'],,
95076,CA Attorney General,Tani G. Cantil-Sakauye,['(415) 865-7000'],,
95076,CA State Controller,Joshua P. Groban,['(415) 865-7000'],,
95076,CA Insurance Commissioner,Ming W. Chin,['(415) 865-7000'],,
95076,CA Secretary of State,Leondra R. Kruger,['(415) 865-7000'],,
93030,Governor of California,Gavin Newsom,['(916) 445-2841'],,
93030,Lieutenant Governor of California,Eleni Kounalakis,['(916) 445-8994'],,
93030,CA Supreme Court Justice,Mariano-Florentino Cuéllar,['(415) 865-7000'],,
93030,CA State Superintendent of Public Instruction,Goodwin H. Liu,['(415) 865-7000'],,
93030,CA State Treasurer,Carol A. Corrigan,['(415) 865-7000'],,
93030,CA Attorney General,Tani G. Cantil-Sakauye,['(415) 865-7000'],,
93030,CA State Controller,Joshua P. Groban,['(415) 865-7000'],,
93030,CA Insurance Commissioner,Ming W. Chin,['(415) 865-7000'],,
93030,CA Secretary of State,Leondra R. Kruger,['(415) 865-7000'],,
94565,Governor of California,Gavin Newsom,['(916) 445-2841'],,
94565,Lieutenant Governor of California,Eleni Kounalakis,['(916) 445-8994'],,
94565,CA Supreme Court Justice,Mariano-Florentino Cuéllar,['(415) 865-7000'],,
94565,CA State Superintendent of Public Instruction,Goodwin H. Liu,['(415) 865-7000'],,
94565,CA State Treasurer,Carol A. Corrigan,['(415) 865-7000'],,
94565,CA Attorney General,Tani G. Cantil-Sakauye,['(415) 865-7000'],,
94565,CA State Controller,Joshua P. Groban,['(415) 865-7000'],,
94565,CA Insurance Commissioner,Ming W. Chin,['(415) 865-7000'],,
94565,CA Secretary of State,Leondra R. Kruger,['(415) 865-7000'],,
90255,Governor of California,Gavin Newsom,['(916) 445-2841'],,
90255,Lieutenant Governor of California,Eleni Kounalakis,['(916) 445-8994'],,
90255,CA Supreme Court Justice,Mariano-Florentino Cuéllar,['(415) 865-7000'],,
90255,CA State Superintendent of Public Instruction,Goodwin H. Liu,['(415) 865-7000'],,
90255,CA State Treasurer,Carol A. Corrigan,['(415) 865-7000'],,
90255,CA Attorney General,Tani G. Cantil-Sakauye,['(415) 865-7000'],,
90255,CA State Controller,Joshua P. Groban,['(415) 865-7000'],,
90255,CA Insurance Commissioner,Ming W. Chin,['(415) 865-7000'],,
90255,CA Secretary of State,Leondra R. Kruger,['(415) 865-7000'],,
93033,Governor of California,Gavin Newsom,['(916) 445-2841'],,
93033,Lieutenant Governor of California,Eleni Kounalakis,['(916) 445-8994'],,
93033,CA Supreme Court Justice,Mariano-Florentino Cuéllar,['(415) 865-7000'],,
93033,CA State Superintendent of Public Instruction,Goodwin H. Liu,['(415) 865-7000'],,
93033,CA State Treasurer,Carol A. Corrigan,['(415) 865-7000'],,
93033,CA Attorney General,Tani G. Cantil-Sakauye,['(415) 865-7000'],,
93033,CA State Controller,Joshua P. Groban,['(415) 865-7000'],,
93033,CA Insurance Commissioner,Ming W. Chin,['(415) 865-7000'],,
93033,CA Secretary of State,Leondra R. Kruger,['(415) 865-7000'],,
94533,Governor of California,Gavin Newsom,['(916) 445-2841'],,
94533,Lieutenant Governor of California,Eleni Kounalakis,['(916) 445-8994'],,
94533,CA Supreme Court Justice,Mariano-Florentino Cuéllar,['(415) 865-7000'],,
94533,CA State Superintendent of Public Instruction,Goodwin H. Liu,['(415) 865-7000'],,
94533,CA State Treasurer,Carol A. Corrigan,['(415) 865-7000'],,
94533,CA Attorney General,Tani G. Cantil-Sakauye,['(415) 865-7000'],,
94533,CA State Controller,Joshua P. Groban,['(415) 865-7000'],,
94533,CA Insurance Commissioner,Ming W. Chin,['(415) 865-7000'],,
94533,CA Secretary of State,Leondra R. Kruger,['(415) 865-7000'],,
91706,Governor of California,Gavin Newsom,['(916) 445-2841'],,
91706,Lieutenant Governor of California,Eleni Kounalakis,['(916) 445-8994'],,
91706,CA Supreme Court Justice,Mariano-Florentino Cuéllar,['(415) 865-7000'],,
91706,CA State Superintendent of Public Instruction,Goodwin H. Liu,['(415) 865-7000'],,
91706,CA State Treasurer,Carol A. Corrigan,['(415) 865-7000'],,
91706,CA Attorney General,Tani G. Cantil-Sakauye,['(415) 865-7000'],,
91706,CA State Controller,Joshua P. Groban,['(415) 865-7000'],,
91706,CA Insurance Commissioner,Ming W. Chin,['(415) 865-7000'],,
91706,CA Secretary of State,Leondra R. Kruger,['(415) 865-7000'],,
94550,Governor of California,Gavin Newsom,['(916) 445-2841'],,
94550,Lieutenant Governor of California,Eleni Kounalakis,['(916) 445-8994'],,
94550,CA Supreme Court Justice,Mariano-Florentino Cuéllar,['(415) 865-7000'],,
94550,CA State Superintendent of Public Instruction,Goodwin H. Liu,['(415) 865-7000'],,
94550,CA State Treasurer,Carol A. Corrigan,['(415) 865-7000'],,
94550,CA Attorney General,Tani G. Cantil-Sakauye,['(415) 865-7000'],,
94550,CA State Controller,Joshua P. Groban,['(415) 865-7000'],,
94550,CA Insurance Commissioner,Ming W. Chin,['(415) 865-7000'],,
94550,CA Secretary of State,Leondra R. Kruger,['(415) 865-7000'],,
92376,Governor of California,Gavin Newsom,['(916) 445-2841'],,
92376,Lieutenant Governor of California,Eleni Kounalakis,['(916) 445-8994'],,
92376,CA Supreme Court Justice,Mariano-Florentino Cuéllar,['(415) 865-7000'],,
92376,CA State Superintendent of Public Instruction,Goodwin H. Liu,['(415) 865-7000'],,
92376,CA State Treasurer,Carol A. Corrigan,['(415) 865-7000'],,
92376,CA Attorney General,Tani G. Cantil-Sakauye,['(415) 865-7000'],,
92376,CA State Controller,Joshua P. Groban,['(415) 865-7000'],,
92376,CA Insurance Commissioner,Ming W. Chin,['(415) 865-7000'],,
92376,CA Secretary of State,Leondra R. Kruger,['(415) 865-7000'],,
91710,Governor of California,Gavin Newsom,['(916) 445-2841'],,
91710,Lieutenant Governor of California,Eleni Kounalakis,['(916) 445-8994'],,
91710,CA Supreme Court Justice,Mariano-Florentino Cuéllar,['(415) 865-7000'],,
91710,CA State Superintendent of Public Instruction,Goodwin H. Liu,['(415) 865-7000'],,
91710,CA State Treasurer,Carol A. Corrigan,['(415) 865-7000'],,
91710,CA Attorney General,Tani G. Cantil-Sakauye,['(415) 865-7000'],,
91710,CA State Controller,Joshua P. Groban,['(415) 865-7000'],,
91710,CA Insurance Commissioner,Ming W. Chin,['(415) 865-7000'],,
91710,CA Secretary of State,Leondra R. Kruger,['(415) 865-7000'],,
94110,Governor of California,Gavin Newsom,['(916) 445-2841'],,
94110,Lieutenant Governor of California,Eleni Kounalakis,['(916) 445-8994'],,
94110,CA Supreme Court Justice,Mariano-Florentino Cuéllar,['(415) 865-7000'],,
94110,CA State Superintendent of Public Instruction,Goodwin H. Liu,['(415) 865-7000'],,
94110,CA State Treasurer,Carol A. Corrigan,['(415) 865-7000'],,
94110,CA Attorney General,Tani G. Cantil-Sakauye,['(415) 865-7000'],,
94110,CA State Controller,Joshua P. Groban,['(415) 865-7000'],,
94110,CA Insurance Commissioner,Ming W. Chin,['(415) 865-7000'],,
94110,CA Secretary of State,Leondra R. Kruger,['(415) 865-7000'],,
92126,Governor of California,Gavin Newsom,['(916) 445-2841'],,
92126,Lieutenant Governor of California,Eleni Kounalakis,['(916) 445-8994'],,
92126,CA Supreme Court Justice,Mariano-Florentino Cuéllar,['(415) 865-7000'],,
92126,CA State Superintendent of Public Instruction,Goodwin H. Liu,['(415) 865-7000'],,
92126,CA State Treasurer,Carol A. Corrigan,['(415) 865-7000'],,
92126,CA Attorney General,Tani G. Cantil-Sakauye,['(415) 865-7000'],,
92126,CA State Controller,Joshua P. Groban,['(415) 865-7000'],,
92126,CA Insurance Commissioner,Ming W. Chin,['(415) 865-7000'],,
92126,CA Secretary of State,Leondra R. Kruger,['(415) 865-7000'],,
92126,San Diego Mayor,Tony Thurmond,['(916) 319-0800'],,
92126,San Diego City Attorney,Fiona Ma,['(916) 653-2995'],,
91910,Governor of California,Gavin Newsom,['(916) 445-2841'],,
91910,Lieutenant Governor of California,Eleni Kounalakis,['(916) 445-8994'],,
91910,CA Supreme Court Justice,Mariano-Florentino Cuéllar,['(415) 865-7000'],,
91910,CA State Superintendent of Public Instruction,Goodwin H. Liu,['(415) 865-7000'],,
91910,CA State Treasurer,Carol A. Corrigan,['(415) 865-7000'],,
91910,CA Attorney General,Tani G. Cantil-Sakauye,['(415) 865-7000'],,
91910,CA State Controller,Joshua P. Groban,['(415) 865-7000'],,
91910,CA Insurance Commissioner,Ming W. Chin,['(415) 865-7000'],,
91910,CA Secretary of State,Leondra R. Kruger,['(415) 865-7000'],,
90026,Governor of California,Gavin Newsom,['(916) 445-2841'],,
90026,Lieutenant Governor of California,Eleni Kounalakis,['(916) 445-8994'],,
90026,CA Supreme Court Justice,Mariano-Florentino Cuéllar,['(415) 865-7000'],,
90026,CA State Superintendent of Public Instruction,Goodwin H. Liu,['(415) 865-7000'],,
90026,CA State Treasurer,Carol A. Corrigan,['(415) 865-7000'],,
90026,CA Attorney General,Tani G. Cantil-Sakauye,['(415) 865-7000'],,
90026,CA State Controller,Joshua P. Groban,['(415) 865-7000'],,
90026,CA Insurance Commissioner,Ming W. Chin,['(415) 865-7000'],,
90026,CA Secretary of State,Leondra R. Kruger,['(415) 865-7000'],,
90026,Los Angeles City Attorney,Tony Thurmond,['(916) 319-0800'],,
90026,Los Angeles City Controller,Fiona Ma,['(916) 653-2995'],,
90026,Los Angeles Mayor,Xavier Becerra,['(916) 445-9555'],,
94112,Governor of California,Gavin Newsom,['(916) 445-2841'],,
94112,Lieutenant Governor of California,Eleni Kounalakis,['(916) 445-8994'],,
94112,CA Supreme Court Justice,Mariano-Florentino Cuéllar,['(415) 865-7000'],,
94112,CA State Superintendent of Public Instruction,Goodwin H. Liu,['(415) 865-7000'],,
94112,CA State Treasurer,Carol A. Corrigan,['(415) 865-7000'],,
94112,CA Attorney General,Tani G. Cantil-Sakauye,['(415) 865-7000'],,
94112,CA State Controller,Joshua P. Groban,['(415) 865-7000'],,
94112,CA Insurance Commissioner,Ming W. Chin,['(415) 865-7000'],,
94112,CA Secretary of State,Leondra R. Kruger,['(415) 865-7000'],,
92105,Governor of California,Gavin Newsom,['(916) 445-2841'],,
92105,Lieutenant Governor of California,Eleni Kounalakis,['(916) 445-8994'],,
92105,CA Supreme Court Justice,Mariano-Florentino Cuéllar,['(415) 865-7000'],,
92105,CA State Superintendent of Public Instruction,Goodwin H. Liu,['(415) 865-7000'],,
92105,CA State Treasurer,Carol A. Corrigan,['(415) 865-7000'],,
92105,CA Attorney General,Tani G. Cantil-Sakauye,['(415) 865-7000'],,
92105,CA State Controller,Joshua P. Groban,['(415) 865-7000'],,
92105,CA Insurance Commissioner,Ming W. Chin,['(415) 865-7000'],,
92105,CA Secretary of State,Leondra R. Kruger,['(415) 865-7000'],,
92105,San Diego Mayor,Tony Thurmond,['(916) 319-0800'],,
92105,San Diego City Attorney,Fiona Ma,['(916) 653-2995'],,
94544,Governor of California,Gavin Newsom,['(916) 445-2841'],,
94544,Lieutenant Governor of California,Eleni Kounalakis,['(916) 445-8994'],,
94544,CA Supreme Court Justice,Mariano-Florentino Cuéllar,['(415) 865-7000'],,
94544,CA State Superintendent of Public Instruction,Goodwin H. Liu,['(415) 865-7000'],,
94544,CA State Treasurer,Carol A. Corrigan,['(415) 865-7000'],,
94544,CA Attorney General,Tani G. Cantil-Sakauye,['(415) 865-7000'],,
94544,CA State Controller,Joshua P. Groban,['(415) 865-7000'],,
94544,CA Insurance Commissioner,Ming W. Chin,['(415) 865-7000'],,
94544,CA Secretary of State,Leondra R. Kruger,['(415) 865-7000'],,
90706,Governor of California,Gavin Newsom,['(916) 445-2841'],,
90706,Lieutenant Governor of California,Eleni Kounalakis,['(916) 445-8994'],,
90706,CA Supreme Court Justice,Mariano-Florentino Cuéllar,['(415) 865-7000'],,
90706,CA State Superintendent of Public Instruction,Goodwin H. Liu,['(415) 865-7000'],,
90706,CA State Treasurer,Carol A. Corrigan,['(415) 865-7000'],,
90706,CA Attorney General,Tani G. Cantil-Sakauye,['(415) 865-7000'],,
90706,CA State Controller,Joshua P. Groban,['(415) 865-7000'],,
90706,CA Insurance Commissioner,Ming W. Chin,['(415) 865-7000'],,
90706,CA Secretary of State,Leondra R. Kruger,['(415) 865-7000'],,
92805,Governor of California,Gavin Newsom,['(916) 445-2841'],,
92805,Lieutenant Governor of California,Eleni Kounalakis,['(916) 445-8994'],,
92805,CA Supreme Court Justice,Mariano-Florentino Cuéllar,['(415) 865-7000'],,
92805,CA State Superintendent of Public Instruction,Goodwin H. Liu,['(415) 865-7000'],,
92805,CA State Treasurer,Carol A. Corrigan,['(415) 865-7000'],,
92805,CA Attorney General,Tani G. Cantil-Sakauye,['(415) 865-7000'],,
92805,CA State Controller,Joshua P. Groban,['(415) 865-7000'],,
92805,CA Insurance Commissioner,Ming W. Chin,['(415) 865-7000'],,
92805,CA Secretary of State,Leondra R. Kruger,['(415) 865-7000'],,
92805,Anaheim Mayor,Tony Thurmond,['(916) 319-0800'],,
95051,Governor of California,Gavin Newsom,['(916) 445-2841'],,
95051,Lieutenant Governor of California,Eleni Kounalakis,['(916) 445-8994'],,
95051,CA Supreme Court Justice,Mariano-Florentino Cuéllar,['(415) 865-7000'],,
95051,CA State Superintendent of Public Instruction,Goodwin H. Liu,['(415) 865-7000'],,
95051,CA State Treasurer,Carol A. Corrigan,['(415) 865-7000'],,
95051,CA Attorney General,Tani G. Cantil-Sakauye,['(415) 865-7000'],,
95051,CA State Controller,Joshua P. Groban,['(415) 865-7000'],,
95051,CA Insurance Commissioner,Ming W. Chin,['(415) 865-7000'],,
95051,CA Secretary of State,Leondra R. Kruger,['(415) 865-7000'],,
92069,Governor of California,Gavin Newsom,['(916) 445-2841'],,
92069,Lieutenant Governor of California,Eleni Kounalakis,['(916) 445-8994'],,
92069,CA Supreme Court Justice,Mariano-Florentino Cuéllar,['(415) 865-7000'],,
92069,CA State Superintendent of Public Instruction,Goodwin H. Liu,['(415) 865-7000'],,
92069,CA State Treasurer,Carol A. Corrigan,['(415) 865-7000'],,
92069,CA Attorney General,Tani G. Cantil-Sakauye,['(415) 865-7000'],,
92069,CA State Controller,Joshua P. Groban,['(415) 865-7000'],,
92069,CA Insurance Commissioner,Ming W. Chin,['(415) 865-7000'],,
92069,CA Secretary of State,Leondra R. Kruger,['(415) 865-7000'],,
95112,Governor of California,Gavin Newsom,['(916) 445-2841'],,
95112,Lieutenant Governor of California,Eleni Kounalakis,['(916) 445-8994'],,
95112,CA Supreme Court Justice,Mariano-Florentino Cuéllar,['(415) 865-7000'],,
95112,CA State Superintendent of Public Instruction,Goodwin H. Liu,['(415) 865-7000'],,
95112,CA State Treasurer,Carol A. Corrigan,['(415) 865-7000'],,
95112,CA Attorney General,Tani G. Cantil-Sakauye,['(415) 865-7000'],,
95112,CA State Controller,Joshua P. Groban,['(415) 865-7000'],,
95112,CA Insurance Commissioner,Ming W. Chin,['(415) 865-7000'],,
95112,CA Secretary of State,Leondra R. Kruger,['(415) 865-7000'],,
95112,San Jose Mayor,Tony Thurmond,['(916) 319-0800'],,
92324,Governor of California,Gavin Newsom,['(916) 445-2841'],,
92324,Lieutenant Governor of California,Eleni Kounalakis,['(916) 445-8994'],,
92324,CA Supreme Court Justice,Mariano-Florentino Cuéllar,['(415) 865-7000'],,
92324,CA State Superintendent of Public Instruction,Goodwin H. Liu,['(415) 865-7000'],,
92324,CA State Treasurer,Carol A. Corrigan,['(415) 865-7000'],,
92324,CA Attorney General,Tani G. Cantil-Sakauye,['(415) 865-7000'],,
92324,CA State Controller,Joshua P. Groban,['(415) 865-7000'],,
92324,CA Insurance Commissioner,Ming W. Chin,['(415) 865-7000'],,
92324,CA Secretary of State,Leondra R. Kruger,['(415) 865-7000'],,
91730,Governor of California,Gavin Newsom,['(916) 445-2841'],,
91730,Lieutenant Governor of California,Eleni Kounalakis,['(916) 445-8994'],,
