zipcode,office,official,phones,emails,website
60647,Chicago Mayor,Lori Lightfoot,['(312) 744-5000'],['letterforthemayor@cityofchicago.org'],
60618,Governor of Illinois,J.B. Pritzker,['(217) 782-6830'],,
60618,Lieutenant Governor of Illinois,Juliana Stratton,['(217) 558-3085'],['LtGovStratton@illinois.gov'],
60618,IL Secretary of State,Jesse White,['(800) 252-8980'],,
60618,IL State Comptroller,Susana A. Mendoza,['(217) 782-6000'],,
60618,IL Attorney General,Kwame Raoul,['(217) 782-1090'],,
60618,IL State Treasurer,Michael W. Frerichs,['(866) 458-7327'],,
60618,Chicago City Treasurer,Melissa Conyears-Ervin,['(312) 744-3356'],['city.treasurer@cityofchicago.org'],
60618,Chicago City Clerk,Anna M. Valencia,['(312) 742-5375'],['cityclerk@cityofchicago.org'],
60618,Chicago Mayor,Lori Lightfoot,['(312) 744-5000'],['letterforthemayor@cityofchicago.org'],
60617,Governor of Illinois,J.B. Pritzker,['(217) 782-6830'],,
60617,Lieutenant Governor of Illinois,Juliana Stratton,['(217) 558-3085'],['LtGovStratton@illinois.gov'],
60617,IL Secretary of State,Jesse White,['(800) 252-8980'],,
60617,IL State Comptroller,Susana A. Mendoza,['(217) 782-6000'],,
60617,IL Attorney General,Kwame Raoul,['(217) 782-1090'],,
60617,IL State Treasurer,Michael W. Frerichs,['(866) 458-7327'],,
60617,Chicago City Treasurer,Melissa Conyears-Ervin,['(312) 744-3356'],['city.treasurer@cityofchicago.org'],
60617,Chicago City Clerk,Anna M. Valencia,['(312) 742-5375'],['cityclerk@cityofchicago.org'],
60617,Chicago Mayor,Lori Lightfoot,['(312) 744-5000'],['letterforthemayor@cityofchicago.org'],
60639,Governor of Illinois,J.B. Pritzker,['(217) 782-6830'],,
60639,Lieutenant Governor of Illinois,Juliana Stratton,['(217) 558-3085'],['LtGovStratton@illinois.gov'],
60639,IL Secretary of State,Jesse White,['(800) 252-8980'],,
60639,IL State Comptroller,Susana A. Mendoza,['(217) 782-6000'],,
60639,IL Attorney General,Kwame Raoul,['(217) 782-1090'],,
60639,IL State Treasurer,Michael W. Frerichs,['(866) 458-7327'],,
60639,Chicago City Treasurer,Melissa Conyears-Ervin,['(312) 744-3356'],['city.treasurer@cityofchicago.org'],
60639,Chicago City Clerk,Anna M. Valencia,['(312) 742-5375'],['cityclerk@cityofchicago.org'],
60639,Chicago Mayor,Lori Lightfoot,['(312) 744-5000'],['letterforthemayor@cityofchicago.org'],
60608,Governor of Illinois,J.B. Pritzker,['(217) 782-6830'],,
60608,Lieutenant Governor of Illinois,Juliana Stratton,['(217) 558-3085'],['LtGovStratton@illinois.gov'],
60608,IL Secretary of State,Jesse White,['(800) 252-8980'],,
60608,IL State Comptroller,Susana A. Mendoza,['(217) 782-6000'],,
60608,IL Attorney General,Kwame Raoul,['(217) 782-1090'],,
60608,IL State Treasurer,Michael W. Frerichs,['(866) 458-7327'],,
60608,Chicago City Treasurer,Melissa Conyears-Ervin,['(312) 744-3356'],['city.treasurer@cityofchicago.org'],
60608,Chicago City Clerk,Anna M. Valencia,['(312) 742-5375'],['cityclerk@cityofchicago.org'],
60608,Chicago Mayor,Lori Lightfoot,['(312) 744-5000'],['letterforthemayor@cityofchicago.org'],
60625,Governor of Illinois,J.B. Pritzker,['(217) 782-6830'],,
60625,Lieutenant Governor of Illinois,Juliana Stratton,['(217) 558-3085'],['LtGovStratton@illinois.gov'],
60625,IL Secretary of State,Jesse White,['(800) 252-8980'],,
60625,IL State Comptroller,Susana A. Mendoza,['(217) 782-6000'],,
60625,IL Attorney General,Kwame Raoul,['(217) 782-1090'],,
60625,IL State Treasurer,Michael W. Frerichs,['(866) 458-7327'],,
60625,Chicago City Treasurer,Melissa Conyears-Ervin,['(312) 744-3356'],['city.treasurer@cityofchicago.org'],
60625,Chicago City Clerk,Anna M. Valencia,['(312) 742-5375'],['cityclerk@cityofchicago.org'],
60625,Chicago Mayor,Lori Lightfoot,['(312) 744-5000'],['letterforthemayor@cityofchicago.org'],
60628,Governor of Illinois,J.B. Pritzker,['(217) 782-6830'],,
60628,Lieutenant Governor of Illinois,Juliana Stratton,['(217) 558-3085'],['LtGovStratton@illinois.gov'],
60628,IL Secretary of State,Jesse White,['(800) 252-8980'],,
60628,IL State Comptroller,Susana A. Mendoza,['(217) 782-6000'],,
60628,IL Attorney General,Kwame Raoul,['(217) 782-1090'],,
60628,IL State Treasurer,Michael W. Frerichs,['(866) 458-7327'],,
60628,Chicago City Treasurer,Melissa Conyears-Ervin,['(312) 744-3356'],['city.treasurer@cityofchicago.org'],
60628,Chicago City Clerk,Anna M. Valencia,['(312) 742-5375'],['cityclerk@cityofchicago.org'],
60628,Chicago Mayor,Lori Lightfoot,['(312) 744-5000'],['letterforthemayor@cityofchicago.org'],
60632,Governor of Illinois,J.B. Pritzker,['(217) 782-6830'],,
60632,Lieutenant Governor of Illinois,Juliana Stratton,['(217) 558-3085'],['LtGovStratton@illinois.gov'],
60632,IL Secretary of State,Jesse White,['(800) 252-8980'],,
60632,IL State Comptroller,Susana A. Mendoza,['(217) 782-6000'],,
60632,IL Attorney General,Kwame Raoul,['(217) 782-1090'],,
60632,IL State Treasurer,Michael W. Frerichs,['(866) 458-7327'],,
60804,Governor of Illinois,J.B. Pritzker,['(217) 782-6830'],,
60804,Lieutenant Governor of Illinois,Juliana Stratton,['(217) 558-3085'],['LtGovStratton@illinois.gov'],
60804,IL Secretary of State,Jesse White,['(800) 252-8980'],,
60804,IL State Comptroller,Susana A. Mendoza,['(217) 782-6000'],,
60804,IL Attorney General,Kwame Raoul,['(217) 782-1090'],,
60804,IL State Treasurer,Michael W. Frerichs,['(866) 458-7327'],,
60620,Governor of Illinois,J.B. Pritzker,['(217) 782-6830'],,
60620,Lieutenant Governor of Illinois,Juliana Stratton,['(217) 558-3085'],['LtGovStratton@illinois.gov'],
60620,IL Secretary of State,Jesse White,['(800) 252-8980'],,
60620,IL State Comptroller,Susana A. Mendoza,['(217) 782-6000'],,
60620,IL Attorney General,Kwame Raoul,['(217) 782-1090'],,
60620,IL State Treasurer,Michael W. Frerichs,['(866) 458-7327'],,
60609,Governor of Illinois,J.B. Pritzker,['(217) 782-6830'],,
60609,Lieutenant Governor of Illinois,Juliana Stratton,['(217) 558-3085'],['LtGovStratton@illinois.gov'],
60609,IL Secretary of State,Jesse White,['(800) 252-8980'],,
60609,IL State Comptroller,Susana A. Mendoza,['(217) 782-6000'],,
60609,IL Attorney General,Kwame Raoul,['(217) 782-1090'],,
60609,IL State Treasurer,Michael W. Frerichs,['(866) 458-7327'],,
60609,Chicago City Treasurer,Melissa Conyears-Ervin,['(312) 744-3356'],['city.treasurer@cityofchicago.org'],
60609,Chicago City Clerk,Anna M. Valencia,['(312) 742-5375'],['cityclerk@cityofchicago.org'],
60609,Chicago Mayor,Lori Lightfoot,['(312) 744-5000'],['letterforthemayor@cityofchicago.org'],
60651,Governor of Illinois,J.B. Pritzker,['(217) 782-6830'],,
60651,Lieutenant Governor of Illinois,Juliana Stratton,['(217) 558-3085'],['LtGovStratton@illinois.gov'],
60651,IL Secretary of State,Jesse White,['(800) 252-8980'],,
60651,IL State Comptroller,Susana A. Mendoza,['(217) 782-6000'],,
60651,IL Attorney General,Kwame Raoul,['(217) 782-1090'],,
60651,IL State Treasurer,Michael W. Frerichs,['(866) 458-7327'],,
60651,Chicago City Treasurer,Melissa Conyears-Ervin,['(312) 744-3356'],['city.treasurer@cityofchicago.org'],
60651,Chicago City Clerk,Anna M. Valencia,['(312) 742-5375'],['cityclerk@cityofchicago.org'],
60651,Chicago Mayor,Lori Lightfoot,['(312) 744-5000'],['letterforthemayor@cityofchicago.org'],
60622,Governor of Illinois,J.B. Pritzker,['(217) 782-6830'],,
60622,Lieutenant Governor of Illinois,Juliana Stratton,['(217) 558-3085'],['LtGovStratton@illinois.gov'],
60622,IL Secretary of State,Jesse White,['(800) 252-8980'],,
60622,IL State Comptroller,Susana A. Mendoza,['(217) 782-6000'],,
60622,IL Attorney General,Kwame Raoul,['(217) 782-1090'],,
60622,IL State Treasurer,Michael W. Frerichs,['(866) 458-7327'],,
60622,Chicago City Treasurer,Melissa Conyears-Ervin,['(312) 744-3356'],['city.treasurer@cityofchicago.org'],
60622,Chicago City Clerk,Anna M. Valencia,['(312) 742-5375'],['cityclerk@cityofchicago.org'],
60622,Chicago Mayor,Lori Lightfoot,['(312) 744-5000'],['letterforthemayor@cityofchicago.org'],
60103,Governor of Illinois,J.B. Pritzker,['(217) 782-6830'],,
60103,Lieutenant Governor of Illinois,Juliana Stratton,['(217) 558-3085'],['LtGovStratton@illinois.gov'],
60103,IL Secretary of State,Jesse White,['(800) 252-8980'],,
60103,IL State Comptroller,Susana A. Mendoza,['(217) 782-6000'],,
60103,IL Attorney General,Kwame Raoul,['(217) 782-1090'],,
60103,IL State Treasurer,Michael W. Frerichs,['(866) 458-7327'],,
60619,Governor of Illinois,J.B. Pritzker,['(217) 782-6830'],,
60619,Lieutenant Governor of Illinois,Juliana Stratton,['(217) 558-3085'],['LtGovStratton@illinois.gov'],
60619,IL Secretary of State,Jesse White,['(800) 252-8980'],,
60619,IL State Comptroller,Susana A. Mendoza,['(217) 782-6000'],,
60619,IL Attorney General,Kwame Raoul,['(217) 782-1090'],,
60619,IL State Treasurer,Michael W. Frerichs,['(866) 458-7327'],,
60619,Chicago City Treasurer,Melissa Conyears-Ervin,['(312) 744-3356'],['city.treasurer@cityofchicago.org'],
60619,Chicago City Clerk,Anna M. Valencia,['(312) 742-5375'],['cityclerk@cityofchicago.org'],
60619,Chicago Mayor,Lori Lightfoot,['(312) 744-5000'],['letterforthemayor@cityofchicago.org'],
60634,Governor of Illinois,J.B. Pritzker,['(217) 782-6830'],,
60634,Lieutenant Governor of Illinois,Juliana Stratton,['(217) 558-3085'],['LtGovStratton@illinois.gov'],
60634,IL Secretary of State,Jesse White,['(800) 252-8980'],,
60634,IL State Comptroller,Susana A. Mendoza,['(217) 782-6000'],,
60634,IL Attorney General,Kwame Raoul,['(217) 782-1090'],,
60634,IL State Treasurer,Michael W. Frerichs,['(866) 458-7327'],,
60640,Governor of Illinois,J.B. Pritzker,['(217) 782-6830'],,
60640,Lieutenant Governor of Illinois,Juliana Stratton,['(217) 558-3085'],['LtGovStratton@illinois.gov'],
60640,IL Secretary of State,Jesse White,['(800) 252-8980'],,
60640,IL State Comptroller,Susana A. Mendoza,['(217) 782-6000'],,
60640,IL Attorney General,Kwame Raoul,['(217) 782-1090'],,
60640,IL State Treasurer,Michael W. Frerichs,['(866) 458-7327'],,
60641,Governor of Illinois,J.B. Pritzker,['(217) 782-6830'],,
60641,Lieutenant Governor of Illinois,Juliana Stratton,['(217) 558-3085'],['LtGovStratton@illinois.gov'],
60641,IL Secretary of State,Jesse White,['(800) 252-8980'],,
60641,IL State Comptroller,Susana A. Mendoza,['(217) 782-6000'],,
60641,IL Attorney General,Kwame Raoul,['(217) 782-1090'],,
60641,IL State Treasurer,Michael W. Frerichs,['(866) 458-7327'],,
60641,Chicago City Treasurer,Melissa Conyears-Ervin,['(312) 744-3356'],['city.treasurer@cityofchicago.org'],
60641,Chicago City Clerk,Anna M. Valencia,['(312) 742-5375'],['cityclerk@cityofchicago.org'],
60641,Chicago Mayor,Lori Lightfoot,['(312) 744-5000'],['letterforthemayor@cityofchicago.org'],
60004,Governor of Illinois,J.B. Pritzker,['(217) 782-6830'],,
60004,Lieutenant Governor of Illinois,Juliana Stratton,['(217) 558-3085'],['LtGovStratton@illinois.gov'],
60004,IL Secretary of State,Jesse White,['(800) 252-8980'],,
60004,IL State Comptroller,Susana A. Mendoza,['(217) 782-6000'],,
60004,IL Attorney General,Kwame Raoul,['(217) 782-1090'],,
60004,IL State Treasurer,Michael W. Frerichs,['(866) 458-7327'],,
60643,Governor of Illinois,J.B. Pritzker,['(217) 782-6830'],,
60643,Lieutenant Governor of Illinois,Juliana Stratton,['(217) 558-3085'],['LtGovStratton@illinois.gov'],
60643,IL Secretary of State,Jesse White,['(800) 252-8980'],,
60643,IL State Comptroller,Susana A. Mendoza,['(217) 782-6000'],,
60643,IL Attorney General,Kwame Raoul,['(217) 782-1090'],,
60643,IL State Treasurer,Michael W. Frerichs,['(866) 458-7327'],,
60643,Chicago City Treasurer,Melissa Conyears-Ervin,['(312) 744-3356'],['city.treasurer@cityofchicago.org'],
60643,Chicago City Clerk,Anna M. Valencia,['(312) 742-5375'],['cityclerk@cityofchicago.org'],
60643,Chicago Mayor,Lori Lightfoot,['(312) 744-5000'],['letterforthemayor@cityofchicago.org'],
62301,Governor of Illinois,J.B. Pritzker,['(217) 782-6830'],,
62301,Lieutenant Governor of Illinois,Juliana Stratton,['(217) 558-3085'],['LtGovStratton@illinois.gov'],
62301,IL Secretary of State,Jesse White,['(800) 252-8980'],,
62301,IL State Comptroller,Susana A. Mendoza,['(217) 782-6000'],,
62301,IL Attorney General,Kwame Raoul,['(217) 782-1090'],,
62301,IL State Treasurer,Michael W. Frerichs,['(866) 458-7327'],,
60636,Governor of Illinois,J.B. Pritzker,['(217) 782-6830'],,
60636,Lieutenant Governor of Illinois,Juliana Stratton,['(217) 558-3085'],['LtGovStratton@illinois.gov'],
60636,IL Secretary of State,Jesse White,['(800) 252-8980'],,
60636,IL State Comptroller,Susana A. Mendoza,['(217) 782-6000'],,
60636,IL Attorney General,Kwame Raoul,['(217) 782-1090'],,
60636,IL State Treasurer,Michael W. Frerichs,['(866) 458-7327'],,
60636,Chicago City Treasurer,Melissa Conyears-Ervin,['(312) 744-3356'],['city.treasurer@cityofchicago.org'],
60636,Chicago City Clerk,Anna M. Valencia,['(312) 742-5375'],['cityclerk@cityofchicago.org'],
60636,Chicago Mayor,Lori Lightfoot,['(312) 744-5000'],['letterforthemayor@cityofchicago.org'],
60506,Governor of Illinois,J.B. Pritzker,['(217) 782-6830'],,
60506,Lieutenant Governor of Illinois,Juliana Stratton,['(217) 558-3085'],['LtGovStratton@illinois.gov'],
60506,IL Secretary of State,Jesse White,['(800) 252-8980'],,
60506,IL State Comptroller,Susana A. Mendoza,['(217) 782-6000'],,
60506,IL Attorney General,Kwame Raoul,['(217) 782-1090'],,
60506,IL State Treasurer,Michael W. Frerichs,['(866) 458-7327'],,
60067,Governor of Illinois,J.B. Pritzker,['(217) 782-6830'],,
60067,Lieutenant Governor of Illinois,Juliana Stratton,['(217) 558-3085'],['LtGovStratton@illinois.gov'],
60067,IL Secretary of State,Jesse White,['(800) 252-8980'],,
60067,IL State Comptroller,Susana A. Mendoza,['(217) 782-6000'],,
60067,IL Attorney General,Kwame Raoul,['(217) 782-1090'],,
60067,IL State Treasurer,Michael W. Frerichs,['(866) 458-7327'],,
60613,Governor of Illinois,J.B. Pritzker,['(217) 782-6830'],,
60613,Lieutenant Governor of Illinois,Juliana Stratton,['(217) 558-3085'],['LtGovStratton@illinois.gov'],
60613,IL Secretary of State,Jesse White,['(800) 252-8980'],,
60613,IL State Comptroller,Susana A. Mendoza,['(217) 782-6000'],,
60613,IL Attorney General,Kwame Raoul,['(217) 782-1090'],,
60613,IL State Treasurer,Michael W. Frerichs,['(866) 458-7327'],,
60148,Governor of Illinois,J.B. Pritzker,['(217) 782-6830'],,
60148,Lieutenant Governor of Illinois,Juliana Stratton,['(217) 558-3085'],['LtGovStratton@illinois.gov'],
60148,IL Secretary of State,Jesse White,['(800) 252-8980'],,
60148,IL State Comptroller,Susana A. Mendoza,['(217) 782-6000'],,
60148,IL Attorney General,Kwame Raoul,['(217) 782-1090'],,
60148,IL State Treasurer,Michael W. Frerichs,['(866) 458-7327'],,
60624,Governor of Illinois,J.B. Pritzker,['(217) 782-6830'],,
60624,Lieutenant Governor of Illinois,Juliana Stratton,['(217) 558-3085'],['LtGovStratton@illinois.gov'],
60624,IL Secretary of State,Jesse White,['(800) 252-8980'],,
60624,IL State Comptroller,Susana A. Mendoza,['(217) 782-6000'],,
60624,IL Attorney General,Kwame Raoul,['(217) 782-1090'],,
60624,IL State Treasurer,Michael W. Frerichs,['(866) 458-7327'],,
60624,Chicago City Treasurer,Melissa Conyears-Ervin,['(312) 744-3356'],['city.treasurer@cityofchicago.org'],
60624,Chicago City Clerk,Anna M. Valencia,['(312) 742-5375'],['cityclerk@cityofchicago.org'],
60624,Chicago Mayor,Lori Lightfoot,['(312) 744-5000'],['letterforthemayor@cityofchicago.org'],
60126,Governor of Illinois,J.B. Pritzker,['(217) 782-6830'],,
60126,Lieutenant Governor of Illinois,Juliana Stratton,['(217) 558-3085'],['LtGovStratton@illinois.gov'],
60126,IL Secretary of State,Jesse White,['(800) 252-8980'],,
60126,IL State Comptroller,Susana A. Mendoza,['(217) 782-6000'],,
60126,IL Attorney General,Kwame Raoul,['(217) 782-1090'],,
60126,IL State Treasurer,Michael W. Frerichs,['(866) 458-7327'],,
61761,Governor of Illinois,J.B. Pritzker,['(217) 782-6830'],,
61761,Lieutenant Governor of Illinois,Juliana Stratton,['(217) 558-3085'],['LtGovStratton@illinois.gov'],
61761,IL Secretary of State,Jesse White,['(800) 252-8980'],,
61761,IL State Comptroller,Susana A. Mendoza,['(217) 782-6000'],,
61761,IL Attorney General,Kwame Raoul,['(217) 782-1090'],,
61761,IL State Treasurer,Michael W. Frerichs,['(866) 458-7327'],,
60615,Governor of Illinois,J.B. Pritzker,['(217) 782-6830'],,
60615,Lieutenant Governor of Illinois,Juliana Stratton,['(217) 558-3085'],['LtGovStratton@illinois.gov'],
60615,IL Secretary of State,Jesse White,['(800) 252-8980'],,
60615,IL State Comptroller,Susana A. Mendoza,['(217) 782-6000'],,
60615,IL Attorney General,Kwame Raoul,['(217) 782-1090'],,
60615,IL State Treasurer,Michael W. Frerichs,['(866) 458-7327'],,
60194,Governor of Illinois,J.B. Pritzker,['(217) 782-6830'],,
60194,Lieutenant Governor of Illinois,Juliana Stratton,['(217) 558-3085'],['LtGovStratton@illinois.gov'],
60194,IL Secretary of State,Jesse White,['(800) 252-8980'],,
60194,IL State Comptroller,Susana A. Mendoza,['(217) 782-6000'],,
60194,IL Attorney General,Kwame Raoul,['(217) 782-1090'],,
60194,IL State Treasurer,Michael W. Frerichs,['(866) 458-7327'],,
62704,Governor of Illinois,J.B. Pritzker,['(217) 782-6830'],,
62704,Lieutenant Governor of Illinois,Juliana Stratton,['(217) 558-3085'],['LtGovStratton@illinois.gov'],
62704,IL Secretary of State,Jesse White,['(800) 252-8980'],,
62704,IL State Comptroller,Susana A. Mendoza,['(217) 782-6000'],,
62704,IL Attorney General,Kwame Raoul,['(217) 782-1090'],,
62704,IL State Treasurer,Michael W. Frerichs,['(866) 458-7327'],,
60193,Governor of Illinois,J.B. Pritzker,['(217) 782-6830'],,
60193,Lieutenant Governor of Illinois,Juliana Stratton,['(217) 558-3085'],['LtGovStratton@illinois.gov'],
60193,IL Secretary of State,Jesse White,['(800) 252-8980'],,
60193,IL State Comptroller,Susana A. Mendoza,['(217) 782-6000'],,
60193,IL Attorney General,Kwame Raoul,['(217) 782-1090'],,
60193,IL State Treasurer,Michael W. Frerichs,['(866) 458-7327'],,
60462,Governor of Illinois,J.B. Pritzker,['(217) 782-6830'],,
60462,Lieutenant Governor of Illinois,Juliana Stratton,['(217) 558-3085'],['LtGovStratton@illinois.gov'],
60462,IL Secretary of State,Jesse White,['(800) 252-8980'],,
60462,IL State Comptroller,Susana A. Mendoza,['(217) 782-6000'],,
60462,IL Attorney General,Kwame Raoul,['(217) 782-1090'],,
60462,IL State Treasurer,Michael W. Frerichs,['(866) 458-7327'],,
60101,Governor of Illinois,J.B. Pritzker,['(217) 782-6830'],,
60101,Lieutenant Governor of Illinois,Juliana Stratton,['(217) 558-3085'],['LtGovStratton@illinois.gov'],
60101,IL Secretary of State,Jesse White,['(800) 252-8980'],,
60101,IL State Comptroller,Susana A. Mendoza,['(217) 782-6000'],,
60101,IL Attorney General,Kwame Raoul,['(217) 782-1090'],,
60101,IL State Treasurer,Michael W. Frerichs,['(866) 458-7327'],,
60137,Governor of Illinois,J.B. Pritzker,['(217) 782-6830'],,
60137,Lieutenant Governor of Illinois,Juliana Stratton,['(217) 558-3085'],['LtGovStratton@illinois.gov'],
60137,IL Secretary of State,Jesse White,['(800) 252-8980'],,
60137,IL State Comptroller,Susana A. Mendoza,['(217) 782-6000'],,
60137,IL Attorney General,Kwame Raoul,['(217) 782-1090'],,
60137,IL State Treasurer,Michael W. Frerichs,['(866) 458-7327'],,
60612,Governor of Illinois,J.B. Pritzker,['(217) 782-6830'],,
60612,Lieutenant Governor of Illinois,Juliana Stratton,['(217) 558-3085'],['LtGovStratton@illinois.gov'],
60612,IL Secretary of State,Jesse White,['(800) 252-8980'],,
60612,IL State Comptroller,Susana A. Mendoza,['(217) 782-6000'],,
60612,IL Attorney General,Kwame Raoul,['(217) 782-1090'],,
60612,IL State Treasurer,Michael W. Frerichs,['(866) 458-7327'],,
60612,Chicago City Treasurer,Melissa Conyears-Ervin,['(312) 744-3356'],['city.treasurer@cityofchicago.org'],
60612,Chicago City Clerk,Anna M. Valencia,['(312) 742-5375'],['cityclerk@cityofchicago.org'],
60612,Chicago Mayor,Lori Lightfoot,['(312) 744-5000'],['letterforthemayor@cityofchicago.org'],
60031,Governor of Illinois,J.B. Pritzker,['(217) 782-6830'],,
60031,Lieutenant Governor of Illinois,Juliana Stratton,['(217) 558-3085'],['LtGovStratton@illinois.gov'],
60031,IL Secretary of State,Jesse White,['(800) 252-8980'],,
60031,IL State Comptroller,Susana A. Mendoza,['(217) 782-6000'],,
60031,IL Attorney General,Kwame Raoul,['(217) 782-1090'],,
60031,IL State Treasurer,Michael W. Frerichs,['(866) 458-7327'],,
60007,Governor of Illinois,J.B. Pritzker,['(217) 782-6830'],,
60007,Lieutenant Governor of Illinois,Juliana Stratton,['(217) 558-3085'],['LtGovStratton@illinois.gov'],
60007,IL Secretary of State,Jesse White,['(800) 252-8980'],,
60007,IL State Comptroller,Susana A. Mendoza,['(217) 782-6000'],,
60007,IL Attorney General,Kwame Raoul,['(217) 782-1090'],,
60007,IL State Treasurer,Michael W. Frerichs,['(866) 458-7327'],,
60185,Governor of Illinois,J.B. Pritzker,['(217) 782-6830'],,
60185,Lieutenant Governor of Illinois,Juliana Stratton,['(217) 558-3085'],['LtGovStratton@illinois.gov'],
60185,IL Secretary of State,Jesse White,['(800) 252-8980'],,
60185,IL State Comptroller,Susana A. Mendoza,['(217) 782-6000'],,
60185,IL Attorney General,Kwame Raoul,['(217) 782-1090'],,
60185,IL State Treasurer,Michael W. Frerichs,['(866) 458-7327'],,
61032,Governor of Illinois,J.B. Pritzker,['(217) 782-6830'],,
61032,Lieutenant Governor of Illinois,Juliana Stratton,['(217) 558-3085'],['LtGovStratton@illinois.gov'],
61032,IL Secretary of State,Jesse White,['(800) 252-8980'],,
61032,IL State Comptroller,Susana A. Mendoza,['(217) 782-6000'],,
61032,IL Attorney General,Kwame Raoul,['(217) 782-1090'],,
61032,IL State Treasurer,Michael W. Frerichs,['(866) 458-7327'],,
60302,Governor of Illinois,J.B. Pritzker,['(217) 782-6830'],,
60302,Lieutenant Governor of Illinois,Juliana Stratton,['(217) 558-3085'],['LtGovStratton@illinois.gov'],
60302,IL Secretary of State,Jesse White,['(800) 252-8980'],,
60302,IL State Comptroller,Susana A. Mendoza,['(217) 782-6000'],,
60302,IL Attorney General,Kwame Raoul,['(217) 782-1090'],,
60302,IL State Treasurer,Michael W. Frerichs,['(866) 458-7327'],,
60714,Governor of Illinois,J.B. Pritzker,['(217) 782-6830'],,
60714,Lieutenant Governor of Illinois,Juliana Stratton,['(217) 558-3085'],['LtGovStratton@illinois.gov'],
60714,IL Secretary of State,Jesse White,['(800) 252-8980'],,
60714,IL State Comptroller,Susana A. Mendoza,['(217) 782-6000'],,
60714,IL Attorney General,Kwame Raoul,['(217) 782-1090'],,
60714,IL State Treasurer,Michael W. Frerichs,['(866) 458-7327'],,
60516,Governor of Illinois,J.B. Pritzker,['(217) 782-6830'],,
60516,Lieutenant Governor of Illinois,Juliana Stratton,['(217) 558-3085'],['LtGovStratton@illinois.gov'],
60516,IL Secretary of State,Jesse White,['(800) 252-8980'],,
60516,IL State Comptroller,Susana A. Mendoza,['(217) 782-6000'],,
60516,IL Attorney General,Kwame Raoul,['(217) 782-1090'],,
60516,IL State Treasurer,Michael W. Frerichs,['(866) 458-7327'],,
60655,Governor of Illinois,J.B. Pritzker,['(217) 782-6830'],,
60655,Lieutenant Governor of Illinois,Juliana Stratton,['(217) 558-3085'],['LtGovStratton@illinois.gov'],
60655,IL Secretary of State,Jesse White,['(800) 252-8980'],,
60655,IL State Comptroller,Susana A. Mendoza,['(217) 782-6000'],,
60655,IL Attorney General,Kwame Raoul,['(217) 782-1090'],,
60655,IL State Treasurer,Michael W. Frerichs,['(866) 458-7327'],,
60438,Governor of Illinois,J.B. Pritzker,['(217) 782-6830'],,
60438,Lieutenant Governor of Illinois,Juliana Stratton,['(217) 558-3085'],['LtGovStratton@illinois.gov'],
60438,IL Secretary of State,Jesse White,['(800) 252-8980'],,
60438,IL State Comptroller,Susana A. Mendoza,['(217) 782-6000'],,
60438,IL Attorney General,Kwame Raoul,['(217) 782-1090'],,
60438,IL State Treasurer,Michael W. Frerichs,['(866) 458-7327'],,
60631,Governor of Illinois,J.B. Pritzker,['(217) 782-6830'],,
60631,Lieutenant Governor of Illinois,Juliana Stratton,['(217) 558-3085'],['LtGovStratton@illinois.gov'],
60631,IL Secretary of State,Jesse White,['(800) 252-8980'],,
60631,IL State Comptroller,Susana A. Mendoza,['(217) 782-6000'],,
60631,IL Attorney General,Kwame Raoul,['(217) 782-1090'],,
60631,IL State Treasurer,Michael W. Frerichs,['(866) 458-7327'],,
60048,Governor of Illinois,J.B. Pritzker,['(217) 782-6830'],,
