zipcode,office,official,phones,emails,website
21236,MD State Comptroller,Peter Franchot,['(410) 260-7980'],['mdcomptroller@comp.state.md.us'],
21236,MD Attorney General,Brian E. Frosh,['(410) 576-6300'],['oag@oag.state.md.us'],
20910,Governor of Maryland,Larry Hogan,['(410) 974-3901'],,
20910,Lieutenant Governor of Maryland,Boyd Rutherford,['(410) 974-3901'],,
20910,MD State Comptroller,Peter Franchot,['(410) 260-7980'],['mdcomptroller@comp.state.md.us'],
20910,MD Attorney General,Brian E. Frosh,['(410) 576-6300'],['oag@oag.state.md.us'],
20772,Governor of Maryland,Larry Hogan,['(410) 974-3901'],,
20772,Lieutenant Governor of Maryland,Boyd Rutherford,['(410) 974-3901'],,
20772,MD State Comptroller,Peter Franchot,['(410) 260-7980'],['mdcomptroller@comp.state.md.us'],
20772,MD Attorney General,Brian E. Frosh,['(410) 576-6300'],['oag@oag.state.md.us'],
21212,Governor of Maryland,Larry Hogan,['(410) 974-3901'],,
21212,Lieutenant Governor of Maryland,Boyd Rutherford,['(410) 974-3901'],,
21212,MD State Comptroller,Peter Franchot,['(410) 260-7980'],['mdcomptroller@comp.state.md.us'],
21212,MD Attorney General,Brian E. Frosh,['(410) 576-6300'],['oag@oag.state.md.us'],
20817,Governor of Maryland,Larry Hogan,['(410) 974-3901'],,
20817,Lieutenant Governor of Maryland,Boyd Rutherford,['(410) 974-3901'],,
20817,MD State Comptroller,Peter Franchot,['(410) 260-7980'],['mdcomptroller@comp.state.md.us'],
20817,MD Attorney General,Brian E. Frosh,['(410) 576-6300'],['oag@oag.state.md.us'],
21784,Governor of Maryland,Larry Hogan,['(410) 974-3901'],,
21784,Lieutenant Governor of Maryland,Boyd Rutherford,['(410) 974-3901'],,
21784,MD State Comptroller,Peter Franchot,['(410) 260-7980'],['mdcomptroller@comp.state.md.us'],
21784,MD Attorney General,Brian E. Frosh,['(410) 576-6300'],['oag@oag.state.md.us'],
20852,Governor of Maryland,Larry Hogan,['(410) 974-3901'],,
20852,Lieutenant Governor of Maryland,Boyd Rutherford,['(410) 974-3901'],,
20852,MD State Comptroller,Peter Franchot,['(410) 260-7980'],['mdcomptroller@comp.state.md.us'],
20852,MD Attorney General,Brian E. Frosh,['(410) 576-6300'],['oag@oag.state.md.us'],
21157,Governor of Maryland,Larry Hogan,['(410) 974-3901'],,
21157,Lieutenant Governor of Maryland,Boyd Rutherford,['(410) 974-3901'],,
21157,MD State Comptroller,Peter Franchot,['(410) 260-7980'],['mdcomptroller@comp.state.md.us'],
21157,MD Attorney General,Brian E. Frosh,['(410) 576-6300'],['oag@oag.state.md.us'],
20774,Governor of Maryland,Larry Hogan,['(410) 974-3901'],,
20774,Lieutenant Governor of Maryland,Boyd Rutherford,['(410) 974-3901'],,
20774,MD State Comptroller,Peter Franchot,['(410) 260-7980'],['mdcomptroller@comp.state.md.us'],
20774,MD Attorney General,Brian E. Frosh,['(410) 576-6300'],['oag@oag.state.md.us'],
20735,Governor of Maryland,Larry Hogan,['(410) 974-3901'],,
20735,Lieutenant Governor of Maryland,Boyd Rutherford,['(410) 974-3901'],,
20735,MD State Comptroller,Peter Franchot,['(410) 260-7980'],['mdcomptroller@comp.state.md.us'],
20735,MD Attorney General,Brian E. Frosh,['(410) 576-6300'],['oag@oag.state.md.us'],
20886,Governor of Maryland,Larry Hogan,['(410) 974-3901'],,
20886,Lieutenant Governor of Maryland,Boyd Rutherford,['(410) 974-3901'],,
20886,MD State Comptroller,Peter Franchot,['(410) 260-7980'],['mdcomptroller@comp.state.md.us'],
20886,MD Attorney General,Brian E. Frosh,['(410) 576-6300'],['oag@oag.state.md.us'],
20740,Governor of Maryland,Larry Hogan,['(410) 974-3901'],,
20740,Lieutenant Governor of Maryland,Boyd Rutherford,['(410) 974-3901'],,
20740,MD State Comptroller,Peter Franchot,['(410) 260-7980'],['mdcomptroller@comp.state.md.us'],
20740,MD Attorney General,Brian E. Frosh,['(410) 576-6300'],['oag@oag.state.md.us'],
21223,Governor of Maryland,Larry Hogan,['(410) 974-3901'],,
21223,Lieutenant Governor of Maryland,Boyd Rutherford,['(410) 974-3901'],,
21223,MD State Comptroller,Peter Franchot,['(410) 260-7980'],['mdcomptroller@comp.state.md.us'],
21223,MD Attorney General,Brian E. Frosh,['(410) 576-6300'],['oag@oag.state.md.us'],
21223,Baltimore City Comptroller,Joan M. Pratt,['(410) 396-4755'],,
21223,Baltimore City Council President,Brandon M. Scott,['(410) 396-4804'],['CouncilPresident@baltimorecity.gov'],
21223,Baltimore City Sheriff,John W. Anderson,['(410) 396-1155'],['john.anderson@baltimorecity.gov'],
21223,Baltimore Mayor,"Bernard C. ""Jack"" Young",['(410) 396-3835'],['mayor@baltimorecity.gov'],
21223,Baltimore City Register Of Wills,Belinda K. Conaway,['(410) 752-5131'],,
21223,Baltimore City Clerk of Court,Marilyn Bentley,['(410) 333-3733'],,
21223,Baltimore City State's Attorney,Marilyn J. Mosby,['(443) 984-6000'],['mail@stattorney.org'],
21702,Governor of Maryland,Larry Hogan,['(410) 974-3901'],,
21702,Lieutenant Governor of Maryland,Boyd Rutherford,['(410) 974-3901'],,
21702,MD State Comptroller,Peter Franchot,['(410) 260-7980'],['mdcomptroller@comp.state.md.us'],
21702,MD Attorney General,Brian E. Frosh,['(410) 576-6300'],['oag@oag.state.md.us'],
21239,Governor of Maryland,Larry Hogan,['(410) 974-3901'],,
21239,Lieutenant Governor of Maryland,Boyd Rutherford,['(410) 974-3901'],,
21239,MD State Comptroller,Peter Franchot,['(410) 260-7980'],['mdcomptroller@comp.state.md.us'],
21239,MD Attorney General,Brian E. Frosh,['(410) 576-6300'],['oag@oag.state.md.us'],
20782,Governor of Maryland,Larry Hogan,['(410) 974-3901'],,
20782,Lieutenant Governor of Maryland,Boyd Rutherford,['(410) 974-3901'],,
20782,MD State Comptroller,Peter Franchot,['(410) 260-7980'],['mdcomptroller@comp.state.md.us'],
20782,MD Attorney General,Brian E. Frosh,['(410) 576-6300'],['oag@oag.state.md.us'],
21801,Governor of Maryland,Larry Hogan,['(410) 974-3901'],,
21801,Lieutenant Governor of Maryland,Boyd Rutherford,['(410) 974-3901'],,
21801,MD State Comptroller,Peter Franchot,['(410) 260-7980'],['mdcomptroller@comp.state.md.us'],
21801,MD Attorney General,Brian E. Frosh,['(410) 576-6300'],['oag@oag.state.md.us'],
21060,Governor of Maryland,Larry Hogan,['(410) 974-3901'],,
21060,Lieutenant Governor of Maryland,Boyd Rutherford,['(410) 974-3901'],,
21060,MD State Comptroller,Peter Franchot,['(410) 260-7980'],['mdcomptroller@comp.state.md.us'],
21060,MD Attorney General,Brian E. Frosh,['(410) 576-6300'],['oag@oag.state.md.us'],
20784,Governor of Maryland,Larry Hogan,['(410) 974-3901'],,
20784,Lieutenant Governor of Maryland,Boyd Rutherford,['(410) 974-3901'],,
20784,MD State Comptroller,Peter Franchot,['(410) 260-7980'],['mdcomptroller@comp.state.md.us'],
20784,MD Attorney General,Brian E. Frosh,['(410) 576-6300'],['oag@oag.state.md.us'],
