zipcode,office,official,phones,emails,website
49341,MI State Board of Education Member,Elizabeth T. Clement,['(517) 373-0120'],,
49341,MI Attorney General,Stephen J. Markman,['(517) 373-0120'],,
49341,MI Secretary of State,David F. Viviano,['(517) 373-0120'],,
48503,Governor of Michigan,Gretchen Whitmer,['(517) 373-3400'],,
48503,Lieutenant Governor of Michigan,Garlin Gilchrist II,['(517) 373-3400'],,
48503,MI Supreme Court Justice,Richard Bernstein,['(517) 373-0120'],,
48503,MI State Board of Education Member,Elizabeth T. Clement,['(517) 373-0120'],,
48503,MI Attorney General,Stephen J. Markman,['(517) 373-0120'],,
48503,MI Secretary of State,David F. Viviano,['(517) 373-0120'],,
48708,Governor of Michigan,Gretchen Whitmer,['(517) 373-3400'],,
48708,Lieutenant Governor of Michigan,Garlin Gilchrist II,['(517) 373-3400'],,
48708,MI Supreme Court Justice,Richard Bernstein,['(517) 373-0120'],,
48708,MI State Board of Education Member,Elizabeth T. Clement,['(517) 373-0120'],,
48708,MI Attorney General,Stephen J. Markman,['(517) 373-0120'],,
48708,MI Secretary of State,David F. Viviano,['(517) 373-0120'],,
49686,Governor of Michigan,Gretchen Whitmer,['(517) 373-3400'],,
49686,Lieutenant Governor of Michigan,Garlin Gilchrist II,['(517) 373-3400'],,
49686,MI Supreme Court Justice,Richard Bernstein,['(517) 373-0120'],,
49686,MI State Board of Education Member,Elizabeth T. Clement,['(517) 373-0120'],,
49686,MI Attorney General,Stephen J. Markman,['(517) 373-0120'],,
49686,MI Secretary of State,David F. Viviano,['(517) 373-0120'],,
