zipcode,office,official,phones,emails,website
27410,Governor of North Carolina,Roy Cooper,['(919) 814-2000'],['roy.cooper@nc.gov'],
27410,Lieutenant Governor of North Carolina,Dan Forest,['(919) 814-3680'],['lt.gov@nc.gov'],
27410,NC State Auditor,Beth A. Wood,['(919) 807-7500'],['Beth_Wood@ncauditor.net'],
27410,NC Supreme Court Chief Justice,Cheri Beasley,['(919) 831-5716'],,
27410,NC Commissioner of Labor,Cherie Berry,['(800) 625-2267'],,
27410,NC Secretary of State,Elaine F. Marshall,['(919) 814-5400'],['corpinfo@sosnc.gov'],
27410,NC Attorney General,Josh Stein,['(919) 716-6400'],,
27410,NC Superintendent of Public Instruction,Mark Johnson,['(919) 807-3430'],['mark.johnson@dpi.nc.gov'],
27410,NC Insurance Commissioner,Mike Causey,['(855) 408-1212'],,
27410,NC Commissioner of Agriculture,Steve Troxler,['(919) 707-3021'],,
27410,NC Supreme Court Associate Justice,Mark Davis,['(919) 831-5700'],,
27410,NC State Treasurer,Robin Hudson,['(919) 831-5717'],,
27511,Governor of North Carolina,Roy Cooper,['(919) 814-2000'],['roy.cooper@nc.gov'],
27511,Lieutenant Governor of North Carolina,Dan Forest,['(919) 814-3680'],['lt.gov@nc.gov'],
27511,NC State Auditor,Beth A. Wood,['(919) 807-7500'],['Beth_Wood@ncauditor.net'],
27511,NC Supreme Court Chief Justice,Cheri Beasley,['(919) 831-5716'],,
27511,NC Commissioner of Labor,Cherie Berry,['(800) 625-2267'],,
27511,NC Secretary of State,Elaine F. Marshall,['(919) 814-5400'],['corpinfo@sosnc.gov'],
27511,NC Attorney General,Josh Stein,['(919) 716-6400'],,
27511,NC Superintendent of Public Instruction,Mark Johnson,['(919) 807-3430'],['mark.johnson@dpi.nc.gov'],
27511,NC Insurance Commissioner,Mike Causey,['(855) 408-1212'],,
27511,NC Commissioner of Agriculture,Steve Troxler,['(919) 707-3021'],,
27511,NC Supreme Court Associate Justice,Mark Davis,['(919) 831-5700'],,
27511,NC State Treasurer,Robin Hudson,['(919) 831-5717'],,
28540,Governor of North Carolina,Roy Cooper,['(919) 814-2000'],['roy.cooper@nc.gov'],
28540,Lieutenant Governor of North Carolina,Dan Forest,['(919) 814-3680'],['lt.gov@nc.gov'],
28540,NC State Auditor,Beth A. Wood,['(919) 807-7500'],['Beth_Wood@ncauditor.net'],
28540,NC Supreme Court Chief Justice,Cheri Beasley,['(919) 831-5716'],,
28540,NC Commissioner of Labor,Cherie Berry,['(800) 625-2267'],,
28540,NC Secretary of State,Elaine F. Marshall,['(919) 814-5400'],['corpinfo@sosnc.gov'],
28540,NC Attorney General,Josh Stein,['(919) 716-6400'],,
28540,NC Superintendent of Public Instruction,Mark Johnson,['(919) 807-3430'],['mark.johnson@dpi.nc.gov'],
28540,NC Insurance Commissioner,Mike Causey,['(855) 408-1212'],,
28540,NC Commissioner of Agriculture,Steve Troxler,['(919) 707-3021'],,
28540,NC Supreme Court Associate Justice,Mark Davis,['(919) 831-5700'],,
28540,NC State Treasurer,Robin Hudson,['(919) 831-5717'],,
27858,Governor of North Carolina,Roy Cooper,['(919) 814-2000'],['roy.cooper@nc.gov'],
27858,Lieutenant Governor of North Carolina,Dan Forest,['(919) 814-3680'],['lt.gov@nc.gov'],
27858,NC State Auditor,Beth A. Wood,['(919) 807-7500'],['Beth_Wood@ncauditor.net'],
27858,NC Supreme Court Chief Justice,Cheri Beasley,['(919) 831-5716'],,
27858,NC Commissioner of Labor,Cherie Berry,['(800) 625-2267'],,
27858,NC Secretary of State,Elaine F. Marshall,['(919) 814-5400'],['corpinfo@sosnc.gov'],
27858,NC Attorney General,Josh Stein,['(919) 716-6400'],,
27858,NC Superintendent of Public Instruction,Mark Johnson,['(919) 807-3430'],['mark.johnson@dpi.nc.gov'],
27858,NC Insurance Commissioner,Mike Causey,['(855) 408-1212'],,
27858,NC Commissioner of Agriculture,Steve Troxler,['(919) 707-3021'],,
27858,NC Supreme Court Associate Justice,Mark Davis,['(919) 831-5700'],,
27858,NC State Treasurer,Robin Hudson,['(919) 831-5717'],,
27360,Governor of North Carolina,Roy Cooper,['(919) 814-2000'],['roy.cooper@nc.gov'],
27360,Lieutenant Governor of North Carolina,Dan Forest,['(919) 814-3680'],['lt.gov@nc.gov'],
27360,NC State Auditor,Beth A. Wood,['(919) 807-7500'],['Beth_Wood@ncauditor.net'],
27360,NC Supreme Court Chief Justice,Cheri Beasley,['(919) 831-5716'],,
27360,NC Commissioner of Labor,Cherie Berry,['(800) 625-2267'],,
27360,NC Secretary of State,Elaine F. Marshall,['(919) 814-5400'],['corpinfo@sosnc.gov'],
27360,NC Attorney General,Josh Stein,['(919) 716-6400'],,
27360,NC Superintendent of Public Instruction,Mark Johnson,['(919) 807-3430'],['mark.johnson@dpi.nc.gov'],
27360,NC Insurance Commissioner,Mike Causey,['(855) 408-1212'],,
27360,NC Commissioner of Agriculture,Steve Troxler,['(919) 707-3021'],,
27360,NC Supreme Court Associate Justice,Mark Davis,['(919) 831-5700'],,
27360,NC State Treasurer,Robin Hudson,['(919) 831-5717'],,
27284,Governor of North Carolina,Roy Cooper,['(919) 814-2000'],['roy.cooper@nc.gov'],
27284,Lieutenant Governor of North Carolina,Dan Forest,['(919) 814-3680'],['lt.gov@nc.gov'],
27284,NC State Auditor,Beth A. Wood,['(919) 807-7500'],['Beth_Wood@ncauditor.net'],
27284,NC Supreme Court Chief Justice,Cheri Beasley,['(919) 831-5716'],,
27284,NC Commissioner of Labor,Cherie Berry,['(800) 625-2267'],,
27284,NC Secretary of State,Elaine F. Marshall,['(919) 814-5400'],['corpinfo@sosnc.gov'],
27284,NC Attorney General,Josh Stein,['(919) 716-6400'],,
27284,NC Superintendent of Public Instruction,Mark Johnson,['(919) 807-3430'],['mark.johnson@dpi.nc.gov'],
27284,NC Insurance Commissioner,Mike Causey,['(855) 408-1212'],,
27284,NC Commissioner of Agriculture,Steve Troxler,['(919) 707-3021'],,
27284,NC Supreme Court Associate Justice,Mark Davis,['(919) 831-5700'],,
27284,NC State Treasurer,Robin Hudson,['(919) 831-5717'],,
28025,Governor of North Carolina,Roy Cooper,['(919) 814-2000'],['roy.cooper@nc.gov'],
28025,Lieutenant Governor of North Carolina,Dan Forest,['(919) 814-3680'],['lt.gov@nc.gov'],
28025,NC State Auditor,Beth A. Wood,['(919) 807-7500'],['Beth_Wood@ncauditor.net'],
28025,NC Supreme Court Chief Justice,Cheri Beasley,['(919) 831-5716'],,
28025,NC Commissioner of Labor,Cherie Berry,['(800) 625-2267'],,
28025,NC Secretary of State,Elaine F. Marshall,['(919) 814-5400'],['corpinfo@sosnc.gov'],
28025,NC Attorney General,Josh Stein,['(919) 716-6400'],,
28025,NC Superintendent of Public Instruction,Mark Johnson,['(919) 807-3430'],['mark.johnson@dpi.nc.gov'],
28025,NC Insurance Commissioner,Mike Causey,['(855) 408-1212'],,
28025,NC Commissioner of Agriculture,Steve Troxler,['(919) 707-3021'],,
28025,NC Supreme Court Associate Justice,Mark Davis,['(919) 831-5700'],,
28025,NC State Treasurer,Robin Hudson,['(919) 831-5717'],,
28215,Governor of North Carolina,Roy Cooper,['(919) 814-2000'],['roy.cooper@nc.gov'],
28215,Lieutenant Governor of North Carolina,Dan Forest,['(919) 814-3680'],['lt.gov@nc.gov'],
28215,NC State Auditor,Beth A. Wood,['(919) 807-7500'],['Beth_Wood@ncauditor.net'],
28215,NC Supreme Court Chief Justice,Cheri Beasley,['(919) 831-5716'],,
28215,NC Commissioner of Labor,Cherie Berry,['(800) 625-2267'],,
28215,NC Secretary of State,Elaine F. Marshall,['(919) 814-5400'],['corpinfo@sosnc.gov'],
28215,NC Attorney General,Josh Stein,['(919) 716-6400'],,
28215,NC Superintendent of Public Instruction,Mark Johnson,['(919) 807-3430'],['mark.johnson@dpi.nc.gov'],
28215,NC Insurance Commissioner,Mike Causey,['(855) 408-1212'],,
28215,NC Commissioner of Agriculture,Steve Troxler,['(919) 707-3021'],,
28215,NC Supreme Court Associate Justice,Mark Davis,['(919) 831-5700'],,
28215,NC State Treasurer,Robin Hudson,['(919) 831-5717'],,
27893,Governor of North Carolina,Roy Cooper,['(919) 814-2000'],['roy.cooper@nc.gov'],
27893,Lieutenant Governor of North Carolina,Dan Forest,['(919) 814-3680'],['lt.gov@nc.gov'],
27893,NC State Auditor,Beth A. Wood,['(919) 807-7500'],['Beth_Wood@ncauditor.net'],
27893,NC Supreme Court Chief Justice,Cheri Beasley,['(919) 831-5716'],,
27893,NC Commissioner of Labor,Cherie Berry,['(800) 625-2267'],,
27893,NC Secretary of State,Elaine F. Marshall,['(919) 814-5400'],['corpinfo@sosnc.gov'],
27893,NC Attorney General,Josh Stein,['(919) 716-6400'],,
27893,NC Superintendent of Public Instruction,Mark Johnson,['(919) 807-3430'],['mark.johnson@dpi.nc.gov'],
27893,NC Insurance Commissioner,Mike Causey,['(855) 408-1212'],,
27893,NC Commissioner of Agriculture,Steve Troxler,['(919) 707-3021'],,
27893,NC Supreme Court Associate Justice,Mark Davis,['(919) 831-5700'],,
27893,NC State Treasurer,Robin Hudson,['(919) 831-5717'],,
27405,Governor of North Carolina,Roy Cooper,['(919) 814-2000'],['roy.cooper@nc.gov'],
27405,Lieutenant Governor of North Carolina,Dan Forest,['(919) 814-3680'],['lt.gov@nc.gov'],
27405,NC State Auditor,Beth A. Wood,['(919) 807-7500'],['Beth_Wood@ncauditor.net'],
27405,NC Supreme Court Chief Justice,Cheri Beasley,['(919) 831-5716'],,
27405,NC Commissioner of Labor,Cherie Berry,['(800) 625-2267'],,
27405,NC Secretary of State,Elaine F. Marshall,['(919) 814-5400'],['corpinfo@sosnc.gov'],
27405,NC Attorney General,Josh Stein,['(919) 716-6400'],,
27405,NC Superintendent of Public Instruction,Mark Johnson,['(919) 807-3430'],['mark.johnson@dpi.nc.gov'],
27405,NC Insurance Commissioner,Mike Causey,['(855) 408-1212'],,
27405,NC Commissioner of Agriculture,Steve Troxler,['(919) 707-3021'],,
27405,NC Supreme Court Associate Justice,Mark Davis,['(919) 831-5700'],,
27405,NC State Treasurer,Robin Hudson,['(919) 831-5717'],,
27530,Governor of North Carolina,Roy Cooper,['(919) 814-2000'],['roy.cooper@nc.gov'],
27530,Lieutenant Governor of North Carolina,Dan Forest,['(919) 814-3680'],['lt.gov@nc.gov'],
27530,NC State Auditor,Beth A. Wood,['(919) 807-7500'],['Beth_Wood@ncauditor.net'],
27530,NC Supreme Court Chief Justice,Cheri Beasley,['(919) 831-5716'],,
27530,NC Commissioner of Labor,Cherie Berry,['(800) 625-2267'],,
27530,NC Secretary of State,Elaine F. Marshall,['(919) 814-5400'],['corpinfo@sosnc.gov'],
27530,NC Attorney General,Josh Stein,['(919) 716-6400'],,
27530,NC Superintendent of Public Instruction,Mark Johnson,['(919) 807-3430'],['mark.johnson@dpi.nc.gov'],
27530,NC Insurance Commissioner,Mike Causey,['(855) 408-1212'],,
27530,NC Commissioner of Agriculture,Steve Troxler,['(919) 707-3021'],,
27530,NC Supreme Court Associate Justice,Mark Davis,['(919) 831-5700'],,
27530,NC State Treasurer,Robin Hudson,['(919) 831-5717'],,
28212,Governor of North Carolina,Roy Cooper,['(919) 814-2000'],['roy.cooper@nc.gov'],
28212,Lieutenant Governor of North Carolina,Dan Forest,['(919) 814-3680'],['lt.gov@nc.gov'],
28212,NC State Auditor,Beth A. Wood,['(919) 807-7500'],['Beth_Wood@ncauditor.net'],
28212,NC Supreme Court Chief Justice,Cheri Beasley,['(919) 831-5716'],,
28212,NC Commissioner of Labor,Cherie Berry,['(800) 625-2267'],,
28212,NC Secretary of State,Elaine F. Marshall,['(919) 814-5400'],['corpinfo@sosnc.gov'],
28212,NC Attorney General,Josh Stein,['(919) 716-6400'],,
28212,NC Superintendent of Public Instruction,Mark Johnson,['(919) 807-3430'],['mark.johnson@dpi.nc.gov'],
28212,NC Insurance Commissioner,Mike Causey,['(855) 408-1212'],,
28212,NC Commissioner of Agriculture,Steve Troxler,['(919) 707-3021'],,
28212,NC Supreme Court Associate Justice,Mark Davis,['(919) 831-5700'],,
28212,NC State Treasurer,Robin Hudson,['(919) 831-5717'],,
28212,Charlotte Mayor,Michael Morgan,['(919) 831-5713'],,
28212,Charlotte City Council Member,Anita Earls,['(919) 831-5700'],,
28226,Governor of North Carolina,Roy Cooper,['(919) 814-2000'],['roy.cooper@nc.gov'],
28226,Lieutenant Governor of North Carolina,Dan Forest,['(919) 814-3680'],['lt.gov@nc.gov'],
28226,NC State Auditor,Beth A. Wood,['(919) 807-7500'],['Beth_Wood@ncauditor.net'],
28226,NC Supreme Court Chief Justice,Cheri Beasley,['(919) 831-5716'],,
28226,NC Commissioner of Labor,Cherie Berry,['(800) 625-2267'],,
28226,NC Secretary of State,Elaine F. Marshall,['(919) 814-5400'],['corpinfo@sosnc.gov'],
28226,NC Attorney General,Josh Stein,['(919) 716-6400'],,
28226,NC Superintendent of Public Instruction,Mark Johnson,['(919) 807-3430'],['mark.johnson@dpi.nc.gov'],
28226,NC Insurance Commissioner,Mike Causey,['(855) 408-1212'],,
28226,NC Commissioner of Agriculture,Steve Troxler,['(919) 707-3021'],,
28226,NC Supreme Court Associate Justice,Mark Davis,['(919) 831-5700'],,
28226,NC State Treasurer,Robin Hudson,['(919) 831-5717'],,
28226,Charlotte Mayor,Michael Morgan,['(919) 831-5713'],,
28226,Charlotte City Council Member,Anita Earls,['(919) 831-5700'],,
28092,Governor of North Carolina,Roy Cooper,['(919) 814-2000'],['roy.cooper@nc.gov'],
28092,Lieutenant Governor of North Carolina,Dan Forest,['(919) 814-3680'],['lt.gov@nc.gov'],
28092,NC State Auditor,Beth A. Wood,['(919) 807-7500'],['Beth_Wood@ncauditor.net'],
28092,NC Supreme Court Chief Justice,Cheri Beasley,['(919) 831-5716'],,
28092,NC Commissioner of Labor,Cherie Berry,['(800) 625-2267'],,
28092,NC Secretary of State,Elaine F. Marshall,['(919) 814-5400'],['corpinfo@sosnc.gov'],
28092,NC Attorney General,Josh Stein,['(919) 716-6400'],,
28092,NC Superintendent of Public Instruction,Mark Johnson,['(919) 807-3430'],['mark.johnson@dpi.nc.gov'],
28092,NC Insurance Commissioner,Mike Causey,['(855) 408-1212'],,
28092,NC Commissioner of Agriculture,Steve Troxler,['(919) 707-3021'],,
28092,NC Supreme Court Associate Justice,Mark Davis,['(919) 831-5700'],,
28092,NC State Treasurer,Robin Hudson,['(919) 831-5717'],,
28301,Governor of North Carolina,Roy Cooper,['(919) 814-2000'],['roy.cooper@nc.gov'],
28301,Lieutenant Governor of North Carolina,Dan Forest,['(919) 814-3680'],['lt.gov@nc.gov'],
28301,NC State Auditor,Beth A. Wood,['(919) 807-7500'],['Beth_Wood@ncauditor.net'],
28301,NC Supreme Court Chief Justice,Cheri Beasley,['(919) 831-5716'],,
28301,NC Commissioner of Labor,Cherie Berry,['(800) 625-2267'],,
28301,NC Secretary of State,Elaine F. Marshall,['(919) 814-5400'],['corpinfo@sosnc.gov'],
28301,NC Attorney General,Josh Stein,['(919) 716-6400'],,
28301,NC Superintendent of Public Instruction,Mark Johnson,['(919) 807-3430'],['mark.johnson@dpi.nc.gov'],
28301,NC Insurance Commissioner,Mike Causey,['(855) 408-1212'],,
28301,NC Commissioner of Agriculture,Steve Troxler,['(919) 707-3021'],,
28301,NC Supreme Court Associate Justice,Mark Davis,['(919) 831-5700'],,
28301,NC State Treasurer,Robin Hudson,['(919) 831-5717'],,
28301,Fayetteville Mayor,Michael Morgan,['(919) 831-5713'],,
27909,Governor of North Carolina,Roy Cooper,['(919) 814-2000'],['roy.cooper@nc.gov'],
27909,Lieutenant Governor of North Carolina,Dan Forest,['(919) 814-3680'],['lt.gov@nc.gov'],
27909,NC State Auditor,Beth A. Wood,['(919) 807-7500'],['Beth_Wood@ncauditor.net'],
27909,NC Supreme Court Chief Justice,Cheri Beasley,['(919) 831-5716'],,
27909,NC Commissioner of Labor,Cherie Berry,['(800) 625-2267'],,
27909,NC Secretary of State,Elaine F. Marshall,['(919) 814-5400'],['corpinfo@sosnc.gov'],
27909,NC Attorney General,Josh Stein,['(919) 716-6400'],,
27909,NC Superintendent of Public Instruction,Mark Johnson,['(919) 807-3430'],['mark.johnson@dpi.nc.gov'],
27909,NC Insurance Commissioner,Mike Causey,['(855) 408-1212'],,
27909,NC Commissioner of Agriculture,Steve Troxler,['(919) 707-3021'],,
27909,NC Supreme Court Associate Justice,Mark Davis,['(919) 831-5700'],,
27909,NC State Treasurer,Robin Hudson,['(919) 831-5717'],,
27609,Governor of North Carolina,Roy Cooper,['(919) 814-2000'],['roy.cooper@nc.gov'],
27609,Lieutenant Governor of North Carolina,Dan Forest,['(919) 814-3680'],['lt.gov@nc.gov'],
27609,NC State Auditor,Beth A. Wood,['(919) 807-7500'],['Beth_Wood@ncauditor.net'],
27609,NC Supreme Court Chief Justice,Cheri Beasley,['(919) 831-5716'],,
27609,NC Commissioner of Labor,Cherie Berry,['(800) 625-2267'],,
27609,NC Secretary of State,Elaine F. Marshall,['(919) 814-5400'],['corpinfo@sosnc.gov'],
27609,NC Attorney General,Josh Stein,['(919) 716-6400'],,
27609,NC Superintendent of Public Instruction,Mark Johnson,['(919) 807-3430'],['mark.johnson@dpi.nc.gov'],
27609,NC Insurance Commissioner,Mike Causey,['(855) 408-1212'],,
27609,NC Commissioner of Agriculture,Steve Troxler,['(919) 707-3021'],,
27609,NC Supreme Court Associate Justice,Mark Davis,['(919) 831-5700'],,
27609,NC State Treasurer,Robin Hudson,['(919) 831-5717'],,
27265,Governor of North Carolina,Roy Cooper,['(919) 814-2000'],['roy.cooper@nc.gov'],
27265,Lieutenant Governor of North Carolina,Dan Forest,['(919) 814-3680'],['lt.gov@nc.gov'],
27265,NC State Auditor,Beth A. Wood,['(919) 807-7500'],['Beth_Wood@ncauditor.net'],
27265,NC Supreme Court Chief Justice,Cheri Beasley,['(919) 831-5716'],,
27265,NC Commissioner of Labor,Cherie Berry,['(800) 625-2267'],,
27265,NC Secretary of State,Elaine F. Marshall,['(919) 814-5400'],['corpinfo@sosnc.gov'],
27265,NC Attorney General,Josh Stein,['(919) 716-6400'],,
27265,NC Superintendent of Public Instruction,Mark Johnson,['(919) 807-3430'],['mark.johnson@dpi.nc.gov'],
27265,NC Insurance Commissioner,Mike Causey,['(855) 408-1212'],,
27265,NC Commissioner of Agriculture,Steve Troxler,['(919) 707-3021'],,
27265,NC Supreme Court Associate Justice,Mark Davis,['(919) 831-5700'],,
27265,NC State Treasurer,Robin Hudson,['(919) 831-5717'],,
27713,Governor of North Carolina,Roy Cooper,['(919) 814-2000'],['roy.cooper@nc.gov'],
27713,Lieutenant Governor of North Carolina,Dan Forest,['(919) 814-3680'],['lt.gov@nc.gov'],
27713,NC State Auditor,Beth A. Wood,['(919) 807-7500'],['Beth_Wood@ncauditor.net'],
27713,NC Supreme Court Chief Justice,Cheri Beasley,['(919) 831-5716'],,
27713,NC Commissioner of Labor,Cherie Berry,['(800) 625-2267'],,
27713,NC Secretary of State,Elaine F. Marshall,['(919) 814-5400'],['corpinfo@sosnc.gov'],
27713,NC Attorney General,Josh Stein,['(919) 716-6400'],,
27713,NC Superintendent of Public Instruction,Mark Johnson,['(919) 807-3430'],['mark.johnson@dpi.nc.gov'],
27713,NC Insurance Commissioner,Mike Causey,['(855) 408-1212'],,
27713,NC Commissioner of Agriculture,Steve Troxler,['(919) 707-3021'],,
27713,NC Supreme Court Associate Justice,Mark Davis,['(919) 831-5700'],,
27713,NC State Treasurer,Robin Hudson,['(919) 831-5717'],,
28150,Governor of North Carolina,Roy Cooper,['(919) 814-2000'],['roy.cooper@nc.gov'],
28150,Lieutenant Governor of North Carolina,Dan Forest,['(919) 814-3680'],['lt.gov@nc.gov'],
28150,NC State Auditor,Beth A. Wood,['(919) 807-7500'],['Beth_Wood@ncauditor.net'],
28150,NC Supreme Court Chief Justice,Cheri Beasley,['(919) 831-5716'],,
28150,NC Commissioner of Labor,Cherie Berry,['(800) 625-2267'],,
28150,NC Secretary of State,Elaine F. Marshall,['(919) 814-5400'],['corpinfo@sosnc.gov'],
28150,NC Attorney General,Josh Stein,['(919) 716-6400'],,
28150,NC Superintendent of Public Instruction,Mark Johnson,['(919) 807-3430'],['mark.johnson@dpi.nc.gov'],
28150,NC Insurance Commissioner,Mike Causey,['(855) 408-1212'],,
28150,NC Commissioner of Agriculture,Steve Troxler,['(919) 707-3021'],,
28150,NC Supreme Court Associate Justice,Mark Davis,['(919) 831-5700'],,
28150,NC State Treasurer,Robin Hudson,['(919) 831-5717'],,
28602,Governor of North Carolina,Roy Cooper,['(919) 814-2000'],['roy.cooper@nc.gov'],
28602,Lieutenant Governor of North Carolina,Dan Forest,['(919) 814-3680'],['lt.gov@nc.gov'],
28602,NC State Auditor,Beth A. Wood,['(919) 807-7500'],['Beth_Wood@ncauditor.net'],
28602,NC Supreme Court Chief Justice,Cheri Beasley,['(919) 831-5716'],,
28602,NC Commissioner of Labor,Cherie Berry,['(800) 625-2267'],,
28602,NC Secretary of State,Elaine F. Marshall,['(919) 814-5400'],['corpinfo@sosnc.gov'],
28602,NC Attorney General,Josh Stein,['(919) 716-6400'],,
28602,NC Superintendent of Public Instruction,Mark Johnson,['(919) 807-3430'],['mark.johnson@dpi.nc.gov'],
28602,NC Insurance Commissioner,Mike Causey,['(855) 408-1212'],,
28602,NC Commissioner of Agriculture,Steve Troxler,['(919) 707-3021'],,
28602,NC Supreme Court Associate Justice,Mark Davis,['(919) 831-5700'],,
28602,NC State Treasurer,Robin Hudson,['(919) 831-5717'],,
28532,Governor of North Carolina,Roy Cooper,['(919) 814-2000'],['roy.cooper@nc.gov'],
28532,Lieutenant Governor of North Carolina,Dan Forest,['(919) 814-3680'],['lt.gov@nc.gov'],
28532,NC State Auditor,Beth A. Wood,['(919) 807-7500'],['Beth_Wood@ncauditor.net'],
28532,NC Supreme Court Chief Justice,Cheri Beasley,['(919) 831-5716'],,
28532,NC Commissioner of Labor,Cherie Berry,['(800) 625-2267'],,
28532,NC Secretary of State,Elaine F. Marshall,['(919) 814-5400'],['corpinfo@sosnc.gov'],
28532,NC Attorney General,Josh Stein,['(919) 716-6400'],,
28532,NC Superintendent of Public Instruction,Mark Johnson,['(919) 807-3430'],['mark.johnson@dpi.nc.gov'],
28532,NC Insurance Commissioner,Mike Causey,['(855) 408-1212'],,
28532,NC Commissioner of Agriculture,Steve Troxler,['(919) 707-3021'],,
28532,NC Supreme Court Associate Justice,Mark Davis,['(919) 831-5700'],,
28532,NC State Treasurer,Robin Hudson,['(919) 831-5717'],,
27103,Governor of North Carolina,Roy Cooper,['(919) 814-2000'],['roy.cooper@nc.gov'],
27103,Lieutenant Governor of North Carolina,Dan Forest,['(919) 814-3680'],['lt.gov@nc.gov'],
27103,NC State Auditor,Beth A. Wood,['(919) 807-7500'],['Beth_Wood@ncauditor.net'],
27103,NC Supreme Court Chief Justice,Cheri Beasley,['(919) 831-5716'],,
27103,NC Commissioner of Labor,Cherie Berry,['(800) 625-2267'],,
27103,NC Secretary of State,Elaine F. Marshall,['(919) 814-5400'],['corpinfo@sosnc.gov'],
27103,NC Attorney General,Josh Stein,['(919) 716-6400'],,
27103,NC Superintendent of Public Instruction,Mark Johnson,['(919) 807-3430'],['mark.johnson@dpi.nc.gov'],
27103,NC Insurance Commissioner,Mike Causey,['(855) 408-1212'],,
27103,NC Commissioner of Agriculture,Steve Troxler,['(919) 707-3021'],,
27103,NC Supreme Court Associate Justice,Mark Davis,['(919) 831-5700'],,
27103,NC State Treasurer,Robin Hudson,['(919) 831-5717'],,
27612,Governor of North Carolina,Roy Cooper,['(919) 814-2000'],['roy.cooper@nc.gov'],
27612,Lieutenant Governor of North Carolina,Dan Forest,['(919) 814-3680'],['lt.gov@nc.gov'],
27612,NC State Auditor,Beth A. Wood,['(919) 807-7500'],['Beth_Wood@ncauditor.net'],
27612,NC Supreme Court Chief Justice,Cheri Beasley,['(919) 831-5716'],,
27612,NC Commissioner of Labor,Cherie Berry,['(800) 625-2267'],,
27612,NC Secretary of State,Elaine F. Marshall,['(919) 814-5400'],['corpinfo@sosnc.gov'],
27612,NC Attorney General,Josh Stein,['(919) 716-6400'],,
27612,NC Superintendent of Public Instruction,Mark Johnson,['(919) 807-3430'],['mark.johnson@dpi.nc.gov'],
27612,NC Insurance Commissioner,Mike Causey,['(855) 408-1212'],,
27612,NC Commissioner of Agriculture,Steve Troxler,['(919) 707-3021'],,
27612,NC Supreme Court Associate Justice,Mark Davis,['(919) 831-5700'],,
27612,NC State Treasurer,Robin Hudson,['(919) 831-5717'],,
28607,Governor of North Carolina,Roy Cooper,['(919) 814-2000'],['roy.cooper@nc.gov'],
28607,Lieutenant Governor of North Carolina,Dan Forest,['(919) 814-3680'],['lt.gov@nc.gov'],
28607,NC State Auditor,Beth A. Wood,['(919) 807-7500'],['Beth_Wood@ncauditor.net'],
28607,NC Supreme Court Chief Justice,Cheri Beasley,['(919) 831-5716'],,
28607,NC Commissioner of Labor,Cherie Berry,['(800) 625-2267'],,
28607,NC Secretary of State,Elaine F. Marshall,['(919) 814-5400'],['corpinfo@sosnc.gov'],
28607,NC Attorney General,Josh Stein,['(919) 716-6400'],,
28607,NC Superintendent of Public Instruction,Mark Johnson,['(919) 807-3430'],['mark.johnson@dpi.nc.gov'],
28607,NC Insurance Commissioner,Mike Causey,['(855) 408-1212'],,
28607,NC Commissioner of Agriculture,Steve Troxler,['(919) 707-3021'],,
28607,NC Supreme Court Associate Justice,Mark Davis,['(919) 831-5700'],,
28607,NC State Treasurer,Robin Hudson,['(919) 831-5717'],,
28792,Governor of North Carolina,Roy Cooper,['(919) 814-2000'],['roy.cooper@nc.gov'],
