zipcode,office,official,phones,emails,website
89117,NV Attorney General,Aaron Ford,['(775) 684-1100'],['AgInfo@ag.nv.gov'],
89117,NV Supreme Court Justice,Mark Gibbons,['(775) 684-1600'],['nvscclerk@nvcourts.nv.gov'],
89117,NV State Treasurer,James W. Hardesty,['(775) 684-1600'],['nvscclerk@nvcourts.nv.gov'],
89117,Las Vegas Mayor,Abbi Silver,['(775) 684-1600'],['nvscclerk@nvcourts.nv.gov'],
89509,Governor of Nevada,Steve Sisolak,['(775) 684-5670'],,
89509,Lieutenant Governor of Nevada,Kate Marshall,['(775) 684-5670'],,
89509,NV Secretary of State,Barbara K. Cegavske,['(775) 684-5708'],['sosmail@sos.nv.gov'],
89509,NV State Controller,Catherine Byrne,['(775) 684-5624'],['cbyrne@controller.state.nv.us'],
89509,NV Attorney General,Aaron Ford,['(775) 684-1100'],['AgInfo@ag.nv.gov'],
89509,NV Supreme Court Justice,Mark Gibbons,['(775) 684-1600'],['nvscclerk@nvcourts.nv.gov'],
89509,NV State Treasurer,James W. Hardesty,['(775) 684-1600'],['nvscclerk@nvcourts.nv.gov'],
89109,Governor of Nevada,Steve Sisolak,['(775) 684-5670'],,
89109,Lieutenant Governor of Nevada,Kate Marshall,['(775) 684-5670'],,
89109,NV Secretary of State,Barbara K. Cegavske,['(775) 684-5708'],['sosmail@sos.nv.gov'],
89109,NV State Controller,Catherine Byrne,['(775) 684-5624'],['cbyrne@controller.state.nv.us'],
89109,NV Attorney General,Aaron Ford,['(775) 684-1100'],['AgInfo@ag.nv.gov'],
89109,NV Supreme Court Justice,Mark Gibbons,['(775) 684-1600'],['nvscclerk@nvcourts.nv.gov'],
89109,NV State Treasurer,James W. Hardesty,['(775) 684-1600'],['nvscclerk@nvcourts.nv.gov'],
89109,Las Vegas Mayor,Abbi Silver,['(775) 684-1600'],['nvscclerk@nvcourts.nv.gov'],
89506,Governor of Nevada,Steve Sisolak,['(775) 684-5670'],,
89506,Lieutenant Governor of Nevada,Kate Marshall,['(775) 684-5670'],,
89506,NV Secretary of State,Barbara K. Cegavske,['(775) 684-5708'],['sosmail@sos.nv.gov'],
89506,NV State Controller,Catherine Byrne,['(775) 684-5624'],['cbyrne@controller.state.nv.us'],
89506,NV Attorney General,Aaron Ford,['(775) 684-1100'],['AgInfo@ag.nv.gov'],
89506,NV Supreme Court Justice,Mark Gibbons,['(775) 684-1600'],['nvscclerk@nvcourts.nv.gov'],
89506,NV State Treasurer,James W. Hardesty,['(775) 684-1600'],['nvscclerk@nvcourts.nv.gov'],
89511,Governor of Nevada,Steve Sisolak,['(775) 684-5670'],,
89511,Lieutenant Governor of Nevada,Kate Marshall,['(775) 684-5670'],,
89511,NV Secretary of State,Barbara K. Cegavske,['(775) 684-5708'],['sosmail@sos.nv.gov'],
89511,NV State Controller,Catherine Byrne,['(775) 684-5624'],['cbyrne@controller.state.nv.us'],
89511,NV Attorney General,Aaron Ford,['(775) 684-1100'],['AgInfo@ag.nv.gov'],
89511,NV Supreme Court Justice,Mark Gibbons,['(775) 684-1600'],['nvscclerk@nvcourts.nv.gov'],
89511,NV State Treasurer,James W. Hardesty,['(775) 684-1600'],['nvscclerk@nvcourts.nv.gov'],
89032,Governor of Nevada,Steve Sisolak,['(775) 684-5670'],,
89032,Lieutenant Governor of Nevada,Kate Marshall,['(775) 684-5670'],,
89032,NV Secretary of State,Barbara K. Cegavske,['(775) 684-5708'],['sosmail@sos.nv.gov'],
89032,NV State Controller,Catherine Byrne,['(775) 684-5624'],['cbyrne@controller.state.nv.us'],
89032,NV Attorney General,Aaron Ford,['(775) 684-1100'],['AgInfo@ag.nv.gov'],
89032,NV Supreme Court Justice,Mark Gibbons,['(775) 684-1600'],['nvscclerk@nvcourts.nv.gov'],
89032,NV State Treasurer,James W. Hardesty,['(775) 684-1600'],['nvscclerk@nvcourts.nv.gov'],
89032,North Las Vegas Mayor,Abbi Silver,['(775) 684-1600'],['nvscclerk@nvcourts.nv.gov'],
