zipcode,office,official,phones,emails,website
32073,FL Supreme Court Justice,Alan Lawson,['(850) 921-1096'],['publicinformation@flcourts.org'],
32073,FL Chief Financial Officer,Carlos G. Muñiz,['(850) 488-0007'],['publicinformation@flcourts.org'],
32225,Governor of Florida,Ron DeSantis,['(850) 717-9337'],['governorron.desantis@eog.myflorida.com'],
32225,Lieutenant Governor of Florida,Jeanette Nuñez,['(850) 488-7146'],['ltgovernorjeanette.nunez@eog.myflorida.com'],
32225,FL Attorney General,Ashley Moody,['(866) 966-7226'],,
32225,FL Commissioner of Agriculture,"Nicole ""Nikki"" Fried",['(850) 617-7700'],['Nikki.Fried@FDACS.gov'],
32225,FL Supreme Court Justice,Alan Lawson,['(850) 921-1096'],['publicinformation@flcourts.org'],
32225,FL Chief Financial Officer,Carlos G. Muñiz,['(850) 488-0007'],['publicinformation@flcourts.org'],
33177,Governor of Florida,Ron DeSantis,['(850) 717-9337'],['governorron.desantis@eog.myflorida.com'],
33177,Lieutenant Governor of Florida,Jeanette Nuñez,['(850) 488-7146'],['ltgovernorjeanette.nunez@eog.myflorida.com'],
33177,FL Attorney General,Ashley Moody,['(866) 966-7226'],,
33177,FL Commissioner of Agriculture,"Nicole ""Nikki"" Fried",['(850) 617-7700'],['Nikki.Fried@FDACS.gov'],
33177,FL Supreme Court Justice,Alan Lawson,['(850) 921-1096'],['publicinformation@flcourts.org'],
33177,FL Chief Financial Officer,Carlos G. Muñiz,['(850) 488-0007'],['publicinformation@flcourts.org'],
33010,Governor of Florida,Ron DeSantis,['(850) 717-9337'],['governorron.desantis@eog.myflorida.com'],
33010,Lieutenant Governor of Florida,Jeanette Nuñez,['(850) 488-7146'],['ltgovernorjeanette.nunez@eog.myflorida.com'],
33010,FL Attorney General,Ashley Moody,['(866) 966-7226'],,
33010,FL Commissioner of Agriculture,"Nicole ""Nikki"" Fried",['(850) 617-7700'],['Nikki.Fried@FDACS.gov'],
33010,FL Supreme Court Justice,Alan Lawson,['(850) 921-1096'],['publicinformation@flcourts.org'],
33010,FL Chief Financial Officer,Carlos G. Muñiz,['(850) 488-0007'],['publicinformation@flcourts.org'],
33010,Hialeah Mayor,VACANT,,['publicinformation@flcourts.org'],
33010,Hialeah City Council Member,Jorge Labarga,['(850) 413-8371'],['publicinformation@flcourts.org'],
33162,Governor of Florida,Ron DeSantis,['(850) 717-9337'],['governorron.desantis@eog.myflorida.com'],
33162,Lieutenant Governor of Florida,Jeanette Nuñez,['(850) 488-7146'],['ltgovernorjeanette.nunez@eog.myflorida.com'],
33162,FL Attorney General,Ashley Moody,['(866) 966-7226'],,
33162,FL Commissioner of Agriculture,"Nicole ""Nikki"" Fried",['(850) 617-7700'],['Nikki.Fried@FDACS.gov'],
33162,FL Supreme Court Justice,Alan Lawson,['(850) 921-1096'],['publicinformation@flcourts.org'],
33162,FL Chief Financial Officer,Carlos G. Muñiz,['(850) 488-0007'],['publicinformation@flcourts.org'],
32308,Governor of Florida,Ron DeSantis,['(850) 717-9337'],['governorron.desantis@eog.myflorida.com'],
32308,Lieutenant Governor of Florida,Jeanette Nuñez,['(850) 488-7146'],['ltgovernorjeanette.nunez@eog.myflorida.com'],
32308,FL Attorney General,Ashley Moody,['(866) 966-7226'],,
32308,FL Commissioner of Agriculture,"Nicole ""Nikki"" Fried",['(850) 617-7700'],['Nikki.Fried@FDACS.gov'],
32308,FL Supreme Court Justice,Alan Lawson,['(850) 921-1096'],['publicinformation@flcourts.org'],
32308,FL Chief Financial Officer,Carlos G. Muñiz,['(850) 488-0007'],['publicinformation@flcourts.org'],
33055,Governor of Florida,Ron DeSantis,['(850) 717-9337'],['governorron.desantis@eog.myflorida.com'],
33055,Lieutenant Governor of Florida,Jeanette Nuñez,['(850) 488-7146'],['ltgovernorjeanette.nunez@eog.myflorida.com'],
33055,FL Attorney General,Ashley Moody,['(866) 966-7226'],,
33055,FL Commissioner of Agriculture,"Nicole ""Nikki"" Fried",['(850) 617-7700'],['Nikki.Fried@FDACS.gov'],
33055,FL Supreme Court Justice,Alan Lawson,['(850) 921-1096'],['publicinformation@flcourts.org'],
33055,FL Chief Financial Officer,Carlos G. Muñiz,['(850) 488-0007'],['publicinformation@flcourts.org'],
33312,Governor of Florida,Ron DeSantis,['(850) 717-9337'],['governorron.desantis@eog.myflorida.com'],
33312,Lieutenant Governor of Florida,Jeanette Nuñez,['(850) 488-7146'],['ltgovernorjeanette.nunez@eog.myflorida.com'],
33312,FL Attorney General,Ashley Moody,['(866) 966-7226'],,
33312,FL Commissioner of Agriculture,"Nicole ""Nikki"" Fried",['(850) 617-7700'],['Nikki.Fried@FDACS.gov'],
33312,FL Supreme Court Justice,Alan Lawson,['(850) 921-1096'],['publicinformation@flcourts.org'],
33312,FL Chief Financial Officer,Carlos G. Muñiz,['(850) 488-0007'],['publicinformation@flcourts.org'],
33511,Governor of Florida,Ron DeSantis,['(850) 717-9337'],['governorron.desantis@eog.myflorida.com'],
33511,Lieutenant Governor of Florida,Jeanette Nuñez,['(850) 488-7146'],['ltgovernorjeanette.nunez@eog.myflorida.com'],
33511,FL Attorney General,Ashley Moody,['(866) 966-7226'],,
33511,FL Commissioner of Agriculture,"Nicole ""Nikki"" Fried",['(850) 617-7700'],['Nikki.Fried@FDACS.gov'],
33511,FL Supreme Court Justice,Alan Lawson,['(850) 921-1096'],['publicinformation@flcourts.org'],
33511,FL Chief Financial Officer,Carlos G. Muñiz,['(850) 488-0007'],['publicinformation@flcourts.org'],
33549,Governor of Florida,Ron DeSantis,['(850) 717-9337'],['governorron.desantis@eog.myflorida.com'],
33549,Lieutenant Governor of Florida,Jeanette Nuñez,['(850) 488-7146'],['ltgovernorjeanette.nunez@eog.myflorida.com'],
33549,FL Attorney General,Ashley Moody,['(866) 966-7226'],,
33549,FL Commissioner of Agriculture,"Nicole ""Nikki"" Fried",['(850) 617-7700'],['Nikki.Fried@FDACS.gov'],
33549,FL Supreme Court Justice,Alan Lawson,['(850) 921-1096'],['publicinformation@flcourts.org'],
33549,FL Chief Financial Officer,Carlos G. Muñiz,['(850) 488-0007'],['publicinformation@flcourts.org'],
33155,Governor of Florida,Ron DeSantis,['(850) 717-9337'],['governorron.desantis@eog.myflorida.com'],
33155,Lieutenant Governor of Florida,Jeanette Nuñez,['(850) 488-7146'],['ltgovernorjeanette.nunez@eog.myflorida.com'],
33155,FL Attorney General,Ashley Moody,['(866) 966-7226'],,
33155,FL Commissioner of Agriculture,"Nicole ""Nikki"" Fried",['(850) 617-7700'],['Nikki.Fried@FDACS.gov'],
33155,FL Supreme Court Justice,Alan Lawson,['(850) 921-1096'],['publicinformation@flcourts.org'],
33155,FL Chief Financial Officer,Carlos G. Muñiz,['(850) 488-0007'],['publicinformation@flcourts.org'],
34668,Governor of Florida,Ron DeSantis,['(850) 717-9337'],['governorron.desantis@eog.myflorida.com'],
34668,Lieutenant Governor of Florida,Jeanette Nuñez,['(850) 488-7146'],['ltgovernorjeanette.nunez@eog.myflorida.com'],
34668,FL Attorney General,Ashley Moody,['(866) 966-7226'],,
34668,FL Commissioner of Agriculture,"Nicole ""Nikki"" Fried",['(850) 617-7700'],['Nikki.Fried@FDACS.gov'],
34668,FL Supreme Court Justice,Alan Lawson,['(850) 921-1096'],['publicinformation@flcourts.org'],
34668,FL Chief Financial Officer,Carlos G. Muñiz,['(850) 488-0007'],['publicinformation@flcourts.org'],
33411,Governor of Florida,Ron DeSantis,['(850) 717-9337'],['governorron.desantis@eog.myflorida.com'],
33411,Lieutenant Governor of Florida,Jeanette Nuñez,['(850) 488-7146'],['ltgovernorjeanette.nunez@eog.myflorida.com'],
33411,FL Attorney General,Ashley Moody,['(866) 966-7226'],,
33411,FL Commissioner of Agriculture,"Nicole ""Nikki"" Fried",['(850) 617-7700'],['Nikki.Fried@FDACS.gov'],
33411,FL Supreme Court Justice,Alan Lawson,['(850) 921-1096'],['publicinformation@flcourts.org'],
33411,FL Chief Financial Officer,Carlos G. Muñiz,['(850) 488-0007'],['publicinformation@flcourts.org'],
33615,Governor of Florida,Ron DeSantis,['(850) 717-9337'],['governorron.desantis@eog.myflorida.com'],
33615,Lieutenant Governor of Florida,Jeanette Nuñez,['(850) 488-7146'],['ltgovernorjeanette.nunez@eog.myflorida.com'],
33615,FL Attorney General,Ashley Moody,['(866) 966-7226'],,
33615,FL Commissioner of Agriculture,"Nicole ""Nikki"" Fried",['(850) 617-7700'],['Nikki.Fried@FDACS.gov'],
33615,FL Supreme Court Justice,Alan Lawson,['(850) 921-1096'],['publicinformation@flcourts.org'],
33615,FL Chief Financial Officer,Carlos G. Muñiz,['(850) 488-0007'],['publicinformation@flcourts.org'],
33463,Governor of Florida,Ron DeSantis,['(850) 717-9337'],['governorron.desantis@eog.myflorida.com'],
33463,Lieutenant Governor of Florida,Jeanette Nuñez,['(850) 488-7146'],['ltgovernorjeanette.nunez@eog.myflorida.com'],
33463,FL Attorney General,Ashley Moody,['(866) 966-7226'],,
33463,FL Commissioner of Agriculture,"Nicole ""Nikki"" Fried",['(850) 617-7700'],['Nikki.Fried@FDACS.gov'],
33463,FL Supreme Court Justice,Alan Lawson,['(850) 921-1096'],['publicinformation@flcourts.org'],
33463,FL Chief Financial Officer,Carlos G. Muñiz,['(850) 488-0007'],['publicinformation@flcourts.org'],
33467,Governor of Florida,Ron DeSantis,['(850) 717-9337'],['governorron.desantis@eog.myflorida.com'],
33467,Lieutenant Governor of Florida,Jeanette Nuñez,['(850) 488-7146'],['ltgovernorjeanette.nunez@eog.myflorida.com'],
33467,FL Attorney General,Ashley Moody,['(866) 966-7226'],,
33467,FL Commissioner of Agriculture,"Nicole ""Nikki"" Fried",['(850) 617-7700'],['Nikki.Fried@FDACS.gov'],
33467,FL Supreme Court Justice,Alan Lawson,['(850) 921-1096'],['publicinformation@flcourts.org'],
33467,FL Chief Financial Officer,Carlos G. Muñiz,['(850) 488-0007'],['publicinformation@flcourts.org'],
33433,Governor of Florida,Ron DeSantis,['(850) 717-9337'],['governorron.desantis@eog.myflorida.com'],
33433,Lieutenant Governor of Florida,Jeanette Nuñez,['(850) 488-7146'],['ltgovernorjeanette.nunez@eog.myflorida.com'],
33433,FL Attorney General,Ashley Moody,['(866) 966-7226'],,
33433,FL Commissioner of Agriculture,"Nicole ""Nikki"" Fried",['(850) 617-7700'],['Nikki.Fried@FDACS.gov'],
33433,FL Supreme Court Justice,Alan Lawson,['(850) 921-1096'],['publicinformation@flcourts.org'],
33433,FL Chief Financial Officer,Carlos G. Muñiz,['(850) 488-0007'],['publicinformation@flcourts.org'],
33014,Governor of Florida,Ron DeSantis,['(850) 717-9337'],['governorron.desantis@eog.myflorida.com'],
33014,Lieutenant Governor of Florida,Jeanette Nuñez,['(850) 488-7146'],['ltgovernorjeanette.nunez@eog.myflorida.com'],
33014,FL Attorney General,Ashley Moody,['(866) 966-7226'],,
33014,FL Commissioner of Agriculture,"Nicole ""Nikki"" Fried",['(850) 617-7700'],['Nikki.Fried@FDACS.gov'],
33014,FL Supreme Court Justice,Alan Lawson,['(850) 921-1096'],['publicinformation@flcourts.org'],
33014,FL Chief Financial Officer,Carlos G. Muñiz,['(850) 488-0007'],['publicinformation@flcourts.org'],
33172,Governor of Florida,Ron DeSantis,['(850) 717-9337'],['governorron.desantis@eog.myflorida.com'],
33172,Lieutenant Governor of Florida,Jeanette Nuñez,['(850) 488-7146'],['ltgovernorjeanette.nunez@eog.myflorida.com'],
33172,FL Attorney General,Ashley Moody,['(866) 966-7226'],,
33172,FL Commissioner of Agriculture,"Nicole ""Nikki"" Fried",['(850) 617-7700'],['Nikki.Fried@FDACS.gov'],
33172,FL Supreme Court Justice,Alan Lawson,['(850) 921-1096'],['publicinformation@flcourts.org'],
33172,FL Chief Financial Officer,Carlos G. Muñiz,['(850) 488-0007'],['publicinformation@flcourts.org'],
34711,Governor of Florida,Ron DeSantis,['(850) 717-9337'],['governorron.desantis@eog.myflorida.com'],
34711,Lieutenant Governor of Florida,Jeanette Nuñez,['(850) 488-7146'],['ltgovernorjeanette.nunez@eog.myflorida.com'],
34711,FL Attorney General,Ashley Moody,['(866) 966-7226'],,
34711,FL Commissioner of Agriculture,"Nicole ""Nikki"" Fried",['(850) 617-7700'],['Nikki.Fried@FDACS.gov'],
34711,FL Supreme Court Justice,Alan Lawson,['(850) 921-1096'],['publicinformation@flcourts.org'],
34711,FL Chief Financial Officer,Carlos G. Muñiz,['(850) 488-0007'],['publicinformation@flcourts.org'],
32725,Governor of Florida,Ron DeSantis,['(850) 717-9337'],['governorron.desantis@eog.myflorida.com'],
32725,Lieutenant Governor of Florida,Jeanette Nuñez,['(850) 488-7146'],['ltgovernorjeanette.nunez@eog.myflorida.com'],
32725,FL Attorney General,Ashley Moody,['(866) 966-7226'],,
32725,FL Commissioner of Agriculture,"Nicole ""Nikki"" Fried",['(850) 617-7700'],['Nikki.Fried@FDACS.gov'],
32725,FL Supreme Court Justice,Alan Lawson,['(850) 921-1096'],['publicinformation@flcourts.org'],
32725,FL Chief Financial Officer,Carlos G. Muñiz,['(850) 488-0007'],['publicinformation@flcourts.org'],
32608,Governor of Florida,Ron DeSantis,['(850) 717-9337'],['governorron.desantis@eog.myflorida.com'],
32608,Lieutenant Governor of Florida,Jeanette Nuñez,['(850) 488-7146'],['ltgovernorjeanette.nunez@eog.myflorida.com'],
32608,FL Attorney General,Ashley Moody,['(866) 966-7226'],,
32608,FL Commissioner of Agriculture,"Nicole ""Nikki"" Fried",['(850) 617-7700'],['Nikki.Fried@FDACS.gov'],
32608,FL Supreme Court Justice,Alan Lawson,['(850) 921-1096'],['publicinformation@flcourts.org'],
32608,FL Chief Financial Officer,Carlos G. Muñiz,['(850) 488-0007'],['publicinformation@flcourts.org'],
32218,Governor of Florida,Ron DeSantis,['(850) 717-9337'],['governorron.desantis@eog.myflorida.com'],
32218,Lieutenant Governor of Florida,Jeanette Nuñez,['(850) 488-7146'],['ltgovernorjeanette.nunez@eog.myflorida.com'],
32218,FL Attorney General,Ashley Moody,['(866) 966-7226'],,
32218,FL Commissioner of Agriculture,"Nicole ""Nikki"" Fried",['(850) 617-7700'],['Nikki.Fried@FDACS.gov'],
32218,FL Supreme Court Justice,Alan Lawson,['(850) 921-1096'],['publicinformation@flcourts.org'],
32218,FL Chief Financial Officer,Carlos G. Muñiz,['(850) 488-0007'],['publicinformation@flcourts.org'],
33018,Governor of Florida,Ron DeSantis,['(850) 717-9337'],['governorron.desantis@eog.myflorida.com'],
33018,Lieutenant Governor of Florida,Jeanette Nuñez,['(850) 488-7146'],['ltgovernorjeanette.nunez@eog.myflorida.com'],
33018,FL Attorney General,Ashley Moody,['(866) 966-7226'],,
33018,FL Commissioner of Agriculture,"Nicole ""Nikki"" Fried",['(850) 617-7700'],['Nikki.Fried@FDACS.gov'],
33018,FL Supreme Court Justice,Alan Lawson,['(850) 921-1096'],['publicinformation@flcourts.org'],
33018,FL Chief Financial Officer,Carlos G. Muñiz,['(850) 488-0007'],['publicinformation@flcourts.org'],
33183,Governor of Florida,Ron DeSantis,['(850) 717-9337'],['governorron.desantis@eog.myflorida.com'],
33183,Lieutenant Governor of Florida,Jeanette Nuñez,['(850) 488-7146'],['ltgovernorjeanette.nunez@eog.myflorida.com'],
33183,FL Attorney General,Ashley Moody,['(866) 966-7226'],,
33183,FL Commissioner of Agriculture,"Nicole ""Nikki"" Fried",['(850) 617-7700'],['Nikki.Fried@FDACS.gov'],
33183,FL Supreme Court Justice,Alan Lawson,['(850) 921-1096'],['publicinformation@flcourts.org'],
33183,FL Chief Financial Officer,Carlos G. Muñiz,['(850) 488-0007'],['publicinformation@flcourts.org'],
33813,Governor of Florida,Ron DeSantis,['(850) 717-9337'],['governorron.desantis@eog.myflorida.com'],
33813,Lieutenant Governor of Florida,Jeanette Nuñez,['(850) 488-7146'],['ltgovernorjeanette.nunez@eog.myflorida.com'],
33813,FL Attorney General,Ashley Moody,['(866) 966-7226'],,
33813,FL Commissioner of Agriculture,"Nicole ""Nikki"" Fried",['(850) 617-7700'],['Nikki.Fried@FDACS.gov'],
33813,FL Supreme Court Justice,Alan Lawson,['(850) 921-1096'],['publicinformation@flcourts.org'],
33813,FL Chief Financial Officer,Carlos G. Muñiz,['(850) 488-0007'],['publicinformation@flcourts.org'],
34741,Governor of Florida,Ron DeSantis,['(850) 717-9337'],['governorron.desantis@eog.myflorida.com'],
34741,Lieutenant Governor of Florida,Jeanette Nuñez,['(850) 488-7146'],['ltgovernorjeanette.nunez@eog.myflorida.com'],
34741,FL Attorney General,Ashley Moody,['(866) 966-7226'],,
34741,FL Commissioner of Agriculture,"Nicole ""Nikki"" Fried",['(850) 617-7700'],['Nikki.Fried@FDACS.gov'],
34741,FL Supreme Court Justice,Alan Lawson,['(850) 921-1096'],['publicinformation@flcourts.org'],
34741,FL Chief Financial Officer,Carlos G. Muñiz,['(850) 488-0007'],['publicinformation@flcourts.org'],
32837,Governor of Florida,Ron DeSantis,['(850) 717-9337'],['governorron.desantis@eog.myflorida.com'],
32837,Lieutenant Governor of Florida,Jeanette Nuñez,['(850) 488-7146'],['ltgovernorjeanette.nunez@eog.myflorida.com'],
32837,FL Attorney General,Ashley Moody,['(866) 966-7226'],,
32837,FL Commissioner of Agriculture,"Nicole ""Nikki"" Fried",['(850) 617-7700'],['Nikki.Fried@FDACS.gov'],
32837,FL Supreme Court Justice,Alan Lawson,['(850) 921-1096'],['publicinformation@flcourts.org'],
32837,FL Chief Financial Officer,Carlos G. Muñiz,['(850) 488-0007'],['publicinformation@flcourts.org'],
32514,Governor of Florida,Ron DeSantis,['(850) 717-9337'],['governorron.desantis@eog.myflorida.com'],
32514,Lieutenant Governor of Florida,Jeanette Nuñez,['(850) 488-7146'],['ltgovernorjeanette.nunez@eog.myflorida.com'],
32514,FL Attorney General,Ashley Moody,['(866) 966-7226'],,
32514,FL Commissioner of Agriculture,"Nicole ""Nikki"" Fried",['(850) 617-7700'],['Nikki.Fried@FDACS.gov'],
32514,FL Supreme Court Justice,Alan Lawson,['(850) 921-1096'],['publicinformation@flcourts.org'],
32514,FL Chief Financial Officer,Carlos G. Muñiz,['(850) 488-0007'],['publicinformation@flcourts.org'],
32738,Governor of Florida,Ron DeSantis,['(850) 717-9337'],['governorron.desantis@eog.myflorida.com'],
32738,Lieutenant Governor of Florida,Jeanette Nuñez,['(850) 488-7146'],['ltgovernorjeanette.nunez@eog.myflorida.com'],
32738,FL Attorney General,Ashley Moody,['(866) 966-7226'],,
32738,FL Commissioner of Agriculture,"Nicole ""Nikki"" Fried",['(850) 617-7700'],['Nikki.Fried@FDACS.gov'],
32738,FL Supreme Court Justice,Alan Lawson,['(850) 921-1096'],['publicinformation@flcourts.org'],
32738,FL Chief Financial Officer,Carlos G. Muñiz,['(850) 488-0007'],['publicinformation@flcourts.org'],
33009,Governor of Florida,Ron DeSantis,['(850) 717-9337'],['governorron.desantis@eog.myflorida.com'],
33009,Lieutenant Governor of Florida,Jeanette Nuñez,['(850) 488-7146'],['ltgovernorjeanette.nunez@eog.myflorida.com'],
33009,FL Attorney General,Ashley Moody,['(866) 966-7226'],,
33009,FL Commissioner of Agriculture,"Nicole ""Nikki"" Fried",['(850) 617-7700'],['Nikki.Fried@FDACS.gov'],
33009,FL Supreme Court Justice,Alan Lawson,['(850) 921-1096'],['publicinformation@flcourts.org'],
33009,FL Chief Financial Officer,Carlos G. Muñiz,['(850) 488-0007'],['publicinformation@flcourts.org'],
32506,Governor of Florida,Ron DeSantis,['(850) 717-9337'],['governorron.desantis@eog.myflorida.com'],
32506,Lieutenant Governor of Florida,Jeanette Nuñez,['(850) 488-7146'],['ltgovernorjeanette.nunez@eog.myflorida.com'],
32506,FL Attorney General,Ashley Moody,['(866) 966-7226'],,
32506,FL Commissioner of Agriculture,"Nicole ""Nikki"" Fried",['(850) 617-7700'],['Nikki.Fried@FDACS.gov'],
32506,FL Supreme Court Justice,Alan Lawson,['(850) 921-1096'],['publicinformation@flcourts.org'],
32506,FL Chief Financial Officer,Carlos G. Muñiz,['(850) 488-0007'],['publicinformation@flcourts.org'],
33904,Governor of Florida,Ron DeSantis,['(850) 717-9337'],['governorron.desantis@eog.myflorida.com'],
33904,Lieutenant Governor of Florida,Jeanette Nuñez,['(850) 488-7146'],['ltgovernorjeanette.nunez@eog.myflorida.com'],
33904,FL Attorney General,Ashley Moody,['(866) 966-7226'],,
33904,FL Commissioner of Agriculture,"Nicole ""Nikki"" Fried",['(850) 617-7700'],['Nikki.Fried@FDACS.gov'],
33904,FL Supreme Court Justice,Alan Lawson,['(850) 921-1096'],['publicinformation@flcourts.org'],
33904,FL Chief Financial Officer,Carlos G. Muñiz,['(850) 488-0007'],['publicinformation@flcourts.org'],
32224,Governor of Florida,Ron DeSantis,['(850) 717-9337'],['governorron.desantis@eog.myflorida.com'],
32224,Lieutenant Governor of Florida,Jeanette Nuñez,['(850) 488-7146'],['ltgovernorjeanette.nunez@eog.myflorida.com'],
32224,FL Attorney General,Ashley Moody,['(866) 966-7226'],,
32224,FL Commissioner of Agriculture,"Nicole ""Nikki"" Fried",['(850) 617-7700'],['Nikki.Fried@FDACS.gov'],
32224,FL Supreme Court Justice,Alan Lawson,['(850) 921-1096'],['publicinformation@flcourts.org'],
32224,FL Chief Financial Officer,Carlos G. Muñiz,['(850) 488-0007'],['publicinformation@flcourts.org'],
32810,Governor of Florida,Ron DeSantis,['(850) 717-9337'],['governorron.desantis@eog.myflorida.com'],
32810,Lieutenant Governor of Florida,Jeanette Nuñez,['(850) 488-7146'],['ltgovernorjeanette.nunez@eog.myflorida.com'],
32810,FL Attorney General,Ashley Moody,['(866) 966-7226'],,
32810,FL Commissioner of Agriculture,"Nicole ""Nikki"" Fried",['(850) 617-7700'],['Nikki.Fried@FDACS.gov'],
32810,FL Supreme Court Justice,Alan Lawson,['(850) 921-1096'],['publicinformation@flcourts.org'],
32810,FL Chief Financial Officer,Carlos G. Muñiz,['(850) 488-0007'],['publicinformation@flcourts.org'],
32780,Governor of Florida,Ron DeSantis,['(850) 717-9337'],['governorron.desantis@eog.myflorida.com'],
32780,Lieutenant Governor of Florida,Jeanette Nuñez,['(850) 488-7146'],['ltgovernorjeanette.nunez@eog.myflorida.com'],
