zipcode,office,official,phones,emails,website
78539,TX Commissioner of Agriculture,Jane Bland,['(512) 463-1312'],,
78539,TX Supreme Court Chief Justice,Brett Busby,['(512) 463-1312'],,
78521,Governor of Texas,Greg Abbott,['(512) 463-2000'],,
78521,Lieutenant Governor of Texas,Dan Patrick,['(512) 463-0001'],['LTGConstituent.Affairs@ltgov.texas.gov'],
78521,TX Comptroller of Public Accounts,Glenn Hegar,['(512) 463-4444'],,
78521,TX Commissioner of General Land Office,George P. Bush,['(800) 998-4456'],,
78521,TX Supreme Court Associate Justice,Eva Guzman,['(512) 463-1312'],,
78521,TX Railroad Commissioner,Debra Lehrmann,['(512) 463-1312'],,
78521,TX Attorney General,Jeffrey S. Boyd,['(512) 463-1312'],,
78521,TX Commissioner of Agriculture,Jane Bland,['(512) 463-1312'],,
78521,TX Supreme Court Chief Justice,Brett Busby,['(512) 463-1312'],,
77036,Governor of Texas,Greg Abbott,['(512) 463-2000'],,
77036,Lieutenant Governor of Texas,Dan Patrick,['(512) 463-0001'],['LTGConstituent.Affairs@ltgov.texas.gov'],
77036,TX Comptroller of Public Accounts,Glenn Hegar,['(512) 463-4444'],,
77036,TX Commissioner of General Land Office,George P. Bush,['(800) 998-4456'],,
77036,TX Supreme Court Associate Justice,Eva Guzman,['(512) 463-1312'],,
77036,TX Railroad Commissioner,Debra Lehrmann,['(512) 463-1312'],,
77036,TX Attorney General,Jeffrey S. Boyd,['(512) 463-1312'],,
77036,TX Commissioner of Agriculture,Jane Bland,['(512) 463-1312'],,
77036,TX Supreme Court Chief Justice,Brett Busby,['(512) 463-1312'],,
77036,Houston Mayor,Paul W. Green,['(512) 463-1312'],,
77036,Houston City Council Member,John Phillip Devine,['(512) 463-1312'],,
77036,Houston City Controller,Jimmy Blacklock,['(512) 463-1312'],,
75217,Governor of Texas,Greg Abbott,['(512) 463-2000'],,
75217,Lieutenant Governor of Texas,Dan Patrick,['(512) 463-0001'],['LTGConstituent.Affairs@ltgov.texas.gov'],
75217,TX Comptroller of Public Accounts,Glenn Hegar,['(512) 463-4444'],,
75217,TX Commissioner of General Land Office,George P. Bush,['(800) 998-4456'],,
75217,TX Supreme Court Associate Justice,Eva Guzman,['(512) 463-1312'],,
75217,TX Railroad Commissioner,Debra Lehrmann,['(512) 463-1312'],,
75217,TX Attorney General,Jeffrey S. Boyd,['(512) 463-1312'],,
75217,TX Commissioner of Agriculture,Jane Bland,['(512) 463-1312'],,
75217,TX Supreme Court Chief Justice,Brett Busby,['(512) 463-1312'],,
78250,Governor of Texas,Greg Abbott,['(512) 463-2000'],,
78250,Lieutenant Governor of Texas,Dan Patrick,['(512) 463-0001'],['LTGConstituent.Affairs@ltgov.texas.gov'],
78250,TX Comptroller of Public Accounts,Glenn Hegar,['(512) 463-4444'],,
78250,TX Commissioner of General Land Office,George P. Bush,['(800) 998-4456'],,
78250,TX Supreme Court Associate Justice,Eva Guzman,['(512) 463-1312'],,
78250,TX Railroad Commissioner,Debra Lehrmann,['(512) 463-1312'],,
78250,TX Attorney General,Jeffrey S. Boyd,['(512) 463-1312'],,
78250,TX Commissioner of Agriculture,Jane Bland,['(512) 463-1312'],,
78250,TX Supreme Court Chief Justice,Brett Busby,['(512) 463-1312'],,
78250,San Antonio Mayor,Paul W. Green,['(512) 463-1312'],,
77478,Governor of Texas,Greg Abbott,['(512) 463-2000'],,
77478,Lieutenant Governor of Texas,Dan Patrick,['(512) 463-0001'],['LTGConstituent.Affairs@ltgov.texas.gov'],
77478,TX Comptroller of Public Accounts,Glenn Hegar,['(512) 463-4444'],,
77478,TX Commissioner of General Land Office,George P. Bush,['(800) 998-4456'],,
77478,TX Supreme Court Associate Justice,Eva Guzman,['(512) 463-1312'],,
77478,TX Railroad Commissioner,Debra Lehrmann,['(512) 463-1312'],,
77478,TX Attorney General,Jeffrey S. Boyd,['(512) 463-1312'],,
77478,TX Commissioner of Agriculture,Jane Bland,['(512) 463-1312'],,
77478,TX Supreme Court Chief Justice,Brett Busby,['(512) 463-1312'],,
77083,Governor of Texas,Greg Abbott,['(512) 463-2000'],,
77083,Lieutenant Governor of Texas,Dan Patrick,['(512) 463-0001'],['LTGConstituent.Affairs@ltgov.texas.gov'],
77083,TX Comptroller of Public Accounts,Glenn Hegar,['(512) 463-4444'],,
77083,TX Commissioner of General Land Office,George P. Bush,['(800) 998-4456'],,
77083,TX Supreme Court Associate Justice,Eva Guzman,['(512) 463-1312'],,
77083,TX Railroad Commissioner,Debra Lehrmann,['(512) 463-1312'],,
77083,TX Attorney General,Jeffrey S. Boyd,['(512) 463-1312'],,
77083,TX Commissioner of Agriculture,Jane Bland,['(512) 463-1312'],,
77083,TX Supreme Court Chief Justice,Brett Busby,['(512) 463-1312'],,
77072,Governor of Texas,Greg Abbott,['(512) 463-2000'],,
77072,Lieutenant Governor of Texas,Dan Patrick,['(512) 463-0001'],['LTGConstituent.Affairs@ltgov.texas.gov'],
77072,TX Comptroller of Public Accounts,Glenn Hegar,['(512) 463-4444'],,
77072,TX Commissioner of General Land Office,George P. Bush,['(800) 998-4456'],,
77072,TX Supreme Court Associate Justice,Eva Guzman,['(512) 463-1312'],,
77072,TX Railroad Commissioner,Debra Lehrmann,['(512) 463-1312'],,
77072,TX Attorney General,Jeffrey S. Boyd,['(512) 463-1312'],,
77072,TX Commissioner of Agriculture,Jane Bland,['(512) 463-1312'],,
77072,TX Supreme Court Chief Justice,Brett Busby,['(512) 463-1312'],,
76106,Governor of Texas,Greg Abbott,['(512) 463-2000'],,
76106,Lieutenant Governor of Texas,Dan Patrick,['(512) 463-0001'],['LTGConstituent.Affairs@ltgov.texas.gov'],
76106,TX Comptroller of Public Accounts,Glenn Hegar,['(512) 463-4444'],,
76106,TX Commissioner of General Land Office,George P. Bush,['(800) 998-4456'],,
76106,TX Supreme Court Associate Justice,Eva Guzman,['(512) 463-1312'],,
76106,TX Railroad Commissioner,Debra Lehrmann,['(512) 463-1312'],,
76106,TX Attorney General,Jeffrey S. Boyd,['(512) 463-1312'],,
76106,TX Commissioner of Agriculture,Jane Bland,['(512) 463-1312'],,
76106,TX Supreme Court Chief Justice,Brett Busby,['(512) 463-1312'],,
78666,Governor of Texas,Greg Abbott,['(512) 463-2000'],,
78666,Lieutenant Governor of Texas,Dan Patrick,['(512) 463-0001'],['LTGConstituent.Affairs@ltgov.texas.gov'],
78666,TX Comptroller of Public Accounts,Glenn Hegar,['(512) 463-4444'],,
78666,TX Commissioner of General Land Office,George P. Bush,['(800) 998-4456'],,
78666,TX Supreme Court Associate Justice,Eva Guzman,['(512) 463-1312'],,
78666,TX Railroad Commissioner,Debra Lehrmann,['(512) 463-1312'],,
78666,TX Attorney General,Jeffrey S. Boyd,['(512) 463-1312'],,
78666,TX Commissioner of Agriculture,Jane Bland,['(512) 463-1312'],,
78666,TX Supreme Court Chief Justice,Brett Busby,['(512) 463-1312'],,
78596,Governor of Texas,Greg Abbott,['(512) 463-2000'],,
78596,Lieutenant Governor of Texas,Dan Patrick,['(512) 463-0001'],['LTGConstituent.Affairs@ltgov.texas.gov'],
78596,TX Comptroller of Public Accounts,Glenn Hegar,['(512) 463-4444'],,
78596,TX Commissioner of General Land Office,George P. Bush,['(800) 998-4456'],,
78596,TX Supreme Court Associate Justice,Eva Guzman,['(512) 463-1312'],,
78596,TX Railroad Commissioner,Debra Lehrmann,['(512) 463-1312'],,
78596,TX Attorney General,Jeffrey S. Boyd,['(512) 463-1312'],,
78596,TX Commissioner of Agriculture,Jane Bland,['(512) 463-1312'],,
78596,TX Supreme Court Chief Justice,Brett Busby,['(512) 463-1312'],,
78550,Governor of Texas,Greg Abbott,['(512) 463-2000'],,
78550,Lieutenant Governor of Texas,Dan Patrick,['(512) 463-0001'],['LTGConstituent.Affairs@ltgov.texas.gov'],
78550,TX Comptroller of Public Accounts,Glenn Hegar,['(512) 463-4444'],,
78550,TX Commissioner of General Land Office,George P. Bush,['(800) 998-4456'],,
78550,TX Supreme Court Associate Justice,Eva Guzman,['(512) 463-1312'],,
78550,TX Railroad Commissioner,Debra Lehrmann,['(512) 463-1312'],,
78550,TX Attorney General,Jeffrey S. Boyd,['(512) 463-1312'],,
78550,TX Commissioner of Agriculture,Jane Bland,['(512) 463-1312'],,
78550,TX Supreme Court Chief Justice,Brett Busby,['(512) 463-1312'],,
77015,Governor of Texas,Greg Abbott,['(512) 463-2000'],,
77015,Lieutenant Governor of Texas,Dan Patrick,['(512) 463-0001'],['LTGConstituent.Affairs@ltgov.texas.gov'],
77015,TX Comptroller of Public Accounts,Glenn Hegar,['(512) 463-4444'],,
77015,TX Commissioner of General Land Office,George P. Bush,['(800) 998-4456'],,
77015,TX Supreme Court Associate Justice,Eva Guzman,['(512) 463-1312'],,
77015,TX Railroad Commissioner,Debra Lehrmann,['(512) 463-1312'],,
77015,TX Attorney General,Jeffrey S. Boyd,['(512) 463-1312'],,
77015,TX Commissioner of Agriculture,Jane Bland,['(512) 463-1312'],,
77015,TX Supreme Court Chief Justice,Brett Busby,['(512) 463-1312'],,
75220,Governor of Texas,Greg Abbott,['(512) 463-2000'],,
75220,Lieutenant Governor of Texas,Dan Patrick,['(512) 463-0001'],['LTGConstituent.Affairs@ltgov.texas.gov'],
75220,TX Comptroller of Public Accounts,Glenn Hegar,['(512) 463-4444'],,
75220,TX Commissioner of General Land Office,George P. Bush,['(800) 998-4456'],,
75220,TX Supreme Court Associate Justice,Eva Guzman,['(512) 463-1312'],,
75220,TX Railroad Commissioner,Debra Lehrmann,['(512) 463-1312'],,
75220,TX Attorney General,Jeffrey S. Boyd,['(512) 463-1312'],,
75220,TX Commissioner of Agriculture,Jane Bland,['(512) 463-1312'],,
75220,TX Supreme Court Chief Justice,Brett Busby,['(512) 463-1312'],,
75007,Governor of Texas,Greg Abbott,['(512) 463-2000'],,
75007,Lieutenant Governor of Texas,Dan Patrick,['(512) 463-0001'],['LTGConstituent.Affairs@ltgov.texas.gov'],
75007,TX Comptroller of Public Accounts,Glenn Hegar,['(512) 463-4444'],,
75007,TX Commissioner of General Land Office,George P. Bush,['(800) 998-4456'],,
75007,TX Supreme Court Associate Justice,Eva Guzman,['(512) 463-1312'],,
75007,TX Railroad Commissioner,Debra Lehrmann,['(512) 463-1312'],,
75007,TX Attorney General,Jeffrey S. Boyd,['(512) 463-1312'],,
75007,TX Commissioner of Agriculture,Jane Bland,['(512) 463-1312'],,
75007,TX Supreme Court Chief Justice,Brett Busby,['(512) 463-1312'],,
76133,Governor of Texas,Greg Abbott,['(512) 463-2000'],,
76133,Lieutenant Governor of Texas,Dan Patrick,['(512) 463-0001'],['LTGConstituent.Affairs@ltgov.texas.gov'],
76133,TX Comptroller of Public Accounts,Glenn Hegar,['(512) 463-4444'],,
76133,TX Commissioner of General Land Office,George P. Bush,['(800) 998-4456'],,
76133,TX Supreme Court Associate Justice,Eva Guzman,['(512) 463-1312'],,
76133,TX Railroad Commissioner,Debra Lehrmann,['(512) 463-1312'],,
76133,TX Attorney General,Jeffrey S. Boyd,['(512) 463-1312'],,
76133,TX Commissioner of Agriculture,Jane Bland,['(512) 463-1312'],,
76133,TX Supreme Court Chief Justice,Brett Busby,['(512) 463-1312'],,
76133,Fort Worth Mayor,Paul W. Green,['(512) 463-1312'],,
78586,Governor of Texas,Greg Abbott,['(512) 463-2000'],,
78586,Lieutenant Governor of Texas,Dan Patrick,['(512) 463-0001'],['LTGConstituent.Affairs@ltgov.texas.gov'],
78586,TX Comptroller of Public Accounts,Glenn Hegar,['(512) 463-4444'],,
78586,TX Commissioner of General Land Office,George P. Bush,['(800) 998-4456'],,
78586,TX Supreme Court Associate Justice,Eva Guzman,['(512) 463-1312'],,
78586,TX Railroad Commissioner,Debra Lehrmann,['(512) 463-1312'],,
78586,TX Attorney General,Jeffrey S. Boyd,['(512) 463-1312'],,
78586,TX Commissioner of Agriculture,Jane Bland,['(512) 463-1312'],,
78586,TX Supreme Court Chief Justice,Brett Busby,['(512) 463-1312'],,
76116,Governor of Texas,Greg Abbott,['(512) 463-2000'],,
76116,Lieutenant Governor of Texas,Dan Patrick,['(512) 463-0001'],['LTGConstituent.Affairs@ltgov.texas.gov'],
76116,TX Comptroller of Public Accounts,Glenn Hegar,['(512) 463-4444'],,
76116,TX Commissioner of General Land Office,George P. Bush,['(800) 998-4456'],,
76116,TX Supreme Court Associate Justice,Eva Guzman,['(512) 463-1312'],,
76116,TX Railroad Commissioner,Debra Lehrmann,['(512) 463-1312'],,
76116,TX Attorney General,Jeffrey S. Boyd,['(512) 463-1312'],,
76116,TX Commissioner of Agriculture,Jane Bland,['(512) 463-1312'],,
76116,TX Supreme Court Chief Justice,Brett Busby,['(512) 463-1312'],,
75287,Governor of Texas,Greg Abbott,['(512) 463-2000'],,
75287,Lieutenant Governor of Texas,Dan Patrick,['(512) 463-0001'],['LTGConstituent.Affairs@ltgov.texas.gov'],
75287,TX Comptroller of Public Accounts,Glenn Hegar,['(512) 463-4444'],,
75287,TX Commissioner of General Land Office,George P. Bush,['(800) 998-4456'],,
75287,TX Supreme Court Associate Justice,Eva Guzman,['(512) 463-1312'],,
75287,TX Railroad Commissioner,Debra Lehrmann,['(512) 463-1312'],,
75287,TX Attorney General,Jeffrey S. Boyd,['(512) 463-1312'],,
75287,TX Commissioner of Agriculture,Jane Bland,['(512) 463-1312'],,
75287,TX Supreme Court Chief Justice,Brett Busby,['(512) 463-1312'],,
75287,Dallas Mayor,Paul W. Green,['(512) 463-1312'],,
75060,Governor of Texas,Greg Abbott,['(512) 463-2000'],,
75060,Lieutenant Governor of Texas,Dan Patrick,['(512) 463-0001'],['LTGConstituent.Affairs@ltgov.texas.gov'],
75060,TX Comptroller of Public Accounts,Glenn Hegar,['(512) 463-4444'],,
75060,TX Commissioner of General Land Office,George P. Bush,['(800) 998-4456'],,
75060,TX Supreme Court Associate Justice,Eva Guzman,['(512) 463-1312'],,
75060,TX Railroad Commissioner,Debra Lehrmann,['(512) 463-1312'],,
75060,TX Attorney General,Jeffrey S. Boyd,['(512) 463-1312'],,
75060,TX Commissioner of Agriculture,Jane Bland,['(512) 463-1312'],,
75060,TX Supreme Court Chief Justice,Brett Busby,['(512) 463-1312'],,
78840,Governor of Texas,Greg Abbott,['(512) 463-2000'],,
78840,Lieutenant Governor of Texas,Dan Patrick,['(512) 463-0001'],['LTGConstituent.Affairs@ltgov.texas.gov'],
78840,TX Comptroller of Public Accounts,Glenn Hegar,['(512) 463-4444'],,
78840,TX Commissioner of General Land Office,George P. Bush,['(800) 998-4456'],,
78840,TX Supreme Court Associate Justice,Eva Guzman,['(512) 463-1312'],,
78840,TX Railroad Commissioner,Debra Lehrmann,['(512) 463-1312'],,
78840,TX Attorney General,Jeffrey S. Boyd,['(512) 463-1312'],,
78840,TX Commissioner of Agriculture,Jane Bland,['(512) 463-1312'],,
78840,TX Supreme Court Chief Justice,Brett Busby,['(512) 463-1312'],,
76051,Governor of Texas,Greg Abbott,['(512) 463-2000'],,
76051,Lieutenant Governor of Texas,Dan Patrick,['(512) 463-0001'],['LTGConstituent.Affairs@ltgov.texas.gov'],
76051,TX Comptroller of Public Accounts,Glenn Hegar,['(512) 463-4444'],,
76051,TX Commissioner of General Land Office,George P. Bush,['(800) 998-4456'],,
76051,TX Supreme Court Associate Justice,Eva Guzman,['(512) 463-1312'],,
76051,TX Railroad Commissioner,Debra Lehrmann,['(512) 463-1312'],,
76051,TX Attorney General,Jeffrey S. Boyd,['(512) 463-1312'],,
76051,TX Commissioner of Agriculture,Jane Bland,['(512) 463-1312'],,
76051,TX Supreme Court Chief Justice,Brett Busby,['(512) 463-1312'],,
75062,Governor of Texas,Greg Abbott,['(512) 463-2000'],,
75062,Lieutenant Governor of Texas,Dan Patrick,['(512) 463-0001'],['LTGConstituent.Affairs@ltgov.texas.gov'],
75062,TX Comptroller of Public Accounts,Glenn Hegar,['(512) 463-4444'],,
75062,TX Commissioner of General Land Office,George P. Bush,['(800) 998-4456'],,
75062,TX Supreme Court Associate Justice,Eva Guzman,['(512) 463-1312'],,
75062,TX Railroad Commissioner,Debra Lehrmann,['(512) 463-1312'],,
75062,TX Attorney General,Jeffrey S. Boyd,['(512) 463-1312'],,
75062,TX Commissioner of Agriculture,Jane Bland,['(512) 463-1312'],,
75062,TX Supreme Court Chief Justice,Brett Busby,['(512) 463-1312'],,
79925,Governor of Texas,Greg Abbott,['(512) 463-2000'],,
79925,Lieutenant Governor of Texas,Dan Patrick,['(512) 463-0001'],['LTGConstituent.Affairs@ltgov.texas.gov'],
79925,TX Comptroller of Public Accounts,Glenn Hegar,['(512) 463-4444'],,
79925,TX Commissioner of General Land Office,George P. Bush,['(800) 998-4456'],,
79925,TX Supreme Court Associate Justice,Eva Guzman,['(512) 463-1312'],,
79925,TX Railroad Commissioner,Debra Lehrmann,['(512) 463-1312'],,
79925,TX Attorney General,Jeffrey S. Boyd,['(512) 463-1312'],,
79925,TX Commissioner of Agriculture,Jane Bland,['(512) 463-1312'],,
79925,TX Supreme Court Chief Justice,Brett Busby,['(512) 463-1312'],,
76119,Governor of Texas,Greg Abbott,['(512) 463-2000'],,
76119,Lieutenant Governor of Texas,Dan Patrick,['(512) 463-0001'],['LTGConstituent.Affairs@ltgov.texas.gov'],
76119,TX Comptroller of Public Accounts,Glenn Hegar,['(512) 463-4444'],,
76119,TX Commissioner of General Land Office,George P. Bush,['(800) 998-4456'],,
76119,TX Supreme Court Associate Justice,Eva Guzman,['(512) 463-1312'],,
76119,TX Railroad Commissioner,Debra Lehrmann,['(512) 463-1312'],,
76119,TX Attorney General,Jeffrey S. Boyd,['(512) 463-1312'],,
76119,TX Commissioner of Agriculture,Jane Bland,['(512) 463-1312'],,
76119,TX Supreme Court Chief Justice,Brett Busby,['(512) 463-1312'],,
77901,Governor of Texas,Greg Abbott,['(512) 463-2000'],,
77901,Lieutenant Governor of Texas,Dan Patrick,['(512) 463-0001'],['LTGConstituent.Affairs@ltgov.texas.gov'],
77901,TX Comptroller of Public Accounts,Glenn Hegar,['(512) 463-4444'],,
77901,TX Commissioner of General Land Office,George P. Bush,['(800) 998-4456'],,
77901,TX Supreme Court Associate Justice,Eva Guzman,['(512) 463-1312'],,
77901,TX Railroad Commissioner,Debra Lehrmann,['(512) 463-1312'],,
77901,TX Attorney General,Jeffrey S. Boyd,['(512) 463-1312'],,
77901,TX Commissioner of Agriculture,Jane Bland,['(512) 463-1312'],,
77901,TX Supreme Court Chief Justice,Brett Busby,['(512) 463-1312'],,
76031,Governor of Texas,Greg Abbott,['(512) 463-2000'],,
76031,Lieutenant Governor of Texas,Dan Patrick,['(512) 463-0001'],['LTGConstituent.Affairs@ltgov.texas.gov'],
76031,TX Comptroller of Public Accounts,Glenn Hegar,['(512) 463-4444'],,
76031,TX Commissioner of General Land Office,George P. Bush,['(800) 998-4456'],,
76031,TX Supreme Court Associate Justice,Eva Guzman,['(512) 463-1312'],,
76031,TX Railroad Commissioner,Debra Lehrmann,['(512) 463-1312'],,
76031,TX Attorney General,Jeffrey S. Boyd,['(512) 463-1312'],,
76031,TX Commissioner of Agriculture,Jane Bland,['(512) 463-1312'],,
76031,TX Supreme Court Chief Justice,Brett Busby,['(512) 463-1312'],,
77521,Governor of Texas,Greg Abbott,['(512) 463-2000'],,
77521,Lieutenant Governor of Texas,Dan Patrick,['(512) 463-0001'],['LTGConstituent.Affairs@ltgov.texas.gov'],
77521,TX Comptroller of Public Accounts,Glenn Hegar,['(512) 463-4444'],,
77521,TX Commissioner of General Land Office,George P. Bush,['(800) 998-4456'],,
77521,TX Supreme Court Associate Justice,Eva Guzman,['(512) 463-1312'],,
77521,TX Railroad Commissioner,Debra Lehrmann,['(512) 463-1312'],,
77521,TX Attorney General,Jeffrey S. Boyd,['(512) 463-1312'],,
77521,TX Commissioner of Agriculture,Jane Bland,['(512) 463-1312'],,
77521,TX Supreme Court Chief Justice,Brett Busby,['(512) 463-1312'],,
77092,Governor of Texas,Greg Abbott,['(512) 463-2000'],,
77092,Lieutenant Governor of Texas,Dan Patrick,['(512) 463-0001'],['LTGConstituent.Affairs@ltgov.texas.gov'],
77092,TX Comptroller of Public Accounts,Glenn Hegar,['(512) 463-4444'],,
77092,TX Commissioner of General Land Office,George P. Bush,['(800) 998-4456'],,
77092,TX Supreme Court Associate Justice,Eva Guzman,['(512) 463-1312'],,
77092,TX Railroad Commissioner,Debra Lehrmann,['(512) 463-1312'],,
77092,TX Attorney General,Jeffrey S. Boyd,['(512) 463-1312'],,
77092,TX Commissioner of Agriculture,Jane Bland,['(512) 463-1312'],,
77092,TX Supreme Court Chief Justice,Brett Busby,['(512) 463-1312'],,
77092,Houston Mayor,Paul W. Green,['(512) 463-1312'],,
77092,Houston City Council Member,John Phillip Devine,['(512) 463-1312'],,
77092,Houston City Controller,Jimmy Blacklock,['(512) 463-1312'],,
75050,Governor of Texas,Greg Abbott,['(512) 463-2000'],,
75050,Lieutenant Governor of Texas,Dan Patrick,['(512) 463-0001'],['LTGConstituent.Affairs@ltgov.texas.gov'],
75050,TX Comptroller of Public Accounts,Glenn Hegar,['(512) 463-4444'],,
75050,TX Commissioner of General Land Office,George P. Bush,['(800) 998-4456'],,
75050,TX Supreme Court Associate Justice,Eva Guzman,['(512) 463-1312'],,
75050,TX Railroad Commissioner,Debra Lehrmann,['(512) 463-1312'],,
75050,TX Attorney General,Jeffrey S. Boyd,['(512) 463-1312'],,
75050,TX Commissioner of Agriculture,Jane Bland,['(512) 463-1312'],,
75050,TX Supreme Court Chief Justice,Brett Busby,['(512) 463-1312'],,
78230,Governor of Texas,Greg Abbott,['(512) 463-2000'],,
78230,Lieutenant Governor of Texas,Dan Patrick,['(512) 463-0001'],['LTGConstituent.Affairs@ltgov.texas.gov'],
78230,TX Comptroller of Public Accounts,Glenn Hegar,['(512) 463-4444'],,
78230,TX Commissioner of General Land Office,George P. Bush,['(800) 998-4456'],,
78230,TX Supreme Court Associate Justice,Eva Guzman,['(512) 463-1312'],,
78230,TX Railroad Commissioner,Debra Lehrmann,['(512) 463-1312'],,
78230,TX Attorney General,Jeffrey S. Boyd,['(512) 463-1312'],,
78230,TX Commissioner of Agriculture,Jane Bland,['(512) 463-1312'],,
78230,TX Supreme Court Chief Justice,Brett Busby,['(512) 463-1312'],,
76205,Governor of Texas,Greg Abbott,['(512) 463-2000'],,
76205,Lieutenant Governor of Texas,Dan Patrick,['(512) 463-0001'],['LTGConstituent.Affairs@ltgov.texas.gov'],
76205,TX Comptroller of Public Accounts,Glenn Hegar,['(512) 463-4444'],,
76205,TX Commissioner of General Land Office,George P. Bush,['(800) 998-4456'],,
76205,TX Supreme Court Associate Justice,Eva Guzman,['(512) 463-1312'],,
76205,TX Railroad Commissioner,Debra Lehrmann,['(512) 463-1312'],,
76205,TX Attorney General,Jeffrey S. Boyd,['(512) 463-1312'],,
76205,TX Commissioner of Agriculture,Jane Bland,['(512) 463-1312'],,
76205,TX Supreme Court Chief Justice,Brett Busby,['(512) 463-1312'],,
76205,Denton Mayor,Paul W. Green,['(512) 463-1312'],,
76205,Denton City Council Member,John Phillip Devine,['(512) 463-1312'],,
75248,Governor of Texas,Greg Abbott,['(512) 463-2000'],,
75248,Lieutenant Governor of Texas,Dan Patrick,['(512) 463-0001'],['LTGConstituent.Affairs@ltgov.texas.gov'],
75248,TX Comptroller of Public Accounts,Glenn Hegar,['(512) 463-4444'],,
75248,TX Commissioner of General Land Office,George P. Bush,['(800) 998-4456'],,
75248,TX Supreme Court Associate Justice,Eva Guzman,['(512) 463-1312'],,
75248,TX Railroad Commissioner,Debra Lehrmann,['(512) 463-1312'],,
75248,TX Attorney General,Jeffrey S. Boyd,['(512) 463-1312'],,
75248,TX Commissioner of Agriculture,Jane Bland,['(512) 463-1312'],,
75248,TX Supreme Court Chief Justice,Brett Busby,['(512) 463-1312'],,
75248,Dallas Mayor,Paul W. Green,['(512) 463-1312'],,
77459,Governor of Texas,Greg Abbott,['(512) 463-2000'],,
77459,Lieutenant Governor of Texas,Dan Patrick,['(512) 463-0001'],['LTGConstituent.Affairs@ltgov.texas.gov'],
77459,TX Comptroller of Public Accounts,Glenn Hegar,['(512) 463-4444'],,
77459,TX Commissioner of General Land Office,George P. Bush,['(800) 998-4456'],,
77459,TX Supreme Court Associate Justice,Eva Guzman,['(512) 463-1312'],,
77459,TX Railroad Commissioner,Debra Lehrmann,['(512) 463-1312'],,
77459,TX Attorney General,Jeffrey S. Boyd,['(512) 463-1312'],,
77459,TX Commissioner of Agriculture,Jane Bland,['(512) 463-1312'],,
77459,TX Supreme Court Chief Justice,Brett Busby,['(512) 463-1312'],,
75961,Governor of Texas,Greg Abbott,['(512) 463-2000'],,
75961,Lieutenant Governor of Texas,Dan Patrick,['(512) 463-0001'],['LTGConstituent.Affairs@ltgov.texas.gov'],
75961,TX Comptroller of Public Accounts,Glenn Hegar,['(512) 463-4444'],,
75961,TX Commissioner of General Land Office,George P. Bush,['(800) 998-4456'],,
75961,TX Supreme Court Associate Justice,Eva Guzman,['(512) 463-1312'],,
75961,TX Railroad Commissioner,Debra Lehrmann,['(512) 463-1312'],,
75961,TX Attorney General,Jeffrey S. Boyd,['(512) 463-1312'],,
75961,TX Commissioner of Agriculture,Jane Bland,['(512) 463-1312'],,
75961,TX Supreme Court Chief Justice,Brett Busby,['(512) 463-1312'],,
77017,Governor of Texas,Greg Abbott,['(512) 463-2000'],,
77017,Lieutenant Governor of Texas,Dan Patrick,['(512) 463-0001'],['LTGConstituent.Affairs@ltgov.texas.gov'],
77017,TX Comptroller of Public Accounts,Glenn Hegar,['(512) 463-4444'],,
77017,TX Commissioner of General Land Office,George P. Bush,['(800) 998-4456'],,
