zipcode,office,official,phones,emails,website
43081,OH Supreme Court Chief Justice,Maureen O'Connor,['(614) 387-9000'],,
43081,OH Attorney General,Dave Yost,['(800) 282-0515'],,
43081,OH Secretary of State,Frank LaRose,['(614) 466-2655'],,
43081,OH State Auditor,Keith Faber,['(800) 282-0370'],,
43081,OH State Treasurer,Robert Sprague,['(800) 228-1102'],['constituentaffairs@tos.ohio.gov'],
43081,OH State Board of Education Member,Mark Lamoncha,['(614) 728-2754'],['Mark.Lamoncha@education.ohio.gov'],
43081,OH Supreme Court Associate Justice,Reginald Wilkinson,['(614) 728-2754'],['Reginald.Wilkinson@education.ohio.gov'],
44077,Governor of Ohio,Mike DeWine,['(614) 644-4357'],,
44077,Lieutenant Governor of Ohio,Jon Husted,['(614) 644-4357'],,
44077,OH Supreme Court Chief Justice,Maureen O'Connor,['(614) 387-9000'],,
44077,OH Attorney General,Dave Yost,['(800) 282-0515'],,
44077,OH Secretary of State,Frank LaRose,['(614) 466-2655'],,
44077,OH State Auditor,Keith Faber,['(800) 282-0370'],,
44077,OH State Treasurer,Robert Sprague,['(800) 228-1102'],['constituentaffairs@tos.ohio.gov'],
44077,OH State Board of Education Member,Mark Lamoncha,['(614) 728-2754'],['Mark.Lamoncha@education.ohio.gov'],
44077,OH Supreme Court Associate Justice,Reginald Wilkinson,['(614) 728-2754'],['Reginald.Wilkinson@education.ohio.gov'],
43123,Governor of Ohio,Mike DeWine,['(614) 644-4357'],,
43123,Lieutenant Governor of Ohio,Jon Husted,['(614) 644-4357'],,
43123,OH Supreme Court Chief Justice,Maureen O'Connor,['(614) 387-9000'],,
43123,OH Attorney General,Dave Yost,['(800) 282-0515'],,
43123,OH Secretary of State,Frank LaRose,['(614) 466-2655'],,
43123,OH State Auditor,Keith Faber,['(800) 282-0370'],,
43123,OH State Treasurer,Robert Sprague,['(800) 228-1102'],['constituentaffairs@tos.ohio.gov'],
43123,OH State Board of Education Member,Mark Lamoncha,['(614) 728-2754'],['Mark.Lamoncha@education.ohio.gov'],
43123,OH Supreme Court Associate Justice,Reginald Wilkinson,['(614) 728-2754'],['Reginald.Wilkinson@education.ohio.gov'],
43068,Governor of Ohio,Mike DeWine,['(614) 644-4357'],,
43068,Lieutenant Governor of Ohio,Jon Husted,['(614) 644-4357'],,
43068,OH Supreme Court Chief Justice,Maureen O'Connor,['(614) 387-9000'],,
43068,OH Attorney General,Dave Yost,['(800) 282-0515'],,
43068,OH Secretary of State,Frank LaRose,['(614) 466-2655'],,
43068,OH State Auditor,Keith Faber,['(800) 282-0370'],,
43068,OH State Treasurer,Robert Sprague,['(800) 228-1102'],['constituentaffairs@tos.ohio.gov'],
43068,OH State Board of Education Member,Mark Lamoncha,['(614) 728-2754'],['Mark.Lamoncha@education.ohio.gov'],
43068,OH Supreme Court Associate Justice,Reginald Wilkinson,['(614) 728-2754'],['Reginald.Wilkinson@education.ohio.gov'],
43229,Governor of Ohio,Mike DeWine,['(614) 644-4357'],,
43229,Lieutenant Governor of Ohio,Jon Husted,['(614) 644-4357'],,
43229,OH Supreme Court Chief Justice,Maureen O'Connor,['(614) 387-9000'],,
43229,OH Attorney General,Dave Yost,['(800) 282-0515'],,
43229,OH Secretary of State,Frank LaRose,['(614) 466-2655'],,
43229,OH State Auditor,Keith Faber,['(800) 282-0370'],,
43229,OH State Treasurer,Robert Sprague,['(800) 228-1102'],['constituentaffairs@tos.ohio.gov'],
43229,OH State Board of Education Member,Mark Lamoncha,['(614) 728-2754'],['Mark.Lamoncha@education.ohio.gov'],
43229,OH Supreme Court Associate Justice,Reginald Wilkinson,['(614) 728-2754'],['Reginald.Wilkinson@education.ohio.gov'],
44109,Governor of Ohio,Mike DeWine,['(614) 644-4357'],,
44109,Lieutenant Governor of Ohio,Jon Husted,['(614) 644-4357'],,
44109,OH Supreme Court Chief Justice,Maureen O'Connor,['(614) 387-9000'],,
44109,OH Attorney General,Dave Yost,['(800) 282-0515'],,
44109,OH Secretary of State,Frank LaRose,['(614) 466-2655'],,
44109,OH State Auditor,Keith Faber,['(800) 282-0370'],,
44109,OH State Treasurer,Robert Sprague,['(800) 228-1102'],['constituentaffairs@tos.ohio.gov'],
44109,OH State Board of Education Member,Mark Lamoncha,['(614) 728-2754'],['Mark.Lamoncha@education.ohio.gov'],
44109,OH Supreme Court Associate Justice,Reginald Wilkinson,['(614) 728-2754'],['Reginald.Wilkinson@education.ohio.gov'],
44109,Cleveland Mayor,Martha Manchester,['(614) 728-2754'],['Martha.Manchester@education.ohio.gov'],
44646,Governor of Ohio,Mike DeWine,['(614) 644-4357'],,
44646,Lieutenant Governor of Ohio,Jon Husted,['(614) 644-4357'],,
44646,OH Supreme Court Chief Justice,Maureen O'Connor,['(614) 387-9000'],,
44646,OH Attorney General,Dave Yost,['(800) 282-0515'],,
44646,OH Secretary of State,Frank LaRose,['(614) 466-2655'],,
44646,OH State Auditor,Keith Faber,['(800) 282-0370'],,
44646,OH State Treasurer,Robert Sprague,['(800) 228-1102'],['constituentaffairs@tos.ohio.gov'],
44646,OH State Board of Education Member,Mark Lamoncha,['(614) 728-2754'],['Mark.Lamoncha@education.ohio.gov'],
44646,OH Supreme Court Associate Justice,Reginald Wilkinson,['(614) 728-2754'],['Reginald.Wilkinson@education.ohio.gov'],
45044,Governor of Ohio,Mike DeWine,['(614) 644-4357'],,
45044,Lieutenant Governor of Ohio,Jon Husted,['(614) 644-4357'],,
45044,OH Supreme Court Chief Justice,Maureen O'Connor,['(614) 387-9000'],,
45044,OH Attorney General,Dave Yost,['(800) 282-0515'],,
45044,OH Secretary of State,Frank LaRose,['(614) 466-2655'],,
45044,OH State Auditor,Keith Faber,['(800) 282-0370'],,
45044,OH State Treasurer,Robert Sprague,['(800) 228-1102'],['constituentaffairs@tos.ohio.gov'],
45044,OH State Board of Education Member,Mark Lamoncha,['(614) 728-2754'],['Mark.Lamoncha@education.ohio.gov'],
45044,OH Supreme Court Associate Justice,Reginald Wilkinson,['(614) 728-2754'],['Reginald.Wilkinson@education.ohio.gov'],
45140,Governor of Ohio,Mike DeWine,['(614) 644-4357'],,
45140,Lieutenant Governor of Ohio,Jon Husted,['(614) 644-4357'],,
45140,OH Supreme Court Chief Justice,Maureen O'Connor,['(614) 387-9000'],,
45140,OH Attorney General,Dave Yost,['(800) 282-0515'],,
45140,OH Secretary of State,Frank LaRose,['(614) 466-2655'],,
45140,OH State Auditor,Keith Faber,['(800) 282-0370'],,
45140,OH State Treasurer,Robert Sprague,['(800) 228-1102'],['constituentaffairs@tos.ohio.gov'],
45140,OH State Board of Education Member,Mark Lamoncha,['(614) 728-2754'],['Mark.Lamoncha@education.ohio.gov'],
45140,OH Supreme Court Associate Justice,Reginald Wilkinson,['(614) 728-2754'],['Reginald.Wilkinson@education.ohio.gov'],
45231,Governor of Ohio,Mike DeWine,['(614) 644-4357'],,
45231,Lieutenant Governor of Ohio,Jon Husted,['(614) 644-4357'],,
45231,OH Supreme Court Chief Justice,Maureen O'Connor,['(614) 387-9000'],,
45231,OH Attorney General,Dave Yost,['(800) 282-0515'],,
45231,OH Secretary of State,Frank LaRose,['(614) 466-2655'],,
45231,OH State Auditor,Keith Faber,['(800) 282-0370'],,
45231,OH State Treasurer,Robert Sprague,['(800) 228-1102'],['constituentaffairs@tos.ohio.gov'],
45231,OH State Board of Education Member,Mark Lamoncha,['(614) 728-2754'],['Mark.Lamoncha@education.ohio.gov'],
45231,OH Supreme Court Associate Justice,Reginald Wilkinson,['(614) 728-2754'],['Reginald.Wilkinson@education.ohio.gov'],
44203,Governor of Ohio,Mike DeWine,['(614) 644-4357'],,
44203,Lieutenant Governor of Ohio,Jon Husted,['(614) 644-4357'],,
44203,OH Supreme Court Chief Justice,Maureen O'Connor,['(614) 387-9000'],,
44203,OH Attorney General,Dave Yost,['(800) 282-0515'],,
44203,OH Secretary of State,Frank LaRose,['(614) 466-2655'],,
44203,OH State Auditor,Keith Faber,['(800) 282-0370'],,
44203,OH State Treasurer,Robert Sprague,['(800) 228-1102'],['constituentaffairs@tos.ohio.gov'],
44203,OH State Board of Education Member,Mark Lamoncha,['(614) 728-2754'],['Mark.Lamoncha@education.ohio.gov'],
44203,OH Supreme Court Associate Justice,Reginald Wilkinson,['(614) 728-2754'],['Reginald.Wilkinson@education.ohio.gov'],
43224,Governor of Ohio,Mike DeWine,['(614) 644-4357'],,
43224,Lieutenant Governor of Ohio,Jon Husted,['(614) 644-4357'],,
43224,OH Supreme Court Chief Justice,Maureen O'Connor,['(614) 387-9000'],,
43224,OH Attorney General,Dave Yost,['(800) 282-0515'],,
43224,OH Secretary of State,Frank LaRose,['(614) 466-2655'],,
43224,OH State Auditor,Keith Faber,['(800) 282-0370'],,
43224,OH State Treasurer,Robert Sprague,['(800) 228-1102'],['constituentaffairs@tos.ohio.gov'],
43224,OH State Board of Education Member,Mark Lamoncha,['(614) 728-2754'],['Mark.Lamoncha@education.ohio.gov'],
43224,OH Supreme Court Associate Justice,Reginald Wilkinson,['(614) 728-2754'],['Reginald.Wilkinson@education.ohio.gov'],
44212,Governor of Ohio,Mike DeWine,['(614) 644-4357'],,
44212,Lieutenant Governor of Ohio,Jon Husted,['(614) 644-4357'],,
44212,OH Supreme Court Chief Justice,Maureen O'Connor,['(614) 387-9000'],,
44212,OH Attorney General,Dave Yost,['(800) 282-0515'],,
44212,OH Secretary of State,Frank LaRose,['(614) 466-2655'],,
44212,OH State Auditor,Keith Faber,['(800) 282-0370'],,
44212,OH State Treasurer,Robert Sprague,['(800) 228-1102'],['constituentaffairs@tos.ohio.gov'],
44212,OH State Board of Education Member,Mark Lamoncha,['(614) 728-2754'],['Mark.Lamoncha@education.ohio.gov'],
44212,OH Supreme Court Associate Justice,Reginald Wilkinson,['(614) 728-2754'],['Reginald.Wilkinson@education.ohio.gov'],
45211,Governor of Ohio,Mike DeWine,['(614) 644-4357'],,
45211,Lieutenant Governor of Ohio,Jon Husted,['(614) 644-4357'],,
45211,OH Supreme Court Chief Justice,Maureen O'Connor,['(614) 387-9000'],,
45211,OH Attorney General,Dave Yost,['(800) 282-0515'],,
45211,OH Secretary of State,Frank LaRose,['(614) 466-2655'],,
45211,OH State Auditor,Keith Faber,['(800) 282-0370'],,
45211,OH State Treasurer,Robert Sprague,['(800) 228-1102'],['constituentaffairs@tos.ohio.gov'],
45211,OH State Board of Education Member,Mark Lamoncha,['(614) 728-2754'],['Mark.Lamoncha@education.ohio.gov'],
45211,OH Supreme Court Associate Justice,Reginald Wilkinson,['(614) 728-2754'],['Reginald.Wilkinson@education.ohio.gov'],
44720,Governor of Ohio,Mike DeWine,['(614) 644-4357'],,
44720,Lieutenant Governor of Ohio,Jon Husted,['(614) 644-4357'],,
44720,OH Supreme Court Chief Justice,Maureen O'Connor,['(614) 387-9000'],,
44720,OH Attorney General,Dave Yost,['(800) 282-0515'],,
44720,OH Secretary of State,Frank LaRose,['(614) 466-2655'],,
44720,OH State Auditor,Keith Faber,['(800) 282-0370'],,
44720,OH State Treasurer,Robert Sprague,['(800) 228-1102'],['constituentaffairs@tos.ohio.gov'],
44720,OH State Board of Education Member,Mark Lamoncha,['(614) 728-2754'],['Mark.Lamoncha@education.ohio.gov'],
44720,OH Supreme Court Associate Justice,Reginald Wilkinson,['(614) 728-2754'],['Reginald.Wilkinson@education.ohio.gov'],
44240,Governor of Ohio,Mike DeWine,['(614) 644-4357'],,
44240,Lieutenant Governor of Ohio,Jon Husted,['(614) 644-4357'],,
44240,OH Supreme Court Chief Justice,Maureen O'Connor,['(614) 387-9000'],,
44240,OH Attorney General,Dave Yost,['(800) 282-0515'],,
44240,OH Secretary of State,Frank LaRose,['(614) 466-2655'],,
44240,OH State Auditor,Keith Faber,['(800) 282-0370'],,
44240,OH State Treasurer,Robert Sprague,['(800) 228-1102'],['constituentaffairs@tos.ohio.gov'],
44240,OH State Board of Education Member,Mark Lamoncha,['(614) 728-2754'],['Mark.Lamoncha@education.ohio.gov'],
44240,OH Supreme Court Associate Justice,Reginald Wilkinson,['(614) 728-2754'],['Reginald.Wilkinson@education.ohio.gov'],
44095,Governor of Ohio,Mike DeWine,['(614) 644-4357'],,
44095,Lieutenant Governor of Ohio,Jon Husted,['(614) 644-4357'],,
44095,OH Supreme Court Chief Justice,Maureen O'Connor,['(614) 387-9000'],,
44095,OH Attorney General,Dave Yost,['(800) 282-0515'],,
44095,OH Secretary of State,Frank LaRose,['(614) 466-2655'],,
44095,OH State Auditor,Keith Faber,['(800) 282-0370'],,
44095,OH State Treasurer,Robert Sprague,['(800) 228-1102'],['constituentaffairs@tos.ohio.gov'],
44095,OH State Board of Education Member,Mark Lamoncha,['(614) 728-2754'],['Mark.Lamoncha@education.ohio.gov'],
44095,OH Supreme Court Associate Justice,Reginald Wilkinson,['(614) 728-2754'],['Reginald.Wilkinson@education.ohio.gov'],
44121,Governor of Ohio,Mike DeWine,['(614) 644-4357'],,
44121,Lieutenant Governor of Ohio,Jon Husted,['(614) 644-4357'],,
44121,OH Supreme Court Chief Justice,Maureen O'Connor,['(614) 387-9000'],,
44121,OH Attorney General,Dave Yost,['(800) 282-0515'],,
44121,OH Secretary of State,Frank LaRose,['(614) 466-2655'],,
44121,OH State Auditor,Keith Faber,['(800) 282-0370'],,
44121,OH State Treasurer,Robert Sprague,['(800) 228-1102'],['constituentaffairs@tos.ohio.gov'],
44121,OH State Board of Education Member,Mark Lamoncha,['(614) 728-2754'],['Mark.Lamoncha@education.ohio.gov'],
44121,OH Supreme Court Associate Justice,Reginald Wilkinson,['(614) 728-2754'],['Reginald.Wilkinson@education.ohio.gov'],
44122,Governor of Ohio,Mike DeWine,['(614) 644-4357'],,
44122,Lieutenant Governor of Ohio,Jon Husted,['(614) 644-4357'],,
44122,OH Supreme Court Chief Justice,Maureen O'Connor,['(614) 387-9000'],,
44122,OH Attorney General,Dave Yost,['(800) 282-0515'],,
44122,OH Secretary of State,Frank LaRose,['(614) 466-2655'],,
44122,OH State Auditor,Keith Faber,['(800) 282-0370'],,
44122,OH State Treasurer,Robert Sprague,['(800) 228-1102'],['constituentaffairs@tos.ohio.gov'],
44122,OH State Board of Education Member,Mark Lamoncha,['(614) 728-2754'],['Mark.Lamoncha@education.ohio.gov'],
44122,OH Supreme Court Associate Justice,Reginald Wilkinson,['(614) 728-2754'],['Reginald.Wilkinson@education.ohio.gov'],
44805,Governor of Ohio,Mike DeWine,['(614) 644-4357'],,
44805,Lieutenant Governor of Ohio,Jon Husted,['(614) 644-4357'],,
44805,OH Supreme Court Chief Justice,Maureen O'Connor,['(614) 387-9000'],,
44805,OH Attorney General,Dave Yost,['(800) 282-0515'],,
44805,OH Secretary of State,Frank LaRose,['(614) 466-2655'],,
44805,OH State Auditor,Keith Faber,['(800) 282-0370'],,
44805,OH State Treasurer,Robert Sprague,['(800) 228-1102'],['constituentaffairs@tos.ohio.gov'],
44805,OH State Board of Education Member,Mark Lamoncha,['(614) 728-2754'],['Mark.Lamoncha@education.ohio.gov'],
44805,OH Supreme Court Associate Justice,Reginald Wilkinson,['(614) 728-2754'],['Reginald.Wilkinson@education.ohio.gov'],
44106,Governor of Ohio,Mike DeWine,['(614) 644-4357'],,
44106,Lieutenant Governor of Ohio,Jon Husted,['(614) 644-4357'],,
44106,OH Supreme Court Chief Justice,Maureen O'Connor,['(614) 387-9000'],,
44106,OH Attorney General,Dave Yost,['(800) 282-0515'],,
44106,OH Secretary of State,Frank LaRose,['(614) 466-2655'],,
44106,OH State Auditor,Keith Faber,['(800) 282-0370'],,
44106,OH State Treasurer,Robert Sprague,['(800) 228-1102'],['constituentaffairs@tos.ohio.gov'],
44106,OH State Board of Education Member,Mark Lamoncha,['(614) 728-2754'],['Mark.Lamoncha@education.ohio.gov'],
44106,OH Supreme Court Associate Justice,Reginald Wilkinson,['(614) 728-2754'],['Reginald.Wilkinson@education.ohio.gov'],
45036,Governor of Ohio,Mike DeWine,['(614) 644-4357'],,
45036,Lieutenant Governor of Ohio,Jon Husted,['(614) 644-4357'],,
45036,OH Supreme Court Chief Justice,Maureen O'Connor,['(614) 387-9000'],,
45036,OH Attorney General,Dave Yost,['(800) 282-0515'],,
45036,OH Secretary of State,Frank LaRose,['(614) 466-2655'],,
45036,OH State Auditor,Keith Faber,['(800) 282-0370'],,
45036,OH State Treasurer,Robert Sprague,['(800) 228-1102'],['constituentaffairs@tos.ohio.gov'],
45036,OH State Board of Education Member,Mark Lamoncha,['(614) 728-2754'],['Mark.Lamoncha@education.ohio.gov'],
45036,OH Supreme Court Associate Justice,Reginald Wilkinson,['(614) 728-2754'],['Reginald.Wilkinson@education.ohio.gov'],
44221,Governor of Ohio,Mike DeWine,['(614) 644-4357'],,
44221,Lieutenant Governor of Ohio,Jon Husted,['(614) 644-4357'],,
44221,OH Supreme Court Chief Justice,Maureen O'Connor,['(614) 387-9000'],,
44221,OH Attorney General,Dave Yost,['(800) 282-0515'],,
44221,OH Secretary of State,Frank LaRose,['(614) 466-2655'],,
44221,OH State Auditor,Keith Faber,['(800) 282-0370'],,
44221,OH State Treasurer,Robert Sprague,['(800) 228-1102'],['constituentaffairs@tos.ohio.gov'],
44221,OH State Board of Education Member,Mark Lamoncha,['(614) 728-2754'],['Mark.Lamoncha@education.ohio.gov'],
44221,OH Supreme Court Associate Justice,Reginald Wilkinson,['(614) 728-2754'],['Reginald.Wilkinson@education.ohio.gov'],
45239,Governor of Ohio,Mike DeWine,['(614) 644-4357'],,
45239,Lieutenant Governor of Ohio,Jon Husted,['(614) 644-4357'],,
45239,OH Supreme Court Chief Justice,Maureen O'Connor,['(614) 387-9000'],,
45239,OH Attorney General,Dave Yost,['(800) 282-0515'],,
45239,OH Secretary of State,Frank LaRose,['(614) 466-2655'],,
45239,OH State Auditor,Keith Faber,['(800) 282-0370'],,
45239,OH State Treasurer,Robert Sprague,['(800) 228-1102'],['constituentaffairs@tos.ohio.gov'],
45239,OH State Board of Education Member,Mark Lamoncha,['(614) 728-2754'],['Mark.Lamoncha@education.ohio.gov'],
45239,OH Supreme Court Associate Justice,Reginald Wilkinson,['(614) 728-2754'],['Reginald.Wilkinson@education.ohio.gov'],
44104,Governor of Ohio,Mike DeWine,['(614) 644-4357'],,
44104,Lieutenant Governor of Ohio,Jon Husted,['(614) 644-4357'],,
44104,OH Supreme Court Chief Justice,Maureen O'Connor,['(614) 387-9000'],,
44104,OH Attorney General,Dave Yost,['(800) 282-0515'],,
44104,OH Secretary of State,Frank LaRose,['(614) 466-2655'],,
44104,OH State Auditor,Keith Faber,['(800) 282-0370'],,
44104,OH State Treasurer,Robert Sprague,['(800) 228-1102'],['constituentaffairs@tos.ohio.gov'],
44104,OH State Board of Education Member,Mark Lamoncha,['(614) 728-2754'],['Mark.Lamoncha@education.ohio.gov'],
44104,OH Supreme Court Associate Justice,Reginald Wilkinson,['(614) 728-2754'],['Reginald.Wilkinson@education.ohio.gov'],
44104,Cleveland Mayor,Martha Manchester,['(614) 728-2754'],['Martha.Manchester@education.ohio.gov'],
45150,Governor of Ohio,Mike DeWine,['(614) 644-4357'],,
45150,Lieutenant Governor of Ohio,Jon Husted,['(614) 644-4357'],,
45150,OH Supreme Court Chief Justice,Maureen O'Connor,['(614) 387-9000'],,
45150,OH Attorney General,Dave Yost,['(800) 282-0515'],,
45150,OH Secretary of State,Frank LaRose,['(614) 466-2655'],,
45150,OH State Auditor,Keith Faber,['(800) 282-0370'],,
45150,OH State Treasurer,Robert Sprague,['(800) 228-1102'],['constituentaffairs@tos.ohio.gov'],
45150,OH State Board of Education Member,Mark Lamoncha,['(614) 728-2754'],['Mark.Lamoncha@education.ohio.gov'],
45150,OH Supreme Court Associate Justice,Reginald Wilkinson,['(614) 728-2754'],['Reginald.Wilkinson@education.ohio.gov'],
44515,Governor of Ohio,Mike DeWine,['(614) 644-4357'],,
44515,Lieutenant Governor of Ohio,Jon Husted,['(614) 644-4357'],,
44515,OH Supreme Court Chief Justice,Maureen O'Connor,['(614) 387-9000'],,
44515,OH Attorney General,Dave Yost,['(800) 282-0515'],,
44515,OH Secretary of State,Frank LaRose,['(614) 466-2655'],,
44515,OH State Auditor,Keith Faber,['(800) 282-0370'],,
44515,OH State Treasurer,Robert Sprague,['(800) 228-1102'],['constituentaffairs@tos.ohio.gov'],
44515,OH State Board of Education Member,Mark Lamoncha,['(614) 728-2754'],['Mark.Lamoncha@education.ohio.gov'],
44515,OH Supreme Court Associate Justice,Reginald Wilkinson,['(614) 728-2754'],['Reginald.Wilkinson@education.ohio.gov'],
44483,Governor of Ohio,Mike DeWine,['(614) 644-4357'],,
44483,Lieutenant Governor of Ohio,Jon Husted,['(614) 644-4357'],,
44483,OH Supreme Court Chief Justice,Maureen O'Connor,['(614) 387-9000'],,
44483,OH Attorney General,Dave Yost,['(800) 282-0515'],,
44483,OH Secretary of State,Frank LaRose,['(614) 466-2655'],,
44483,OH State Auditor,Keith Faber,['(800) 282-0370'],,
44483,OH State Treasurer,Robert Sprague,['(800) 228-1102'],['constituentaffairs@tos.ohio.gov'],
44483,OH State Board of Education Member,Mark Lamoncha,['(614) 728-2754'],['Mark.Lamoncha@education.ohio.gov'],
44483,OH Supreme Court Associate Justice,Reginald Wilkinson,['(614) 728-2754'],['Reginald.Wilkinson@education.ohio.gov'],
44133,Governor of Ohio,Mike DeWine,['(614) 644-4357'],,
44133,Lieutenant Governor of Ohio,Jon Husted,['(614) 644-4357'],,
44133,OH Supreme Court Chief Justice,Maureen O'Connor,['(614) 387-9000'],,
44133,OH Attorney General,Dave Yost,['(800) 282-0515'],,
44133,OH Secretary of State,Frank LaRose,['(614) 466-2655'],,
44133,OH State Auditor,Keith Faber,['(800) 282-0370'],,
44133,OH State Treasurer,Robert Sprague,['(800) 228-1102'],['constituentaffairs@tos.ohio.gov'],
44133,OH State Board of Education Member,Mark Lamoncha,['(614) 728-2754'],['Mark.Lamoncha@education.ohio.gov'],
44133,OH Supreme Court Associate Justice,Reginald Wilkinson,['(614) 728-2754'],['Reginald.Wilkinson@education.ohio.gov'],
45240,Governor of Ohio,Mike DeWine,['(614) 644-4357'],,
45240,Lieutenant Governor of Ohio,Jon Husted,['(614) 644-4357'],,
45240,OH Supreme Court Chief Justice,Maureen O'Connor,['(614) 387-9000'],,
45240,OH Attorney General,Dave Yost,['(800) 282-0515'],,
45240,OH Secretary of State,Frank LaRose,['(614) 466-2655'],,
45240,OH State Auditor,Keith Faber,['(800) 282-0370'],,
45240,OH State Treasurer,Robert Sprague,['(800) 228-1102'],['constituentaffairs@tos.ohio.gov'],
45240,OH State Board of Education Member,Mark Lamoncha,['(614) 728-2754'],['Mark.Lamoncha@education.ohio.gov'],
45240,OH Supreme Court Associate Justice,Reginald Wilkinson,['(614) 728-2754'],['Reginald.Wilkinson@education.ohio.gov'],
43050,Governor of Ohio,Mike DeWine,['(614) 644-4357'],,
43050,Lieutenant Governor of Ohio,Jon Husted,['(614) 644-4357'],,
43050,OH Supreme Court Chief Justice,Maureen O'Connor,['(614) 387-9000'],,
43050,OH Attorney General,Dave Yost,['(800) 282-0515'],,
43050,OH Secretary of State,Frank LaRose,['(614) 466-2655'],,
43050,OH State Auditor,Keith Faber,['(800) 282-0370'],,
43050,OH State Treasurer,Robert Sprague,['(800) 228-1102'],['constituentaffairs@tos.ohio.gov'],
43050,OH State Board of Education Member,Mark Lamoncha,['(614) 728-2754'],['Mark.Lamoncha@education.ohio.gov'],
43050,OH Supreme Court Associate Justice,Reginald Wilkinson,['(614) 728-2754'],['Reginald.Wilkinson@education.ohio.gov'],
45042,Governor of Ohio,Mike DeWine,['(614) 644-4357'],,
45042,Lieutenant Governor of Ohio,Jon Husted,['(614) 644-4357'],,
45042,OH Supreme Court Chief Justice,Maureen O'Connor,['(614) 387-9000'],,
45042,OH Attorney General,Dave Yost,['(800) 282-0515'],,
45042,OH Secretary of State,Frank LaRose,['(614) 466-2655'],,
45042,OH State Auditor,Keith Faber,['(800) 282-0370'],,
45042,OH State Treasurer,Robert Sprague,['(800) 228-1102'],['constituentaffairs@tos.ohio.gov'],
45042,OH State Board of Education Member,Mark Lamoncha,['(614) 728-2754'],['Mark.Lamoncha@education.ohio.gov'],
45042,OH Supreme Court Associate Justice,Reginald Wilkinson,['(614) 728-2754'],['Reginald.Wilkinson@education.ohio.gov'],
