zipcode,office,official,phones,emails,website
81005,CO Supreme Court Justice,"Carlos A. Samour, Jr.",['(720) 625-5460'],,
81005,CO Secretary of State,"William W. Hood, III",['(720) 625-5400'],,
80907,Governor of Colorado,Jared Polis,['(303) 866-2471'],['Governorpolis@state.co.us'],
80907,Lieutenant Governor of Colorado,Dianne Primavera,['(303) 866-4075'],,
80907,CO Attorney General,Phil Weiser,['(720) 508-6000'],,
80907,CO State Treasurer,Dave Young,['(303) 866-2441'],['treasurer.young@state.co.us'],
80907,CO Supreme Court Justice,"Carlos A. Samour, Jr.",['(720) 625-5460'],,
80907,CO Secretary of State,"William W. Hood, III",['(720) 625-5400'],,
80907,Colorado Springs City Council Member,Monica M. Márquez,['(720) 625-5450'],,
80907,Colorado Springs Mayor,Brian D. Boatright,['(720) 625-5410'],,
