zipcode,office,official,phones,emails,website
85051,AZ State Mine Inspector,Ann A. Scott Timmer,['(602) 452-3396'],['scclerk@courts.az.gov'],
85051,AZ Corporation Commissioner,James P. Beene,['(602) 452-3396'],['scclerk@courts.az.gov'],
85051,AZ Superintendent of Public Instruction,Robert M. Brutinet,['(602) 452-3396'],['scclerk@courts.az.gov'],
85051,AZ Attorney General,Clint Bolick,['(602) 452-3396'],['scclerk@courts.az.gov'],
85051,AZ State Treasurer,"John R. Lopez, IV",['(602) 452-3396'],['scclerk@courts.az.gov'],
85051,Phoenix Mayor,Andrew Gould,['(602) 452-3396'],['scclerk@courts.az.gov'],
85202,Governor of Arizona,Doug Ducey,['(602) 542-4331'],['engage@az.gov'],
85202,AZ Secretary of State,Katie Hobbs,['(602) 542-4285'],,
85202,AZ Supreme Court Justice,William G. Montgomery,['(602) 452-3396'],['scclerk@courts.az.gov'],
85202,AZ State Mine Inspector,Ann A. Scott Timmer,['(602) 452-3396'],['scclerk@courts.az.gov'],
85202,AZ Corporation Commissioner,James P. Beene,['(602) 452-3396'],['scclerk@courts.az.gov'],
85202,AZ Superintendent of Public Instruction,Robert M. Brutinet,['(602) 452-3396'],['scclerk@courts.az.gov'],
85202,AZ Attorney General,Clint Bolick,['(602) 452-3396'],['scclerk@courts.az.gov'],
85202,AZ State Treasurer,"John R. Lopez, IV",['(602) 452-3396'],['scclerk@courts.az.gov'],
85027,Governor of Arizona,Doug Ducey,['(602) 542-4331'],['engage@az.gov'],
85027,AZ Secretary of State,Katie Hobbs,['(602) 542-4285'],,
85027,AZ Supreme Court Justice,William G. Montgomery,['(602) 452-3396'],['scclerk@courts.az.gov'],
85027,AZ State Mine Inspector,Ann A. Scott Timmer,['(602) 452-3396'],['scclerk@courts.az.gov'],
85027,AZ Corporation Commissioner,James P. Beene,['(602) 452-3396'],['scclerk@courts.az.gov'],
85027,AZ Superintendent of Public Instruction,Robert M. Brutinet,['(602) 452-3396'],['scclerk@courts.az.gov'],
85027,AZ Attorney General,Clint Bolick,['(602) 452-3396'],['scclerk@courts.az.gov'],
85027,AZ State Treasurer,"John R. Lopez, IV",['(602) 452-3396'],['scclerk@courts.az.gov'],
85027,Phoenix Mayor,Andrew Gould,['(602) 452-3396'],['scclerk@courts.az.gov'],
85210,Governor of Arizona,Doug Ducey,['(602) 542-4331'],['engage@az.gov'],
85210,AZ Secretary of State,Katie Hobbs,['(602) 542-4285'],,
85210,AZ Supreme Court Justice,William G. Montgomery,['(602) 452-3396'],['scclerk@courts.az.gov'],
85210,AZ State Mine Inspector,Ann A. Scott Timmer,['(602) 452-3396'],['scclerk@courts.az.gov'],
85210,AZ Corporation Commissioner,James P. Beene,['(602) 452-3396'],['scclerk@courts.az.gov'],
85210,AZ Superintendent of Public Instruction,Robert M. Brutinet,['(602) 452-3396'],['scclerk@courts.az.gov'],
85210,AZ Attorney General,Clint Bolick,['(602) 452-3396'],['scclerk@courts.az.gov'],
85210,AZ State Treasurer,"John R. Lopez, IV",['(602) 452-3396'],['scclerk@courts.az.gov'],
85021,Governor of Arizona,Doug Ducey,['(602) 542-4331'],['engage@az.gov'],
85021,AZ Secretary of State,Katie Hobbs,['(602) 542-4285'],,
85021,AZ Supreme Court Justice,William G. Montgomery,['(602) 452-3396'],['scclerk@courts.az.gov'],
85021,AZ State Mine Inspector,Ann A. Scott Timmer,['(602) 452-3396'],['scclerk@courts.az.gov'],
85021,AZ Corporation Commissioner,James P. Beene,['(602) 452-3396'],['scclerk@courts.az.gov'],
85021,AZ Superintendent of Public Instruction,Robert M. Brutinet,['(602) 452-3396'],['scclerk@courts.az.gov'],
85021,AZ Attorney General,Clint Bolick,['(602) 452-3396'],['scclerk@courts.az.gov'],
85021,AZ State Treasurer,"John R. Lopez, IV",['(602) 452-3396'],['scclerk@courts.az.gov'],
85021,Phoenix Mayor,Andrew Gould,['(602) 452-3396'],['scclerk@courts.az.gov'],
85233,Governor of Arizona,Doug Ducey,['(602) 542-4331'],['engage@az.gov'],
85233,AZ Secretary of State,Katie Hobbs,['(602) 542-4285'],,
85233,AZ Supreme Court Justice,William G. Montgomery,['(602) 452-3396'],['scclerk@courts.az.gov'],
85233,AZ State Mine Inspector,Ann A. Scott Timmer,['(602) 452-3396'],['scclerk@courts.az.gov'],
85233,AZ Corporation Commissioner,James P. Beene,['(602) 452-3396'],['scclerk@courts.az.gov'],
85233,AZ Superintendent of Public Instruction,Robert M. Brutinet,['(602) 452-3396'],['scclerk@courts.az.gov'],
85233,AZ Attorney General,Clint Bolick,['(602) 452-3396'],['scclerk@courts.az.gov'],
85233,AZ State Treasurer,"John R. Lopez, IV",['(602) 452-3396'],['scclerk@courts.az.gov'],
85251,Governor of Arizona,Doug Ducey,['(602) 542-4331'],['engage@az.gov'],
85251,AZ Secretary of State,Katie Hobbs,['(602) 542-4285'],,
85251,AZ Supreme Court Justice,William G. Montgomery,['(602) 452-3396'],['scclerk@courts.az.gov'],
85251,AZ State Mine Inspector,Ann A. Scott Timmer,['(602) 452-3396'],['scclerk@courts.az.gov'],
85251,AZ Corporation Commissioner,James P. Beene,['(602) 452-3396'],['scclerk@courts.az.gov'],
85251,AZ Superintendent of Public Instruction,Robert M. Brutinet,['(602) 452-3396'],['scclerk@courts.az.gov'],
85251,AZ Attorney General,Clint Bolick,['(602) 452-3396'],['scclerk@courts.az.gov'],
85251,AZ State Treasurer,"John R. Lopez, IV",['(602) 452-3396'],['scclerk@courts.az.gov'],
86004,Governor of Arizona,Doug Ducey,['(602) 542-4331'],['engage@az.gov'],
86004,AZ Secretary of State,Katie Hobbs,['(602) 542-4285'],,
86004,AZ Supreme Court Justice,William G. Montgomery,['(602) 452-3396'],['scclerk@courts.az.gov'],
86004,AZ State Mine Inspector,Ann A. Scott Timmer,['(602) 452-3396'],['scclerk@courts.az.gov'],
86004,AZ Corporation Commissioner,James P. Beene,['(602) 452-3396'],['scclerk@courts.az.gov'],
86004,AZ Superintendent of Public Instruction,Robert M. Brutinet,['(602) 452-3396'],['scclerk@courts.az.gov'],
86004,AZ Attorney General,Clint Bolick,['(602) 452-3396'],['scclerk@courts.az.gov'],
86004,AZ State Treasurer,"John R. Lopez, IV",['(602) 452-3396'],['scclerk@courts.az.gov'],
85248,Governor of Arizona,Doug Ducey,['(602) 542-4331'],['engage@az.gov'],
85248,AZ Secretary of State,Katie Hobbs,['(602) 542-4285'],,
85248,AZ Supreme Court Justice,William G. Montgomery,['(602) 452-3396'],['scclerk@courts.az.gov'],
85248,AZ State Mine Inspector,Ann A. Scott Timmer,['(602) 452-3396'],['scclerk@courts.az.gov'],
85248,AZ Corporation Commissioner,James P. Beene,['(602) 452-3396'],['scclerk@courts.az.gov'],
85248,AZ Superintendent of Public Instruction,Robert M. Brutinet,['(602) 452-3396'],['scclerk@courts.az.gov'],
85248,AZ Attorney General,Clint Bolick,['(602) 452-3396'],['scclerk@courts.az.gov'],
85248,AZ State Treasurer,"John R. Lopez, IV",['(602) 452-3396'],['scclerk@courts.az.gov'],
85323,Governor of Arizona,Doug Ducey,['(602) 542-4331'],['engage@az.gov'],
85323,AZ Secretary of State,Katie Hobbs,['(602) 542-4285'],,
85323,AZ Supreme Court Justice,William G. Montgomery,['(602) 452-3396'],['scclerk@courts.az.gov'],
85323,AZ State Mine Inspector,Ann A. Scott Timmer,['(602) 452-3396'],['scclerk@courts.az.gov'],
85323,AZ Corporation Commissioner,James P. Beene,['(602) 452-3396'],['scclerk@courts.az.gov'],
85323,AZ Superintendent of Public Instruction,Robert M. Brutinet,['(602) 452-3396'],['scclerk@courts.az.gov'],
85323,AZ Attorney General,Clint Bolick,['(602) 452-3396'],['scclerk@courts.az.gov'],
85323,AZ State Treasurer,"John R. Lopez, IV",['(602) 452-3396'],['scclerk@courts.az.gov'],
85296,Governor of Arizona,Doug Ducey,['(602) 542-4331'],['engage@az.gov'],
85296,AZ Secretary of State,Katie Hobbs,['(602) 542-4285'],,
85296,AZ Supreme Court Justice,William G. Montgomery,['(602) 452-3396'],['scclerk@courts.az.gov'],
85296,AZ State Mine Inspector,Ann A. Scott Timmer,['(602) 452-3396'],['scclerk@courts.az.gov'],
85296,AZ Corporation Commissioner,James P. Beene,['(602) 452-3396'],['scclerk@courts.az.gov'],
85296,AZ Superintendent of Public Instruction,Robert M. Brutinet,['(602) 452-3396'],['scclerk@courts.az.gov'],
85296,AZ Attorney General,Clint Bolick,['(602) 452-3396'],['scclerk@courts.az.gov'],
85296,AZ State Treasurer,"John R. Lopez, IV",['(602) 452-3396'],['scclerk@courts.az.gov'],
85712,Governor of Arizona,Doug Ducey,['(602) 542-4331'],['engage@az.gov'],
85712,AZ Secretary of State,Katie Hobbs,['(602) 542-4285'],,
85712,AZ Supreme Court Justice,William G. Montgomery,['(602) 452-3396'],['scclerk@courts.az.gov'],
85712,AZ State Mine Inspector,Ann A. Scott Timmer,['(602) 452-3396'],['scclerk@courts.az.gov'],
85712,AZ Corporation Commissioner,James P. Beene,['(602) 452-3396'],['scclerk@courts.az.gov'],
85712,AZ Superintendent of Public Instruction,Robert M. Brutinet,['(602) 452-3396'],['scclerk@courts.az.gov'],
85712,AZ Attorney General,Clint Bolick,['(602) 452-3396'],['scclerk@courts.az.gov'],
85712,AZ State Treasurer,"John R. Lopez, IV",['(602) 452-3396'],['scclerk@courts.az.gov'],
85745,Governor of Arizona,Doug Ducey,['(602) 542-4331'],['engage@az.gov'],
85745,AZ Secretary of State,Katie Hobbs,['(602) 542-4285'],,
85745,AZ Supreme Court Justice,William G. Montgomery,['(602) 452-3396'],['scclerk@courts.az.gov'],
85745,AZ State Mine Inspector,Ann A. Scott Timmer,['(602) 452-3396'],['scclerk@courts.az.gov'],
85745,AZ Corporation Commissioner,James P. Beene,['(602) 452-3396'],['scclerk@courts.az.gov'],
85745,AZ Superintendent of Public Instruction,Robert M. Brutinet,['(602) 452-3396'],['scclerk@courts.az.gov'],
85745,AZ Attorney General,Clint Bolick,['(602) 452-3396'],['scclerk@courts.az.gov'],
85745,AZ State Treasurer,"John R. Lopez, IV",['(602) 452-3396'],['scclerk@courts.az.gov'],
85635,Governor of Arizona,Doug Ducey,['(602) 542-4331'],['engage@az.gov'],
85635,AZ Secretary of State,Katie Hobbs,['(602) 542-4285'],,
85635,AZ Supreme Court Justice,William G. Montgomery,['(602) 452-3396'],['scclerk@courts.az.gov'],
85635,AZ State Mine Inspector,Ann A. Scott Timmer,['(602) 452-3396'],['scclerk@courts.az.gov'],
85635,AZ Corporation Commissioner,James P. Beene,['(602) 452-3396'],['scclerk@courts.az.gov'],
85635,AZ Superintendent of Public Instruction,Robert M. Brutinet,['(602) 452-3396'],['scclerk@courts.az.gov'],
85635,AZ Attorney General,Clint Bolick,['(602) 452-3396'],['scclerk@courts.az.gov'],
85635,AZ State Treasurer,"John R. Lopez, IV",['(602) 452-3396'],['scclerk@courts.az.gov'],
85351,Governor of Arizona,Doug Ducey,['(602) 542-4331'],['engage@az.gov'],
85351,AZ Secretary of State,Katie Hobbs,['(602) 542-4285'],,
85351,AZ Supreme Court Justice,William G. Montgomery,['(602) 452-3396'],['scclerk@courts.az.gov'],
85351,AZ State Mine Inspector,Ann A. Scott Timmer,['(602) 452-3396'],['scclerk@courts.az.gov'],
85351,AZ Corporation Commissioner,James P. Beene,['(602) 452-3396'],['scclerk@courts.az.gov'],
85351,AZ Superintendent of Public Instruction,Robert M. Brutinet,['(602) 452-3396'],['scclerk@courts.az.gov'],
85351,AZ Attorney General,Clint Bolick,['(602) 452-3396'],['scclerk@courts.az.gov'],
85351,AZ State Treasurer,"John R. Lopez, IV",['(602) 452-3396'],['scclerk@courts.az.gov'],
85031,Governor of Arizona,Doug Ducey,['(602) 542-4331'],['engage@az.gov'],
85031,AZ Secretary of State,Katie Hobbs,['(602) 542-4285'],,
85031,AZ Supreme Court Justice,William G. Montgomery,['(602) 452-3396'],['scclerk@courts.az.gov'],
85031,AZ State Mine Inspector,Ann A. Scott Timmer,['(602) 452-3396'],['scclerk@courts.az.gov'],
85031,AZ Corporation Commissioner,James P. Beene,['(602) 452-3396'],['scclerk@courts.az.gov'],
85031,AZ Superintendent of Public Instruction,Robert M. Brutinet,['(602) 452-3396'],['scclerk@courts.az.gov'],
85031,AZ Attorney General,Clint Bolick,['(602) 452-3396'],['scclerk@courts.az.gov'],
85031,AZ State Treasurer,"John R. Lopez, IV",['(602) 452-3396'],['scclerk@courts.az.gov'],
85304,Governor of Arizona,Doug Ducey,['(602) 542-4331'],['engage@az.gov'],
85304,AZ Secretary of State,Katie Hobbs,['(602) 542-4285'],,
85304,AZ Supreme Court Justice,William G. Montgomery,['(602) 452-3396'],['scclerk@courts.az.gov'],
85304,AZ State Mine Inspector,Ann A. Scott Timmer,['(602) 452-3396'],['scclerk@courts.az.gov'],
85304,AZ Corporation Commissioner,James P. Beene,['(602) 452-3396'],['scclerk@courts.az.gov'],
85304,AZ Superintendent of Public Instruction,Robert M. Brutinet,['(602) 452-3396'],['scclerk@courts.az.gov'],
85304,AZ Attorney General,Clint Bolick,['(602) 452-3396'],['scclerk@courts.az.gov'],
85304,AZ State Treasurer,"John R. Lopez, IV",['(602) 452-3396'],['scclerk@courts.az.gov'],
85375,Governor of Arizona,Doug Ducey,['(602) 542-4331'],['engage@az.gov'],
85375,AZ Secretary of State,Katie Hobbs,['(602) 542-4285'],,
85375,AZ Supreme Court Justice,William G. Montgomery,['(602) 452-3396'],['scclerk@courts.az.gov'],
85375,AZ State Mine Inspector,Ann A. Scott Timmer,['(602) 452-3396'],['scclerk@courts.az.gov'],
85375,AZ Corporation Commissioner,James P. Beene,['(602) 452-3396'],['scclerk@courts.az.gov'],
85375,AZ Superintendent of Public Instruction,Robert M. Brutinet,['(602) 452-3396'],['scclerk@courts.az.gov'],
85375,AZ Attorney General,Clint Bolick,['(602) 452-3396'],['scclerk@courts.az.gov'],
85375,AZ State Treasurer,"John R. Lopez, IV",['(602) 452-3396'],['scclerk@courts.az.gov'],
