name,state,dept_type,url
saint stephen police department,south carolina,city and town agencies,https://www.odmp.org/agency/3698-st-stephen-police-department-south-carolina
saluda county sheriff's office,south carolina,county agencies,http://saludacounty.sc.gov/departments/sheriff
saluda police department,south carolina,city and town agencies,http://www.townofsaluda.com/police-department
santee police department,south carolina,city and town agencies,http://www.townofsantee-sc.org/police
scranton police department,south carolina,city and town agencies,http://www.scrantonpolicedepartment.org/
simpsonville police department,south carolina,city and town agencies,https://www.simpsonville.com/police
society hill police department,south carolina,city and town agencies,https://www.policeone.com/law-enforcement-directory/police-departments/society-hill-police-department-society-hill-sc-vrNyVPZaTwVdvuiE/
south carolina bureau of protective services,south carolina,state agencies,http://scdps.sc.gov/bps
south carolina department of corrections,south carolina,state agencies,http://www.doc.sc.gov/InmateSearchDisclaimer.html
south carolina department of health and environmental control,south carolina,state agencies,https://www.scdhec.gov/
south carolina department of juvenile justice,south carolina,state agencies,https://djj.sc.gov/
south carolina department of mental health public safety,south carolina,state agencies,https://scdmh.net/dmh-components/administration/public-safety-division/
"south carolina department of natural resources, law enforcement division",south carolina,state agencies,http://dnr.sc.gov/admin/phone.html
"south carolina department of probation, parole, and pardon services",south carolina,state agencies,http://www.dppps.sc.gov/
south carolina department of public safety,south carolina,state agencies,https://scdps.sc.gov/
south carolina highway patrol,south carolina,state agencies,http://scdps.sc.gov/schp
south carolina law enforcement division,south carolina,state agencies,https://www.sled.sc.gov/
south carolina state constable's office,south carolina,state agencies,https://en.wikipedia.org/wiki/South_Carolina_State_Constable%27s_Office
south carolina state forestry commission law enforcement,south carolina,state agencies,https://www.state.sc.us/forest/le.htm
south carolina state ports authority port police,south carolina,state agencies,https://scspa.com/about/contact-us/careers/
south carolina state transport police division,south carolina,state agencies,http://scdps.sc.gov/scstp
spartanburg county environmental enforcement department,south carolina,county agencies,https://www.spartanburgcounty.org/181/Environmental-Enforcement
spartanburg county sheriff's office,south carolina,county agencies,http://www.spartanburgsheriff.org/
spartanburg police department,south carolina,city and town agencies,https://www.cityofspartanburg.org/public-safety/police-department
springdale police department,south carolina,city and town agencies,https://www.springdalesc.com/police-department/
summerton police department,south carolina,city and town agencies,http://www.townofsummerton.com/police.html
summerville police department,south carolina,city and town agencies,http://www.summervillepolice.com/
sumter city police department,south carolina,city and town agencies,https://www.sumterpd.com/
sumter county sheriff's office,south carolina,county agencies,http://www.sumtersheriff.org/
surfside beach police department,south carolina,city and town agencies,http://www.surfsidebeach.org/police
swansea police department,south carolina,city and town agencies,https://www.odmp.org/agency/3767-swansea-police-department-south-carolina
tega cay police department,south carolina,city and town agencies,https://www.tegacaysc.org/187/Police
timmonsville police department,south carolina,city and town agencies,https://www.odmp.org/agency/5888-timmonsville-police-department-south-carolina
travelers rest police department,south carolina,city and town agencies,https://travelersrestsc.com/businesses/departments/police-department/
trident technical college police department,south carolina,other agencies,https://www.tridenttech.edu/about/departments/safety/index.htm
turbeville police department,south carolina,city and town agencies,"https://manninglive.com/stories/local-pd-sees-major-change,27187"
union county sheriff's office,south carolina,county agencies,https://www.unionscsheriff.com/
university of south carolina at beaufort police department,south carolina,other agencies,https://www.uscb.edu/public_safety/
university of south carolina police department,south carolina,other agencies,https://www.sc.edu/about/offices_and_divisions/law_enforcement_and_safety/index.php
vance police department,south carolina,city and town agencies,http://www.rcsd.net/dept/training-fto.htm
varnville police department,south carolina,city and town agencies,https://www.hamptoncountysc.org/
wagener police department,south carolina,city and town agencies,https://www.wagenersc.com/services/police
walhalla police department,south carolina,city and town agencies,https://walhallapd.org/
walterboro police department,south carolina,city and town agencies,https://www.walterborosc.org/police
ware shoals police department,south carolina,city and town agencies,https://www.linkedin.com/company/ware-shoals-police-dept
west columbia police department,south carolina,city and town agencies,https://westcolumbiasc.gov/police-department/
west pelzer police department,south carolina,city and town agencies,https://westpelzer.com/index.php/police-department/
williamsburg county sheriff's office,south carolina,county agencies,http://www.williamsburgcounty.sc.gov/index.aspx?page=85
williston police department,south carolina,city and town agencies,https://www.williston-sc.com/pd/
winthrop university police department,south carolina,other agencies,https://www.winthrop.edu/police/
woodruff police department,south carolina,city and town agencies,https://www.cityofwoodruff.com/police_department
york county sheriff's office,south carolina,county agencies,https://www.yorkcountysheriff.com/
york police department,south carolina,city and town agencies,https://yorksc.gov/police
york tech college public safety department,south carolina,other agencies,https://www.yorktech.edu/campus-life/student-services/campus-safety-/
